Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JAGGYF010000026_43	435	284	0.0014	14.5	31962	33266	JAGGYF010000026	43	0.14022988505747128	0.19718309859154928	-1
AbiEii_0_CAS-III	JAGGYF010000026_60	1287	284	6.3e-05	18.9	40944	44804	JAGGYF010000026	60	0.0675990675990676	0.22887323943661972	-1
AbiEii_0_CAS-III	JAGGYF010000026_78	580	284	0.00025	16.9	57842	59581	JAGGYF010000026	78	0.08275862068965517	0.10211267605633803	1
AbiEii_0_CAS-III	JAGGYF010000029_3	308	284	3.1e-06	23.2	3060	3983	JAGGYF010000029	3	0.19155844155844157	0.20774647887323944	-1
AbiEii_0_CAS-III	JAGGYF010000031_20	317	284	5e-06	22.5	18338	19288	JAGGYF010000031	20	0.2082018927444795	0.21830985915492956	-1
AbiEii_0_CAS-III	JAGGYF010000037_8	228	284	1.8e-05	20.7	8354	9037	JAGGYF010000037	8	0.2675438596491228	0.22887323943661972	-1
AbiEii_0_CAS-III	JAGGYF010000041_23	245	284	2.8e-06	23.3	19030	19764	JAGGYF010000041	23	0.2979591836734694	0.24647887323943662	1
AbiEii_1_CAS-III-A	JAGGYF010000044_60	493	335	0.00069	15.1	40737	42215	JAGGYF010000044	60	0.29006085192697767	0.2507462686567164	-1
Cas10-like_3_IVC	JAGGYF010000035_12	307	722	0.12	6.5	24502	25422	JAGGYF010000035	12	0.31596091205211724	0.07479224376731301	1
Cas10_1_CAS-III	JAGGYF010000011_8	109	654	0.026	9.3	4202	4528	JAGGYF010000011	8	0.7981651376146789	0.13302752293577982	-1
Cas10_1_CAS-III	JAGGYF010000013_6	394	654	0.0086	10.9	3162	4343	JAGGYF010000013	6	0.10152284263959391	0.06116207951070336	1
Cas10_1_CAS-III	JAGGYF010000028_26	54	654	0.0011	13.8	12927	13088	JAGGYF010000028	26	0.7037037037037037	0.0581039755351682	1
Cas10_1_CAS-III	JAGGYF010000028_98	65	654	0.18	6.5	60243	60437	JAGGYF010000028	98	0.8307692307692308	0.08256880733944955	1
Cas10_1_CAS-III	JAGGYF010000041_24	170	654	0.0052	11.6	19757	20266	JAGGYF010000041	24	0.4823529411764706	0.12385321100917432	-1
Cas10_1_IIIB	JAGGYF010000026_67	276	116	1.6	5.4	47070	47897	JAGGYF010000026	67	0.35507246376811596	0.4051724137931034	-1
