Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JAWAVG010000065	JAWAVG010000065@1	888	3111	False	0%	NA	III-A	2.0	['CasR_0_CAS-III-A', 'AbiEii_0_CAS-III']	[2, 3]	['8.20e-44', '1.20e-05']	[0.564, 0.464]	[0.626, 0.387]	NA	NA
JAWAVG010000002	JAWAVG010000002@4	59397	59744	False	20%	NA	III-A	4.0	['Csm2gr11_7_CAS-III-A']	[58]	['1.00e-03']	[0.845]	[0.636]	-1	NA
JAWAVG010000018	JAWAVG010000018@1	3303	4082	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['5.20e-05']	[0.462]	[0.405]	NA	NA
JAWAVG010000010	JAWAVG010000010@2	28835	29596	False	0%	NA	III-A	1.0	['Csm6_2_CAS-III']	[28]	['2.00e-43']	[0.657]	[0.967]	NA	NA
JAWAVG010000051	JAWAVG010000051@1	5265	6545	False	0%	NA	III-B	1.0	['CasR_0_CAS-III-B-III-D']	[8]	['6.80e-03']	[0.45]	[0.392]	NA	NA
JAWAVG010000003	JAWAVG010000003@1	69665	72941	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[69, 73]	['2.90e-05', '4.40e-08']	[0.609, 0.714]	[0.788, 0.559]	NA	NA
JAWAVG010000006	JAWAVG010000006@1	657	929	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.10e-06']	[0.912]	[0.703]	NA	NA
JAWAVG010000012	JAWAVG010000012@1	2529	4201	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[3, 4]	['8.80e-06', '2.80e-05']	[0.511, 0.457]	[0.482, 0.451]	NA	NA
JAWAVG010000002	JAWAVG010000002@3	48037	49005	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[52]	['2.00e-03']	[0.356]	[0.391]	NA	NA
JAWAVG010000053	JAWAVG010000053@1	9448	10002	False	25%	NA	III-F	4.0	['SSgr11_1_CAS-III-F']	[14]	['5.00e-03']	[0.314]	[0.608]	-1	NA
JAWAVG010000047	JAWAVG010000047@1	2	2506	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[1]	['3.70e-22']	[0.358]	[0.881]	-1	NA
JAWAVG010000073	JAWAVG010000073@1	2724	3833	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[5]	['3.10e-18']	[0.592]	[0.682]	NA	NA
