Contig	Start	End	Strand	Pos
JAWAVG010000001	2	268	-1	1
JAWAVG010000001	269	448	-1	2
JAWAVG010000001	493	1044	-1	3
JAWAVG010000001	1331	2197	1	4
JAWAVG010000001	2248	2766	1	5
JAWAVG010000001	2750	3238	-1	6
JAWAVG010000001	3250	4056	-1	7
JAWAVG010000001	4324	5847	-1	8
JAWAVG010000001	5933	6673	1	9
JAWAVG010000001	6734	6895	-1	10
JAWAVG010000001	6957	7601	-1	11
JAWAVG010000001	7647	8990	1	12
JAWAVG010000001	9021	9401	-1	13
JAWAVG010000001	9545	10276	-1	14
JAWAVG010000001	10363	11427	-1	15
JAWAVG010000001	11520	13229	1	16
JAWAVG010000001	13226	14488	-1	17
JAWAVG010000001	14603	16162	1	18
JAWAVG010000001	16500	17993	-1	19
JAWAVG010000001	18103	18366	1	20
JAWAVG010000001	18366	18812	1	21
JAWAVG010000001	18799	19809	1	22
JAWAVG010000001	20032	20211	1	23
JAWAVG010000001	20305	20670	1	24
JAWAVG010000001	20707	21024	1	25
JAWAVG010000001	21021	23507	-1	26
JAWAVG010000001	24120	25385	1	27
JAWAVG010000001	25360	25932	1	28
JAWAVG010000001	26234	26962	-1	29
JAWAVG010000001	27006	27641	-1	30
JAWAVG010000001	27846	29333	1	31
JAWAVG010000001	29358	29612	1	32
JAWAVG010000001	29605	30378	1	33
JAWAVG010000001	30360	31451	-1	34
JAWAVG010000001	32025	32639	-1	35
JAWAVG010000001	32615	33229	-1	36
JAWAVG010000001	33234	33599	-1	37
JAWAVG010000001	33644	34495	-1	38
JAWAVG010000001	34780	35457	1	39
JAWAVG010000001	35478	35903	-1	40
JAWAVG010000001	35927	36313	-1	41
JAWAVG010000001	36366	36683	-1	42
JAWAVG010000001	36652	36864	-1	43
JAWAVG010000001	36875	37465	-1	44
JAWAVG010000001	37524	37976	-1	45
JAWAVG010000001	38373	38648	1	46
JAWAVG010000001	38645	39448	1	47
JAWAVG010000001	39609	40115	1	48
JAWAVG010000001	40109	41224	1	49
JAWAVG010000001	41228	42913	1	50
JAWAVG010000001	43209	45380	1	51
JAWAVG010000001	45573	46370	-1	52
JAWAVG010000001	46380	46586	-1	53
JAWAVG010000001	46592	46876	-1	54
JAWAVG010000001	47080	47643	-1	55
JAWAVG010000001	47690	48811	-1	56
JAWAVG010000001	48798	49856	-1	57
JAWAVG010000001	49858	50607	-1	58
JAWAVG010000001	50661	50996	-1	59
JAWAVG010000001	51113	51532	1	60
JAWAVG010000001	51566	51862	1	61
JAWAVG010000001	52072	54552	1	62
JAWAVG010000001	54650	54895	1	63
JAWAVG010000001	54899	58252	1	64
JAWAVG010000001	58258	60912	1	65
JAWAVG010000001	60914	62143	1	66
JAWAVG010000001	62219	62518	1	67
JAWAVG010000001	62533	62964	1	68
JAWAVG010000001	62999	63442	1	69
JAWAVG010000001	63452	64318	1	70
JAWAVG010000001	64582	64944	1	71
JAWAVG010000001	64984	65439	1	72
JAWAVG010000001	65433	65837	1	73
JAWAVG010000001	65839	66075	-1	74
JAWAVG010000001	66068	66655	-1	75
JAWAVG010000001	66652	68130	-1	76
JAWAVG010000001	68305	68859	-1	77
JAWAVG010000001	68868	69305	-1	78
JAWAVG010000001	69334	70089	-1	79
JAWAVG010000001	70277	70564	1	80
JAWAVG010000001	70561	71559	1	81
JAWAVG010000001	71846	72298	1	82
JAWAVG010000001	72308	72829	1	83
JAWAVG010000001	72866	73297	1	84
JAWAVG010000001	73461	74282	-1	85
JAWAVG010000001	74334	75644	1	86
JAWAVG010000001	75651	76454	1	87
JAWAVG010000001	76366	77019	-1	88
JAWAVG010000001	77021	78382	-1	89
JAWAVG010000001	78357	79514	-1	90
JAWAVG010000001	79542	79961	-1	91
JAWAVG010000001	80040	80567	1	92
JAWAVG010000001	80696	80791	1	93
JAWAVG010000001	80778	81191	1	94
JAWAVG010000001	81252	83447	1	95
JAWAVG010000001	83454	83681	1	96
JAWAVG010000001	83810	84847	1	97
JAWAVG010000001	84854	85126	1	98
JAWAVG010000001	85134	86279	-1	99
JAWAVG010000001	86276	88006	-1	100
JAWAVG010000001	88054	89622	-1	101
JAWAVG010000001	89700	90659	1	102
JAWAVG010000001	90746	92122	1	103
JAWAVG010000001	92119	93225	-1	104
JAWAVG010000001	93299	94171	-1	105
JAWAVG010000001	94177	94848	-1	106
JAWAVG010000001	94809	95537	-1	107
JAWAVG010000001	95609	97123	1	108
JAWAVG010000001	97118	98503	-1	109
JAWAVG010000001	98613	99443	-1	110
JAWAVG010000001	99418	100371	-1	111
JAWAVG010000001	100362	101258	-1	112
JAWAVG010000001	101255	102280	-1	113
JAWAVG010000001	102284	103906	-1	114
JAWAVG010000001	104082	104999	1	115
JAWAVG010000001	105044	105919	1	116
JAWAVG010000001	105916	106830	-1	117
JAWAVG010000001	106874	107275	-1	118
JAWAVG010000001	107719	108000	1	119
JAWAVG010000001	108018	109682	1	120
JAWAVG010000001	109986	110456	1	121
JAWAVG010000001	110441	112165	1	122
JAWAVG010000001	112141	112608	1	123
JAWAVG010000001	112592	113077	1	124
JAWAVG010000001	113077	113625	1	125
JAWAVG010000001	113612	114292	1	126
JAWAVG010000001	114276	114521	1	127
JAWAVG010000001	114518	116332	1	128
JAWAVG010000001	116329	117195	1	129
JAWAVG010000001	117288	118193	1	130
JAWAVG010000001	118190	119491	1	131
JAWAVG010000001	119531	120445	1	132
JAWAVG010000001	120442	121242	1	133
JAWAVG010000001	121867	123042	1	134
JAWAVG010000001	123277	123873	1	135
JAWAVG010000002	2	211	-1	1
JAWAVG010000002	360	698	1	2
JAWAVG010000002	742	1632	1	3
JAWAVG010000002	1649	2467	1	4
JAWAVG010000002	2704	4938	1	5
JAWAVG010000002	4939	5634	1	6
JAWAVG010000002	5670	8765	1	7
JAWAVG010000002	8789	9064	1	8
JAWAVG010000002	9101	9922	1	9
JAWAVG010000002	9923	10960	-1	10
JAWAVG010000002	10948	11865	-1	11
JAWAVG010000002	11859	12584	-1	12
JAWAVG010000002	12587	13336	-1	13
JAWAVG010000002	13363	14619	-1	14
JAWAVG010000002	14914	16158	1	15
JAWAVG010000002	16214	17041	1	16
JAWAVG010000002	17077	17805	1	17
JAWAVG010000002	17781	18680	-1	18
JAWAVG010000002	18763	19113	1	19
JAWAVG010000002	19114	20088	-1	20
JAWAVG010000002	20199	20627	1	21
JAWAVG010000002	20632	20838	1	22
JAWAVG010000002	20828	22393	1	23
JAWAVG010000002	22363	23760	-1	24
JAWAVG010000002	23765	25609	-1	25
JAWAVG010000002	25616	26662	-1	26
JAWAVG010000002	26628	27089	-1	27
JAWAVG010000002	27091	27399	-1	28
JAWAVG010000002	27372	27620	-1	29
JAWAVG010000002	27613	27849	-1	30
JAWAVG010000002	27846	28175	-1	31
JAWAVG010000002	28177	29133	-1	32
JAWAVG010000002	29136	30308	-1	33
JAWAVG010000002	30314	30781	-1	34
JAWAVG010000002	30778	31215	-1	35
JAWAVG010000002	31196	31543	-1	36
JAWAVG010000002	31584	32084	-1	37
JAWAVG010000002	32146	33396	-1	38
JAWAVG010000002	33772	34158	1	39
JAWAVG010000002	34193	35452	1	40
JAWAVG010000002	35414	37075	-1	41
JAWAVG010000002	37078	38610	-1	42
JAWAVG010000002	38927	40360	1	43
JAWAVG010000002	40362	41135	-1	44
JAWAVG010000002	41132	43057	-1	45
JAWAVG010000002	43157	43654	-1	46
JAWAVG010000002	43710	44360	1	47
JAWAVG010000002	44388	46103	1	48
JAWAVG010000002	46029	46532	-1	49
JAWAVG010000002	46532	47086	-1	50
JAWAVG010000002	47052	48035	-1	51
JAWAVG010000002	48037	49005	-1	52
JAWAVG010000002	49016	50443	-1	53
JAWAVG010000002	50450	51514	-1	54
JAWAVG010000002	51742	54426	-1	55
JAWAVG010000002	54540	55940	1	56
JAWAVG010000002	56344	59400	1	57
JAWAVG010000002	59397	59744	-1	58
JAWAVG010000002	59777	60352	-1	59
JAWAVG010000002	60409	60996	1	60
JAWAVG010000002	61021	61827	1	61
JAWAVG010000002	61778	63133	-1	62
JAWAVG010000002	63154	64017	-1	63
JAWAVG010000002	64170	65591	1	64
