Contig	Start	End	Strand	Pos
DXJN01000001	140	790	1	1
DXJN01000001	787	1023	-1	2
DXJN01000001	1194	1430	1	3
DXJN01000001	1459	3117	-1	4
DXJN01000001	3977	4495	1	5
DXJN01000001	4617	5006	1	6
DXJN01000001	5445	6761	1	7
DXJN01000001	7635	8345	-1	8
DXJN01000001	8810	9073	1	9
DXJN01000001	9598	9942	-1	10
DXJN01000002	2	343	1	1
DXJN01000002	450	602	1	2
DXJN01000002	577	669	-1	3
DXJN01000002	683	790	-1	4
DXJN01000002	1304	1618	-1	5
DXJN01000002	1651	2568	-1	6
DXJN01000002	2602	3126	-1	7
DXJN01000002	3212	3427	-1	8
DXJN01000002	3453	3803	-1	9
DXJN01000002	4077	4268	-1	10
DXJN01000002	4459	5127	-1	11
DXJN01000002	5142	5708	-1	12
DXJN01000002	5998	6540	1	13
DXJN01000002	6537	6713	-1	14
DXJN01000002	6895	7107	-1	15
DXJN01000002	7109	7579	-1	16
DXJN01000002	7850	8071	-1	17
DXJN01000002	8185	8751	-1	18
DXJN01000002	9205	9744	1	19
DXJN01000002	9741	9917	-1	20
DXJN01000002	10147	10308	-1	21
DXJN01000002	10846	11469	1	22
DXJN01000002	11660	12625	-1	23
DXJN01000002	12725	13030	-1	24
DXJN01000002	13014	14207	-1	25
DXJN01000002	14288	15028	-1	26
DXJN01000002	15230	15685	1	27
DXJN01000002	15672	17366	1	28
DXJN01000002	17393	17974	1	29
DXJN01000002	17971	19746	1	30
DXJN01000002	19789	20901	1	31
DXJN01000002	20922	21674	1	32
DXJN01000002	22220	22798	1	33
DXJN01000002	22926	23324	-1	34
DXJN01000002	23333	23494	-1	35
DXJN01000002	23620	24000	1	36
DXJN01000002	24250	24870	1	37
DXJN01000002	24931	25107	-1	38
DXJN01000002	25205	25561	1	39
DXJN01000002	25805	26101	1	40
DXJN01000002	26158	26739	-1	41
DXJN01000002	26863	29982	-1	42
DXJN01000002	30734	33055	1	43
DXJN01000002	33061	34434	1	44
DXJN01000002	34471	35772	-1	45
DXJN01000002	35785	37404	-1	46
DXJN01000002	37853	38473	1	47
DXJN01000002	38857	39117	1	48
DXJN01000002	39222	39737	1	49
DXJN01000002	39825	40046	-1	50
DXJN01000002	40447	40707	1	51
DXJN01000002	40694	41308	-1	52
DXJN01000002	41384	41611	1	53
DXJN01000002	41598	42041	-1	54
DXJN01000002	42061	42909	-1	55
DXJN01000002	42911	43006	-1	56
DXJN01000003	3	218	-1	1
DXJN01000003	184	528	-1	2
DXJN01000003	576	1337	-1	3
DXJN01000003	1334	1843	-1	4
DXJN01000003	1876	2106	-1	5
DXJN01000003	2124	2375	-1	6
DXJN01000003	2672	3694	-1	7
DXJN01000004	3	695	-1	1
DXJN01000004	688	1746	-1	2
DXJN01000004	1763	2782	-1	3
DXJN01000004	2779	3036	-1	4
DXJN01000004	3230	5236	-1	5
DXJN01000004	5247	6197	-1	6
DXJN01000004	6200	6802	-1	7
DXJN01000004	7043	7270	-1	8
DXJN01000004	7480	8604	-1	9
DXJN01000004	8945	10006	-1	10
DXJN01000004	10120	10824	-1	11
DXJN01000004	10947	12185	-1	12
DXJN01000004	12223	12615	-1	13
DXJN01000004	12956	13204	-1	14
DXJN01000004	13434	13811	-1	15
DXJN01000004	13975	16791	-1	16
DXJN01000004	16931	17362	1	17
DXJN01000004	17384	18547	-1	18
DXJN01000004	18679	19587	-1	19
DXJN01000004	19662	21623	-1	20
DXJN01000004	21652	22206	-1	21
DXJN01000004	22259	22594	-1	22
DXJN01000004	22761	23273	1	23
DXJN01000004	23546	24118	-1	24
DXJN01000004	24269	25711	1	25
DXJN01000004	25765	26058	-1	26
DXJN01000004	26176	27903	-1	27
DXJN01000004	28114	28962	1	28
DXJN01000004	29081	29599	1	29
DXJN01000004	29631	30026	-1	30
DXJN01000004	30417	31946	1	31
DXJN01000004	32002	33399	-1	32
DXJN01000004	33495	35897	-1	33
DXJN01000004	36043	36915	1	34
DXJN01000004	36908	38014	-1	35
DXJN01000004	38051	39103	-1	36
DXJN01000004	39271	39570	-1	37
DXJN01000004	39584	39928	-1	38
DXJN01000004	39940	40302	-1	39
DXJN01000004	40325	41374	-1	40
DXJN01000004	41393	41626	-1	41
DXJN01000004	42022	43347	1	42
DXJN01000004	43353	44657	1	43
DXJN01000004	44944	45450	1	44
DXJN01000004	45469	46341	1	45
DXJN01000004	46696	47502	1	46
DXJN01000004	47545	48096	-1	47
DXJN01000004	48262	48504	1	48
DXJN01000004	48499	49302	-1	49
DXJN01000004	49559	50188	1	50
DXJN01000004	50208	50471	-1	51
DXJN01000004	50638	51837	-1	52
DXJN01000004	52090	52566	-1	53
DXJN01000004	52684	54849	1	54
DXJN01000004	54892	55956	1	55
DXJN01000004	55980	56792	-1	56
DXJN01000004	56939	58123	1	57
DXJN01000004	58189	58464	1	58
DXJN01000004	58627	59610	1	59
DXJN01000004	59688	60182	-1	60
DXJN01000004	60183	61412	-1	61
DXJN01000004	61361	62398	-1	62
DXJN01000004	62400	64568	-1	63
DXJN01000004	64782	65891	1	64
DXJN01000004	66512	67225	1	65
DXJN01000004	67639	67902	1	66
DXJN01000004	67952	68578	-1	67
DXJN01000004	68909	69223	1	68
DXJN01000004	69365	72910	1	69
DXJN01000004	72955	73581	1	70
DXJN01000004	73606	75267	-1	71
DXJN01000004	75381	76121	1	72
DXJN01000004	76152	76643	-1	73
DXJN01000004	76802	77392	-1	74
DXJN01000004	77530	78168	-1	75
DXJN01000004	78315	79595	1	76
DXJN01000004	79629	81092	-1	77
DXJN01000004	81216	83024	-1	78
DXJN01000004	83327	84130	1	79
DXJN01000004	84239	85180	-1	80
DXJN01000004	85416	86381	-1	81
DXJN01000004	86560	87120	-1	82
DXJN01000004	87181	88140	-1	83
DXJN01000004	88235	89737	1	84
DXJN01000004	89758	90660	-1	85
DXJN01000004	90699	91385	-1	86
DXJN01000004	91375	91791	-1	87
DXJN01000004	92038	92643	1	88
DXJN01000004	92752	93501	1	89
DXJN01000004	93560	94078	1	90
DXJN01000004	94315	97227	1	91
DXJN01000004	97360	97641	1	92
DXJN01000004	97830	98534	1	93
DXJN01000004	98799	99848	1	94
DXJN01000004	100048	101088	1	95
DXJN01000004	101108	101683	1	96
DXJN01000004	101738	102784	1	97
DXJN01000004	103101	104081	1	98
DXJN01000004	104223	104489	1	99
DXJN01000004	104565	105122	-1	100
DXJN01000004	105232	106110	-1	101
DXJN01000004	106129	106641	-1	102
DXJN01000004	106676	107599	-1	103
DXJN01000004	107748	107912	1	104
DXJN01000004	107936	108733	1	105
DXJN01000004	108922	110136	1	106
DXJN01000004	110162	111139	1	107
DXJN01000004	111177	113258	-1	108
DXJN01000004	113334	114704	-1	109
DXJN01000004	114761	115930	-1	110
DXJN01000004	115975	116862	-1	111
DXJN01000004	117178	117984	1	112
DXJN01000005	3	3110	1	1
DXJN01000005	3189	3638	1	2
DXJN01000005	3699	3908	-1	3
DXJN01000005	4299	5681	-1	4
DXJN01000005	5905	6060	1	5
DXJN01000005	6057	6428	-1	6
DXJN01000005	6528	7070	-1	7
DXJN01000005	7224	7877	-1	8
DXJN01000005	7971	9251	1	9
DXJN01000005	9248	9943	-1	10
DXJN01000005	9936	10799	-1	11
DXJN01000005	10805	11446	-1	12
DXJN01000005	11615	11980	-1	13
DXJN01000005	11997	12155	-1	14
DXJN01000005	12428	13789	-1	15
DXJN01000005	13923	15305	-1	16
DXJN01000005	15459	16430	-1	17
DXJN01000005	16525	17235	-1	18
DXJN01000005	17364	18443	-1	19
DXJN01000005	18602	18988	1	20
DXJN01000005	18997	20262	-1	21
DXJN01000005	20318	20665	-1	22
DXJN01000005	20634	21434	-1	23
DXJN01000005	21596	22249	1	24
DXJN01000005	22306	24402	-1	25
DXJN01000005	24621	24914	-1	26
DXJN01000005	25037	26194	-1	27
DXJN01000005	26247	27467	-1	28
DXJN01000005	27590	27964	-1	29
DXJN01000005	28268	30061	1	30
DXJN01000005	30079	31293	1	31
DXJN01000005	31259	33130	-1	32
DXJN01000005	33336	34772	-1	33
DXJN01000005	34775	36115	-1	34
DXJN01000005	36188	36583	-1	35
DXJN01000005	36619	37716	-1	36
DXJN01000005	37917	38810	1	37
DXJN01000005	38803	39414	1	38
DXJN01000005	39505	40461	-1	39
DXJN01000005	40714	40872	-1	40
DXJN01000005	41006	41221	-1	41
DXJN01000005	41409	44381	1	42
DXJN01000005	44409	45071	1	43
DXJN01000005	45355	45765	1	44
DXJN01000005	45822	46136	-1	45
DXJN01000005	46195	46953	-1	46
DXJN01000005	47294	47791	-1	47
DXJN01000005	48288	48530	-1	48
DXJN01000005	48719	51208	1	49
DXJN01000005	51224	51514	-1	50
DXJN01000005	51587	52594	-1	51
DXJN01000005	52816	53418	-1	52
DXJN01000005	53515	54702	-1	53
DXJN01000005	54790	55770	-1	54
DXJN01000005	56044	56814	1	55
DXJN01000005	56831	58081	-1	56
DXJN01000005	58446	58625	1	57
DXJN01000005	58856	59899	1	58
DXJN01000005	59971	60966	-1	59
DXJN01000005	61083	62609	1	60
DXJN01000005	62629	63933	-1	61
DXJN01000005	64109	64867	-1	62
DXJN01000005	65011	66009	1	63
DXJN01000005	66062	66589	-1	64
DXJN01000005	66793	67740	1	65
DXJN01000005	67844	68689	-1	66
DXJN01000005	68849	69772	1	67
DXJN01000005	69818	71527	-1	68
DXJN01000005	71535	74297	-1	69
