Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	DXJN01000005_65	316	284	0.003	14.9	66793	67740	DXJN01000005	65	0.08227848101265822	0.09154929577464789	1
AbiEii_0_CAS-III	DXJN01000007_54	1485	284	6.3e-05	20.5	74999	79453	DXJN01000007	54	0.15016835016835017	0.4964788732394366	-1
AbiEii_0_CAS-III	DXJN01000011_18	748	284	0.0006	17.3	16768	19011	DXJN01000011	18	0.053475935828877004	0.07394366197183098	1
AbiEii_0_CAS-III	DXJN01000017_6	247	284	0.0019	15.6	12254	12994	DXJN01000017	6	0.2591093117408907	0.21830985915492956	1
AbiEii_0_CAS-III	DXJN01000017_7	235	284	4.7e-08	30.7	12987	13691	DXJN01000017	7	0.451063829787234	0.352112676056338	1
AbiEii_0_CAS-III	DXJN01000017_92	1158	284	9.9e-06	23.1	91191	94664	DXJN01000017	92	0.16839378238341968	0.5	1
AbiEii_0_CAS-III	DXJN01000024_146	364	284	3.5e-06	24.6	136930	138021	DXJN01000024	146	0.3076923076923077	0.39436619718309857	-1
AbiEii_0_CAS-III	DXJN01000024_39	266	284	0.0001	19.8	40869	41666	DXJN01000024	39	0.3007518796992481	0.2711267605633803	1
AbiEii_0_CAS-III	DXJN01000025_111	255	284	0.0025	15.2	126215	126979	DXJN01000025	111	0.27058823529411763	0.2323943661971831	-1
AbiEii_0_CAS-III	DXJN01000025_112	259	284	0.0021	15.5	126996	127772	DXJN01000025	112	0.2277992277992278	0.20422535211267606	-1
AbiEii_0_CAS-III	DXJN01000025_48	243	284	1.5e-08	32.3	55450	56178	DXJN01000025	48	0.3292181069958848	0.2676056338028169	-1
AbiEii_0_CAS-III	DXJN01000025_59	374	284	5.7e-05	20.6	67024	68145	DXJN01000025	59	0.3449197860962567	0.43309859154929575	1
AbiEii_0_CAS-III	DXJN01000025_99	316	284	7e-08	30.2	114780	115727	DXJN01000025	99	0.3322784810126582	0.352112676056338	-1
AbiEii_0_CAS-III	DXJN01000029_124	877	284	1.4e-06	25.9	126435	129065	DXJN01000029	124	0.12314709236031927	0.3591549295774648	-1
AbiEii_0_CAS-III	DXJN01000029_44	316	284	6.5e-05	20.4	49388	50335	DXJN01000029	44	0.2974683544303797	0.31690140845070425	1
AbiEii_0_CAS-III	DXJN01000031_5	616	284	0.0027	15.1	2379	4226	DXJN01000031	5	0.32305194805194803	0.4225352112676056	1
AbiEii_0_CAS-III	DXJN01000033_33	821	284	1.6e-09	35.6	27122	29584	DXJN01000033	33	0.11327649208282582	0.30985915492957744	1
AbiEii_0_CAS-III	DXJN01000038_10	181	284	0.034	11.5	10361	10903	DXJN01000038	10	0.19337016574585636	0.1267605633802817	-1
AbiEii_0_CAS-III	DXJN01000038_20	162	284	1.8e-06	25.5	23069	23554	DXJN01000038	20	0.2839506172839506	0.15492957746478872	1
AbiEii_0_CAS-III	DXJN01000041_4	442	284	3.4e-06	24.6	2710	4035	DXJN01000041	4	0.17194570135746606	0.2746478873239437	-1
AbiEii_0_CAS-III	DXJN01000041_6	340	284	1.8e-06	25.5	5026	6045	DXJN01000041	6	0.23529411764705882	0.2711267605633803	-1
AbiEii_0_CAS-III	DXJN01000043_4	198	284	0.03	11.7	3667	4260	DXJN01000043	4	0.11616161616161616	0.07746478873239436	1
AbiEii_0_CAS-III	DXJN01000047_172	308	284	9.6e-07	26.4	193135	194058	DXJN01000047	172	0.45454545454545453	0.4859154929577465	-1
AbiEii_0_CAS-III	DXJN01000047_231	328	284	7.7e-06	23.5	265330	266313	DXJN01000047	231	0.39939024390243905	0.45422535211267606	1
AbiEii_0_CAS-III	DXJN01000049_24	258	284	2.9e-06	24.9	18981	19754	DXJN01000049	24	0.26356589147286824	0.22535211267605634	1
AbiEii_0_CAS-III	DXJN01000049_29	742	284	0.00037	17.9	23798	26023	DXJN01000049	29	0.05256064690026954	0.07042253521126761	-1
AbiEii_0_CAS-III	DXJN01000049_42	324	284	1.8e-10	38.6	40355	41326	DXJN01000049	42	0.4567901234567901	0.49295774647887325	1
AbiEii_0_CAS-III	DXJN01000050_26	321	284	0.00074	16.9	25005	25967	DXJN01000050	26	0.24610591900311526	0.2746478873239437	1
AbiEii_0_CAS-III	DXJN01000051_71	231	284	0.00029	18.3	73223	73915	DXJN01000051	71	0.7792207792207793	0.6936619718309859	1
AbiEii_0_CAS-III	DXJN01000051_77	177	284	0.0023	15.4	81661	82191	DXJN01000051	77	0.519774011299435	0.3345070422535211	-1
AbiEii_0_CAS-III	DXJN01000051_98	776	284	9.4e-05	19.9	97505	99832	DXJN01000051	98	0.055412371134020616	0.07746478873239436	1
AbiEii_0_CAS-III	DXJN01000052_11	320	284	2.3e-06	25.2	9611	10570	DXJN01000052	11	0.303125	0.3345070422535211	1
AbiEii_0_CAS-III	DXJN01000052_27	268	284	3.4e-08	31.2	25942	26745	DXJN01000052	27	0.40298507462686567	0.36619718309859156	1
AbiEii_0_CAS-III	DXJN01000052_69	331	284	0.0014	16.0	67082	68074	DXJN01000052	69	0.3685800604229607	0.3908450704225352	1
AbiEii_0_CAS-III	DXJN01000056_28	242	284	0.0016	15.8	20372	21097	DXJN01000056	28	0.3925619834710744	0.31338028169014087	-1
AbiEii_0_CAS-III	DXJN01000056_53	253	284	0.00023	18.6	49126	49884	DXJN01000056	53	0.36363636363636365	0.30985915492957744	-1
AbiEii_0_CAS-III	DXJN01000064_16	293	284	5.3e-05	20.7	13161	14039	DXJN01000064	16	0.6040955631399317	0.6619718309859155	-1
AbiEii_0_CAS-III	DXJN01000064_17	279	284	0.00033	18.1	14052	14888	DXJN01000064	17	0.25448028673835127	0.24295774647887325	-1
AbiEii_0_CAS-III	DXJN01000064_73	407	284	0.0005	17.5	68372	69592	DXJN01000064	73	0.07862407862407862	0.10915492957746478	-1
AbiEii_0_CAS-III	DXJN01000071_15	824	284	1.2e-05	22.9	9500	11971	DXJN01000071	15	0.05218446601941747	0.1443661971830986	1
AbiEii_0_CAS-III	DXJN01000071_38	654	284	3.3e-05	21.4	42385	44346	DXJN01000071	38	0.06116207951070336	0.13732394366197184	1
AbiEii_1_CAS-III-A	DXJN01000006_4	699	335	0.0005	17.1	3344	5440	DXJN01000006	4	0.26895565092989987	0.5402985074626866	-1
AbiEii_1_CAS-III-A	DXJN01000017_7	235	335	0.00075	16.5	12987	13691	DXJN01000017	7	0.23404255319148937	0.16417910447761194	1
AbiEii_1_CAS-III-A	DXJN01000045_9	627	335	1.1e-06	25.9	8001	9881	DXJN01000045	9	0.1291866028708134	0.23283582089552238	-1
AbiEii_1_CAS-III-A	DXJN01000049_24	258	335	0.029	11.3	18981	19754	DXJN01000049	24	0.2751937984496124	0.21791044776119403	1
AbiEii_1_CAS-III-A	DXJN01000071_38	654	335	1.6e-05	22.0	42385	44346	DXJN01000071	38	0.14984709480122324	0.28955223880597014	1
AbiEii_2_CAS-III-C	DXJN01000006_4	699	440	1.6e-05	22.1	3344	5440	DXJN01000006	4	0.17453505007153075	0.26136363636363635	-1
AbiEii_2_CAS-III-C	DXJN01000025_59	374	440	8.4e-14	49.4	67024	68145	DXJN01000025	59	0.37967914438502676	0.32045454545454544	1
AbiEii_2_CAS-III-C	DXJN01000071_38	654	440	6.1e-07	26.8	42385	44346	DXJN01000071	38	0.09327217125382263	0.1431818181818182	1
Can2_Card1_17_CAS-III	DXJN01000048_10	218	380	0.009	12.5	12639	13292	DXJN01000048	10	0.25688073394495414	0.14473684210526316	1
Can2_Card1_17_CAS-III	DXJN01000071_32	262	380	0.00014	18.4	32147	32932	DXJN01000071	32	0.3702290076335878	0.23684210526315788	-1
Cas10-like_2_IVC	DXJN01000047_90	239	578	0.0042	13.2	91875	92591	DXJN01000047	90	0.49372384937238495	0.19377162629757785	1
Cas10_0_CAS-III	DXJN01000023_1	917	511	5.6e-13	46.3	1630	4380	DXJN01000023	1	0.44601962922573607	0.6692759295499021	1
Cas10_0_III	DXJN01000023_1	917	414	1.5e-06	25.3	1630	4380	DXJN01000023	1	0.1504907306434024	0.35990338164251207	1
Cas10_0_IIIA	DXJN01000023_1	917	650	2.6e-113	377.8	1630	4380	DXJN01000023	1	0.8833151581243184	0.9969230769230769	1
Cas10_0_IIIB	DXJN01000020_16	665	510	0.0027	14.3	12146	14140	DXJN01000020	16	0.43609022556390975	0.492156862745098	-1
Cas10_0_IIIB	DXJN01000023_1	917	510	1.4e-07	28.5	1630	4380	DXJN01000023	1	0.2039258451472192	0.35490196078431374	1
Cas10_0_IIIB	DXJN01000064_96	596	510	0.006	13.2	89946	91733	DXJN01000064	96	0.2063758389261745	0.24313725490196078	-1
Cas10_1_CAS-III	DXJN01000017_81	199	654	2.9e-05	20.6	82208	82804	DXJN01000017	81	0.39195979899497485	0.1162079510703364	-1
Cas10_1_CAS-III	DXJN01000023_1	917	654	2.8e-136	453.5	1630	4380	DXJN01000023	1	0.8091603053435115	0.9969418960244648	1
Cas10_1_CAS-III	DXJN01000055_8	157	654	8.9	2.5	9442	9912	DXJN01000055	8	0.4585987261146497	0.07951070336391437	-1
Cas10_1_CAS-III	DXJN01000056_149	268	654	5.2e-05	19.8	145042	145845	DXJN01000056	149	0.6194029850746269	0.23853211009174313	-1
Cas10_1_CAS-III	DXJN01000056_59	197	654	0.014	11.7	54181	54771	DXJN01000056	59	0.43147208121827413	0.12538226299694188	1
