Contig	Start	End	Strand	Pos
CP070761	3	155	-1	1
CP070761	171	1370	-1	2
CP070761	1471	3732	-1	3
CP070761	3729	5888	-1	4
CP070761	5890	7143	-1	5
CP070761	7157	8023	-1	6
CP070761	8025	8567	-1	7
CP070761	8686	8877	-1	8
CP070761	8904	9203	-1	9
CP070761	9196	9807	-1	10
CP070761	9800	11179	-1	11
CP070761	11294	12046	-1	12
CP070761	12060	12527	-1	13
CP070761	12494	12823	-1	14
CP070761	12876	13307	-1	15
CP070761	13344	13640	-1	16
CP070761	13637	14410	-1	17
CP070761	14403	15044	-1	18
CP070761	15079	15225	1	19
CP070761	15222	16481	1	20
CP070761	16493	18193	-1	21
CP070761	18291	19268	1	22
CP070761	19293	20672	1	23
CP070761	21342	22124	1	24
CP070761	22140	22499	-1	25
CP070761	22684	22947	1	26
CP070761	23036	24517	1	27
CP070761	24540	24782	-1	28
CP070761	24779	26134	-1	29
CP070761	26175	26636	-1	30
CP070761	26755	27384	-1	31
CP070761	27387	28376	-1	32
CP070761	28528	28755	1	33
CP070761	28781	30802	-1	34
CP070761	30988	31236	1	35
CP070761	31386	32000	-1	36
CP070761	32141	33649	-1	37
CP070761	33658	34821	-1	38
CP070761	34821	36497	-1	39
CP070761	36613	37191	-1	40
CP070761	37205	38125	-1	41
CP070761	38122	39069	-1	42
CP070761	39201	40496	-1	43
CP070761	40525	41262	-1	44
CP070761	41390	42160	1	45
CP070761	42185	43231	1	46
CP070761	43228	43653	-1	47
CP070761	43656	44192	-1	48
CP070761	44355	44921	1	49
CP070761	45200	46255	1	50
CP070761	46252	48507	-1	51
CP070761	48530	50614	-1	52
CP070761	50725	51279	-1	53
CP070761	51493	52446	1	54
CP070761	52449	53666	1	55
CP070761	53629	54459	-1	56
CP070761	54476	54760	-1	57
CP070761	54780	55973	-1	58
CP070761	56465	56773	1	59
CP070761	56872	57837	1	60
CP070761	57834	59099	-1	61
CP070761	59186	59815	-1	62
CP070761	59963	60271	1	63
CP070761	60268	61296	1	64
CP070761	61293	62264	1	65
CP070761	62264	63214	1	66
CP070761	63220	64020	1	67
CP070761	64310	65230	1	68
CP070761	65274	66626	-1	69
CP070761	66707	67243	-1	70
CP070761	67264	67860	-1	71
CP070761	68051	68785	1	72
CP070761	68782	69192	-1	73
CP070761	69225	69815	-1	74
CP070761	69934	71598	-1	75
CP070761	71610	73118	-1	76
CP070761	73291	81069	-1	77
CP070761	81266	81862	-1	78
CP070761	82085	82501	-1	79
CP070761	82543	82683	1	80
CP070761	82770	84458	1	81
CP070761	84448	84699	-1	82
CP070761	84703	85692	-1	83
CP070761	85703	86431	-1	84
CP070761	86406	87308	-1	85
CP070761	87356	88060	-1	86
CP070761	88047	89621	-1	87
CP070761	89614	91818	-1	88
CP070761	91815	94139	-1	89
CP070761	94126	94401	-1	90
CP070761	94376	94984	-1	91
CP070761	94986	96962	-1	92
CP070761	96959	97579	-1	93
CP070761	97576	97911	-1	94
CP070761	98367	101144	1	95
CP070761	101156	102049	1	96
CP070761	102148	102939	-1	97
CP070761	103048	104082	1	98
CP070761	104166	105044	1	99
CP070761	105181	105930	-1	100
CP070761	106104	106874	-1	101
CP070761	107179	107607	1	102
CP070761	107650	108168	-1	103
CP070761	108249	108791	-1	104
CP070761	108835	109425	-1	105
CP070761	109548	110141	1	106
CP070761	110236	111240	-1	107
