Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
BPTN01000508	BPTN01000508@1	852	1127	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['3.50e-04']	[0.783]	[0.542]	NA	NA
BPTN01000116	BPTN01000116@1	2775	3500	False	0%	NA	III-A	1.0	['Csm6_6_CAS-III']	[4]	['6.20e-03']	[0.347]	[0.559]	NA	NA
BPTN01000051	BPTN01000051@1	1735	3822	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[2]	['1.90e-14']	[0.464]	[0.352]	NA	NA
BPTN01000069	BPTN01000069@1	8773	10563	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[8]	['4.00e-14']	[0.595]	[0.529]	1	NA
BPTN01000049	BPTN01000049@2	11386	12615	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[11]	['1.10e-13']	[0.578]	[0.309]	NA	NA
BPTN01000068	BPTN01000068@1	3701	4453	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['1.20e-05']	[0.534]	[0.458]	NA	NA
BPTN01000223	BPTN01000223@1	431	961	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3]	['3.00e-17']	[0.921]	[0.988]	NA	NA
BPTN01000282	BPTN01000282@1	1021	1773	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[3]	['1.00e-03']	[0.665]	[0.616]	NA	NA
BPTN01000393	BPTN01000393@1	2	1045	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['3.50e-05']	[0.339]	[0.423]	NA	NA
BPTN01000297	BPTN01000297@1	1925	2854	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[4]	['1.10e-07']	[0.413]	[0.447]	NA	NA
BPTN01000022	BPTN01000022@1	3316	3723	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[7]	['8.60e-08']	[0.647]	[0.404]	NA	NA
BPTN01000432	BPTN01000432@1	728	1390	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['1.90e-13']	[0.62]	[0.661]	NA	NA
BPTN01000109	BPTN01000109@1	2188	2967	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['1.60e-07']	[0.415]	[0.356]	NA	NA
BPTN01000172	BPTN01000172@1	905	2326	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[1]	['9.80e-04']	[0.466]	[0.33]	NA	NA
BPTN01000279	BPTN01000279@1	2	412	False	17%	NA	III-D	4.0	['Csm2gr11_4_CAS-III-D']	[1]	['5.20e-03']	[0.453]	[0.485]	-1	NA
BPTN01000194	BPTN01000194@1	3553	4542	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[7]	['2.60e-08']	[0.385]	[0.444]	NA	NA
BPTN01000004	BPTN01000004@1	15402	16187	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[19]	['1.40e-03']	[0.332]	[0.399]	NA	NA
BPTN01000048	BPTN01000048@1	9893	11686	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[11]	['2.60e-07']	[0.333]	[0.449]	NA	NA
BPTN01000149	BPTN01000149@1	3755	4489	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['6.30e-06']	[0.457]	[0.384]	NA	NA
BPTN01000052	BPTN01000052@1	11201	12055	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[10]	['2.50e-10']	[0.519]	[0.493]	NA	NA
BPTN01000395	BPTN01000395@1	798	1511	False	14%	0%	I-A	4.0	['Csa5gr11_1_CAS-I-A']	[2]	['4.20e-03']	[0.479]	[0.63]	-1	NA
BPTN01000055	BPTN01000055@1	6289	8211	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[9]	['4.20e-05']	[0.353]	[0.461]	NA	NA
