Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	MNVE01000002_147	317	284	6.9e-07	25.2	137371	138321	MNVE01000002	147	0.3312302839116719	0.3485915492957746	-1
AbiEii_0_CAS-III	MNVE01000002_15	1144	284	2.2e-07	26.9	12478	15909	MNVE01000002	15	0.23076923076923078	0.6514084507042254	1
AbiEii_0_CAS-III	MNVE01000003_27	934	284	0.00021	17.0	28046	30847	MNVE01000003	27	0.07173447537473233	0.1443661971830986	1
AbiEii_0_CAS-III	MNVE01000003_75	239	284	0.0031	13.2	84740	85456	MNVE01000003	75	0.38493723849372385	0.31690140845070425	-1
AbiEii_0_CAS-III	MNVE01000009_185	518	284	3.9e-05	19.5	178802	180355	MNVE01000009	185	0.3166023166023166	0.40492957746478875	1
AbiEii_0_CAS-III	MNVE01000012_5	233	284	0.00026	16.8	6321	7019	MNVE01000012	5	0.4334763948497854	0.35563380281690143	-1
AbiEii_0_CAS-III	MNVE01000016_141	243	284	2.6e-06	23.3	129413	130141	MNVE01000016	141	0.2674897119341564	0.22887323943661972	-1
Can2_Card1_17_CAS-III	MNVE01000011_5	226	380	1.5e-06	23.2	1590	2267	MNVE01000011	5	0.4557522123893805	0.26052631578947366	1
Cas10_5_CAS-III	MNVE01000004_50	378	838	0.0013	13.1	35456	36589	MNVE01000004	50	0.1455026455026455	0.05608591885441527	1
Cas11_3_IVC	MNVE01000015_34	252	116	0.0035	13.6	39460	40215	MNVE01000015	34	0.32142857142857145	0.6551724137931034	-1
Cas11b_1_CAS-I-B	MNVE01000003_64	95	162	0.0018	14.3	77927	78211	MNVE01000003	64	0.6	0.345679012345679	1
Cas11b_2_CAS-I-B	MNVE01000002_117	188	100	0.0087	12.3	108831	109394	MNVE01000002	117	0.4148936170212766	0.71	-1
Cas12f1_0_CAS-V-F	MNVE01000014_37	543	512	1.6e-09	33.2	32527	34155	MNVE01000014	37	0.714548802946593	0.603515625	1
Cas12f1_0_CAS-V-F	MNVE01000016_206	387	512	1.1e-07	27.2	197832	198992	MNVE01000016	206	0.5968992248062015	0.49609375	-1
Cas12f1_1_CAS-V-F	MNVE01000014_37	543	557	3.6e-172	569.9	32527	34155	MNVE01000014	37	0.992633517495396	0.9946140035906643	1
Cas12f1_1_CAS-V-F	MNVE01000016_206	387	557	4.2e-14	48.1	197832	198992	MNVE01000016	206	0.5348837209302325	0.40754039497307004	-1
Cas12f1_2_CAS-V-F	MNVE01000014_37	543	429	3.9000000000000004e-28	94.7	32527	34155	MNVE01000014	37	0.6224677716390423	0.7692307692307693	1
