Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JAADEF010000003_8	233	284	2.8e-06	22.4	5987	6685	JAADEF010000003	8	0.49356223175965663	0.3908450704225352	-1
AbiEii_0_CAS-III	JAADEF010000010_8	300	284	0.00011	17.2	5393	6292	JAADEF010000010	8	0.17666666666666667	0.18661971830985916	1
AbiEii_0_CAS-III	JAADEF010000025_4	711	284	2.5e-05	19.3	1122	3254	JAADEF010000025	4	0.05485232067510549	0.07042253521126761	-1
AbiEii_0_CAS-III	JAADEF010000048_2	226	284	1.3e-06	23.5	362	1039	JAADEF010000048	2	0.6637168141592921	0.4964788732394366	-1
AbiEii_1_CAS-III-A	JAADEF010000004_3	112	335	0.027	8.9	1368	1703	JAADEF010000004	3	0.8482142857142857	0.27761194029850744	1
AbiEii_2_CAS-III-C	JAADEF010000088_17	647	440	0.00039	15.1	13920	15860	JAADEF010000088	17	0.125193199381762	0.17727272727272728	1
Cas11_1_IVC	JAADEF010000010_14	320	120	0.0056	12.2	8831	9790	JAADEF010000010	14	0.365625	0.725	1
Cas11_1_IVC	JAADEF010000035_3	71	120	0.00069	15.1	2044	2256	JAADEF010000035	3	0.4647887323943662	0.275	1
Cas11b_0_CAS-I-B	JAADEF010000003_7	575	170	0.11	7.6	4273	5997	JAADEF010000003	7	0.22956521739130434	0.5529411764705883	1
Cas12a_M13_0_V-A	JAADEF010000022_6	282	1237	0.00039	13.4	3904	4749	JAADEF010000022	6	0.4078014184397163	0.09377526273241714	1
Cas12f1_2_CAS-V-F	JAADEF010000043_10	56	429	0.084	7.1	5814	5981	JAADEF010000043	10	0.5	0.06526806526806526	-1
Cas12f2_0_CAS-V-F	JAADEF010000009_2	83	517	0.00033	14.7	984	1232	JAADEF010000009	2	0.4578313253012048	0.06769825918762089	1
Cas12f2_1_CAS-V-F	JAADEF010000043_10	56	422	0.00082	13.8	5814	5981	JAADEF010000043	10	0.8928571428571429	0.11137440758293839	-1
Cas12f2_2_CAS-V-F	JAADEF010000043_10	56	493	0.013	9.4	5814	5981	JAADEF010000043	10	0.8035714285714286	0.060851926977687626	-1
Cas12j_0_V-J	JAADEF010000043_10	56	758	0.1	5.8	5814	5981	JAADEF010000043	10	0.75	0.05013192612137203	-1
Cas3HD_0_CAS-I	JAADEF010000038_8	249	203	0.0075	11.4	4372	5118	JAADEF010000038	8	0.4457831325301205	0.3251231527093596	-1
Cas3_0_CAS-I	JAADEF010000011_2	752	353	6.7e-16	53.6	586	2841	JAADEF010000011	2	0.38430851063829785	0.7875354107648725	1
Cas3_0_CAS-I	JAADEF010000055_6	322	353	0.0013	13.2	3374	4339	JAADEF010000055	6	0.40993788819875776	0.38243626062322944	-1
Cas3_0_CAS-I	JAADEF010000074_1	869	353	2.9e-15	51.5	14	2620	JAADEF010000074	1	0.41657077100115075	0.9830028328611898	-1
Cas3_0_I	JAADEF010000011_2	752	358	1.1e-14	49.6	586	2841	JAADEF010000011	2	0.4920212765957447	0.8994413407821229	1
Cas3_0_I	JAADEF010000074_1	869	358	1.7e-15	52.3	14	2620	JAADEF010000074	1	0.39010356731875717	0.9217877094972067	-1
Cas3_0_ID	JAADEF010000074_1	869	357	9.2e-09	30.1	14	2620	JAADEF010000074	1	0.38434982738780205	0.9747899159663865	-1
Cas3_0_IU	JAADEF010000011_2	752	864	0.0019	11.5	586	2841	JAADEF010000011	2	0.24069148936170212	0.22685185185185186	1
Cas3_0_IU	JAADEF010000074_1	869	864	0.002	11.4	14	2620	JAADEF010000074	1	0.15074798619102417	0.13425925925925927	-1
Cas3_1_CAS-I	JAADEF010000037_10	47	745	0.0013	12.4	9133	9273	JAADEF010000037	10	0.7021276595744681	0.04697986577181208	1
Cas3_1_CAS-I-D	JAADEF010000074_1	869	353	1.1e-09	33.1	14	2620	JAADEF010000074	1	0.2474108170310702	0.6147308781869688	-1
Cas3d_1_CAS-I-D	JAADEF010000037_10	47	627	0.0035	10.9	9133	9273	JAADEF010000037	10	0.7021276595744681	0.049441786283891544	1
Cas4_0_CAS-I-II-III-IV-V-VI	JAADEF010000035_1	151	179	1.1e-19	66.6	3	455	JAADEF010000035	1	0.8741721854304636	0.7262569832402235	1
Cas4_0_I-II	JAADEF010000035_1	151	180	1.4e-20	69.2	3	455	JAADEF010000035	1	0.8940397350993378	0.7333333333333333	1
Cas4_0_I-II-V	JAADEF010000035_1	151	177	2.6e-16	55.5	3	455	JAADEF010000035	1	0.8741721854304636	0.7231638418079096	1
Cas4_0_I-II-V	JAADEF010000058_3	112	177	0.0011	14.4	1361	1696	JAADEF010000058	3	0.5	0.3502824858757062	-1
Cas4_3_CAS-I-II-III-IV-V-VI	JAADEF010000035_1	151	197	2.9e-14	48.9	3	455	JAADEF010000035	1	0.8940397350993378	0.6954314720812182	1
Cas4_5_CAS-I-II-III-IV-V-VI	JAADEF010000035_1	151	161	4.6e-15	51.5	3	455	JAADEF010000035	1	0.8344370860927153	0.7018633540372671	1
Cas6f_2_CAS-I-II-III-IV-V-VI	JAADEF010000070_3	177	185	0.004	12.7	1459	1989	JAADEF010000070	3	0.23163841807909605	0.22702702702702704	1
Cas8b1_4_CAS-I-B	JAADEF010000069_12	79	683	2.6e-05	18.1	7043	7279	JAADEF010000069	12	0.8227848101265823	0.0951683748169839	1
