Contig	Start	End	Strand	Pos
SYJR01000001	3	578	1	1
SYJR01000001	603	1118	1	2
SYJR01000001	1155	2090	-1	3
SYJR01000001	2199	3092	1	4
SYJR01000001	3102	3842	1	5
SYJR01000001	3835	4650	1	6
SYJR01000001	4643	4951	1	7
SYJR01000002	3	194	1	1
SYJR01000002	348	941	1	2
SYJR01000002	938	1462	1	3
SYJR01000002	1454	2227	-1	4
SYJR01000002	2270	2620	-1	5
SYJR01000002	2651	3406	-1	6
SYJR01000002	3503	3724	1	7
SYJR01000002	3836	4261	-1	8
SYJR01000002	4336	6087	1	9
SYJR01000002	6250	6417	1	10
SYJR01000002	6420	7004	-1	11
SYJR01000002	7089	7370	1	12
SYJR01000002	7374	7589	-1	13
SYJR01000002	7651	7833	1	14
SYJR01000002	8166	9464	1	15
SYJR01000002	9448	10398	1	16
SYJR01000003	1	249	-1	1
SYJR01000003	343	996	1	2
SYJR01000003	987	2258	1	3
SYJR01000003	2290	3270	1	4
SYJR01000003	3267	3578	1	5
SYJR01000003	3575	4195	-1	6
SYJR01000003	4196	4813	-1	7
SYJR01000003	5310	5678	1	8
SYJR01000003	5974	6684	-1	9
SYJR01000003	6820	7047	1	10
SYJR01000004	3	119	-1	1
SYJR01000004	157	1008	1	2
SYJR01000004	1054	2484	1	3
SYJR01000004	2856	4217	1	4
SYJR01000004	4359	4829	1	5
SYJR01000004	4826	5641	-1	6
SYJR01000004	5646	6197	-1	7
SYJR01000004	6285	7364	1	8
SYJR01000004	7367	7966	1	9
SYJR01000004	7967	8962	-1	10
SYJR01000004	9045	10373	1	11
SYJR01000004	10530	11627	1	12
SYJR01000004	11629	12885	1	13
SYJR01000004	12909	13901	1	14
SYJR01000004	13901	15169	1	15
SYJR01000004	15169	16239	1	16
SYJR01000004	16236	17204	1	17
SYJR01000004	17229	17816	1	18
SYJR01000004	17816	18424	1	19
SYJR01000004	18421	19128	1	20
SYJR01000004	19125	19928	1	21
SYJR01000004	19952	20278	1	22
SYJR01000004	20283	20780	-1	23
SYJR01000004	20944	22158	1	24
SYJR01000004	22160	23482	1	25
SYJR01000004	23692	24084	1	26
SYJR01000005	153	383	1	1
SYJR01000005	398	1321	1	2
SYJR01000005	1353	2195	-1	3
SYJR01000005	2341	2496	-1	4
SYJR01000005	2557	3183	1	5
SYJR01000005	3178	4245	-1	6
SYJR01000006	1	735	-1	1
SYJR01000006	1190	1411	-1	2
SYJR01000006	2426	2782	-1	3
SYJR01000007	2	139	1	1
SYJR01000007	211	1017	1	2
SYJR01000007	1090	1887	-1	3
SYJR01000007	1887	3110	-1	4
