Contig	Start	End	Strand	Pos
JAKPPB010000001	3	170	-1	1
JAKPPB010000001	273	716	-1	2
JAKPPB010000001	792	1997	-1	3
JAKPPB010000001	2045	2941	1	4
JAKPPB010000001	3196	3840	1	5
JAKPPB010000001	3913	4065	1	6
JAKPPB010000002	3	257	1	1
JAKPPB010000002	254	817	-1	2
JAKPPB010000002	954	1160	1	3
JAKPPB010000002	1170	1904	-1	4
JAKPPB010000003	3	938	-1	1
JAKPPB010000003	956	1306	1	2
JAKPPB010000003	1389	1784	1	3
JAKPPB010000003	2099	2491	-1	4
JAKPPB010000003	2495	2722	-1	5
JAKPPB010000003	3198	3632	-1	6
JAKPPB010000003	3629	4015	-1	7
JAKPPB010000003	4057	4245	-1	8
JAKPPB010000003	4242	5171	-1	9
JAKPPB010000003	6056	7144	-1	10
JAKPPB010000003	7161	7541	-1	11
JAKPPB010000003	7531	7746	-1	12
JAKPPB010000003	7838	9271	-1	13
JAKPPB010000003	9272	10186	-1	14
JAKPPB010000003	10188	11276	-1	15
JAKPPB010000003	11273	11950	-1	16
JAKPPB010000003	12105	12866	1	17
JAKPPB010000003	12949	13179	1	18
JAKPPB010000003	13339	14229	1	19
JAKPPB010000003	14233	14823	1	20
JAKPPB010000003	14990	15841	1	21
JAKPPB010000003	15838	16902	1	22
JAKPPB010000003	17061	18140	1	23
JAKPPB010000003	18140	18322	1	24
JAKPPB010000003	18319	19476	1	25
JAKPPB010000003	19528	20373	-1	26
JAKPPB010000003	20653	22314	-1	27
JAKPPB010000003	22379	23302	-1	28
JAKPPB010000003	23365	24636	1	29
JAKPPB010000003	24476	25492	-1	30
JAKPPB010000003	25520	25972	-1	31
JAKPPB010000003	25969	27333	-1	32
JAKPPB010000003	27373	27726	-1	33
JAKPPB010000003	28250	29212	-1	34
JAKPPB010000003	32153	33277	1	35
JAKPPB010000003	33946	34515	1	36
JAKPPB010000003	34512	35267	1	37
JAKPPB010000003	35270	36625	1	38
JAKPPB010000003	36963	37247	1	39
JAKPPB010000003	37244	38161	-1	40
JAKPPB010000003	38494	39783	1	41
JAKPPB010000003	39783	41084	1	42
JAKPPB010000003	41086	41520	1	43
JAKPPB010000003	41529	42815	-1	44
JAKPPB010000003	43563	44072	-1	45
JAKPPB010000003	44136	45128	-1	46
JAKPPB010000003	45193	46401	-1	47
JAKPPB010000003	46398	46952	-1	48
JAKPPB010000003	46955	47512	-1	49
JAKPPB010000003	47541	47729	-1	50
JAKPPB010000003	47726	48736	-1	51
JAKPPB010000003	48855	49289	1	52
JAKPPB010000003	49280	49996	1	53
JAKPPB010000003	50027	50947	1	54
JAKPPB010000003	50935	51237	-1	55
JAKPPB010000003	51416	52693	1	56
JAKPPB010000003	52725	53033	1	57
JAKPPB010000003	53044	54693	1	58
JAKPPB010000003	55309	56445	-1	59
JAKPPB010000003	56451	57629	-1	60
JAKPPB010000003	57812	59038	1	61
JAKPPB010000003	59040	59756	1	62
JAKPPB010000003	59740	60711	1	63
JAKPPB010000003	60980	62833	1	64
JAKPPB010000003	62973	63341	1	65
JAKPPB010000003	63349	63558	1	66
JAKPPB010000003	63566	63757	1	67
JAKPPB010000003	63718	64215	1	68
JAKPPB010000003	64675	65475	1	69
JAKPPB010000003	65601	66818	1	70
JAKPPB010000003	66935	67366	1	71
JAKPPB010000003	67473	68366	-1	72
JAKPPB010000003	68363	69520	-1	73
JAKPPB010000003	69522	69782	-1	74
JAKPPB010000003	69785	70336	-1	75
JAKPPB010000003	70459	71334	-1	76
JAKPPB010000003	71407	72294	-1	77
JAKPPB010000003	72325	73299	1	78
JAKPPB010000003	73325	74491	1	79
JAKPPB010000003	74568	76100	1	80
JAKPPB010000003	76165	76659	1	81
JAKPPB010000003	76703	77827	1	82
JAKPPB010000003	77882	78847	1	83
JAKPPB010000003	78943	79620	1	84
JAKPPB010000003	79818	80192	-1	85
JAKPPB010000003	81006	81242	-1	86
JAKPPB010000003	81802	82380	-1	87
JAKPPB010000003	82562	83455	1	88
JAKPPB010000003	83745	83936	1	89
JAKPPB010000003	83961	84464	-1	90
JAKPPB010000003	84663	84989	-1	91
JAKPPB010000003	85159	86040	1	92
JAKPPB010000003	86010	87236	-1	93
JAKPPB010000003	87375	88181	1	94
JAKPPB010000003	88138	89778	-1	95
JAKPPB010000003	89780	91228	-1	96
JAKPPB010000003	91230	92486	-1	97
JAKPPB010000003	92498	93505	-1	98
JAKPPB010000003	93879	94463	1	99
JAKPPB010000003	94467	94862	1	100
JAKPPB010000003	94859	96427	1	101
JAKPPB010000003	96435	99287	1	102
JAKPPB010000003	99277	100869	1	103
JAKPPB010000003	100883	101104	1	104
JAKPPB010000003	101589	102443	-1	105
JAKPPB010000003	102558	102929	-1	106
JAKPPB010000003	102987	103958	-1	107
JAKPPB010000003	103955	104758	-1	108
JAKPPB010000003	104755	105225	-1	109
JAKPPB010000003	105222	106436	-1	110
JAKPPB010000003	106433	107563	-1	111
JAKPPB010000003	107535	108824	-1	112
JAKPPB010000003	108821	109792	-1	113
JAKPPB010000003	109774	110691	-1	114
JAKPPB010000003	110964	111848	-1	115
JAKPPB010000003	112275	112538	1	116
JAKPPB010000003	112573	113736	1	117
JAKPPB010000003	113746	114327	1	118
JAKPPB010000003	114333	115223	1	119
JAKPPB010000003	115239	117359	1	120
JAKPPB010000003	117359	117784	1	121
JAKPPB010000003	117856	118200	1	122
JAKPPB010000003	118201	119517	1	123
JAKPPB010000003	119518	121227	1	124
JAKPPB010000003	121237	122037	1	125
JAKPPB010000003	122385	123035	1	126
JAKPPB010000004	3	131	-1	1
JAKPPB010000004	288	542	1	2
JAKPPB010000004	539	844	1	3
JAKPPB010000004	859	1185	-1	4
JAKPPB010000005	68	1090	1	1
JAKPPB010000005	1521	2462	1	2
JAKPPB010000005	2477	3289	1	3
JAKPPB010000005	3286	3825	1	4
JAKPPB010000005	3975	6128	1	5
JAKPPB010000005	6128	6640	1	6
JAKPPB010000005	6696	7190	-1	7
JAKPPB010000005	7358	7561	1	8
JAKPPB010000005	8036	9343	1	9
JAKPPB010000005	9351	9842	1	10
JAKPPB010000005	9852	11012	1	11
JAKPPB010000005	11301	12311	1	12
JAKPPB010000005	12308	12490	1	13
JAKPPB010000005	12717	13637	1	14
JAKPPB010000005	13642	14538	1	15
JAKPPB010000005	14528	15124	1	16
JAKPPB010000005	15448	15519	1	17
JAKPPB010000006	1	285	-1	1
JAKPPB010000006	296	577	-1	2
JAKPPB010000006	579	1427	-1	3
JAKPPB010000006	1437	2273	-1	4
JAKPPB010000006	2276	3175	-1	5
JAKPPB010000006	3486	5189	-1	6
JAKPPB010000006	5195	5959	-1	7
JAKPPB010000006	5967	6587	-1	8
JAKPPB010000006	6596	7063	-1	9
JAKPPB010000006	7078	7878	-1	10
JAKPPB010000007	3	431	1	1
JAKPPB010000007	474	824	-1	2
JAKPPB010000007	1316	2344	-1	3
