Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JAKPPB010000007_26	255	284	0.003	14.2	23842	24606	JAKPPB010000007	26	0.38823529411764707	0.3345070422535211	1
AbiEii_0_CAS-III	JAKPPB010000009_12	319	284	6.9e-08	29.5	16288	17244	JAKPPB010000009	12	0.3385579937304075	0.35563380281690143	-1
AbiEii_0_CAS-III	JAKPPB010000009_16	258	284	4.3e-06	23.6	20282	21055	JAKPPB010000009	16	0.3372093023255814	0.2992957746478873	1
AbiEii_0_CAS-III	JAKPPB010000020_81	426	284	0.0028	14.4	64860	66137	JAKPPB010000020	81	0.13380281690140844	0.18661971830985916	1
AbiEii_0_CAS-III	JAKPPB010000027_15	296	284	0.00012	18.9	17963	18850	JAKPPB010000027	15	0.30743243243243246	0.30633802816901406	1
AbiEii_0_CAS-III	JAKPPB010000028_91	936	284	0.012	12.2	94614	97421	JAKPPB010000028	91	0.13247863247863248	0.31690140845070425	-1
AbiEii_0_CAS-III	JAKPPB010000033_56	479	284	9.6e-09	32.3	44146	45582	JAKPPB010000033	56	0.4718162839248434	0.43309859154929575	-1
AbiEii_0_CAS-III	JAKPPB010000034_8	392	284	1.2e-06	25.4	10531	11706	JAKPPB010000034	8	0.8724489795918368	0.8802816901408451	1
AbiEii_0_CAS-III	JAKPPB010000036_8	254	284	0.00015	18.5	7620	8381	JAKPPB010000036	8	0.2755905511811024	0.24295774647887325	1
AbiEii_0_CAS-III	JAKPPB010000038_3	813	284	6.3e-05	19.8	3986	6424	JAKPPB010000038	3	0.13038130381303814	0.323943661971831	1
AbiEii_0_CAS-III	JAKPPB010000038_49	318	284	1.3e-09	35.1	45191	46144	JAKPPB010000038	49	0.49056603773584906	0.5598591549295775	1
AbiEii_0_CAS-III	JAKPPB010000041_25	329	284	2.8e-07	27.5	26802	27788	JAKPPB010000041	25	0.270516717325228	0.323943661971831	1
AbiEii_0_CAS-III	JAKPPB010000041_61	386	284	7.5e-05	19.5	57594	58751	JAKPPB010000041	61	0.22538860103626943	0.2887323943661972	-1
AbiEii_0_CAS-III	JAKPPB010000041_83	225	284	0.0046	13.6	77104	77778	JAKPPB010000041	83	0.24	0.19014084507042253	-1
AbiEii_0_CAS-III	JAKPPB010000041_89	280	284	3.4e-05	20.6	82362	83201	JAKPPB010000041	89	0.3107142857142857	0.2887323943661972	1
AbiEii_0_CAS-III	JAKPPB010000044_44	244	284	2.9e-07	27.4	38600	39331	JAKPPB010000044	44	0.3360655737704918	0.2746478873239437	1
AbiEii_0_CAS-III	JAKPPB010000047_13	1147	284	5.9e-06	23.1	11231	14671	JAKPPB010000047	13	0.1952920662598082	0.426056338028169	1
AbiEii_0_CAS-III	JAKPPB010000048_16	231	284	3.6e-05	20.6	9762	10454	JAKPPB010000048	16	0.30735930735930733	0.2535211267605634	1
AbiEii_0_CAS-III	JAKPPB010000050_25	230	284	1.2e-05	22.1	22770	23459	JAKPPB010000050	25	0.4260869565217391	0.3415492957746479	1
AbiEii_0_CAS-III	JAKPPB010000057_13	278	284	0.00022	18.0	13612	14445	JAKPPB010000057	13	0.4028776978417266	0.38028169014084506	-1
AbiEii_0_CAS-III	JAKPPB010000063_102	243	284	0.00078	16.2	100863	101591	JAKPPB010000063	102	0.23868312757201646	0.20774647887323944	1
AbiEii_0_CAS-III	JAKPPB010000063_103	231	284	8.3e-06	22.6	101607	102299	JAKPPB010000063	103	0.4675324675324675	0.3732394366197183	1
AbiEii_0_CAS-III	JAKPPB010000063_35	360	284	0.0012	15.5	35562	36641	JAKPPB010000063	35	0.25833333333333336	0.30985915492957744	-1
AbiEii_0_CAS-III	JAKPPB010000063_5	265	284	0.00018	18.2	5450	6244	JAKPPB010000063	5	0.2037735849056604	0.18661971830985916	-1
AbiEii_0_CAS-III	JAKPPB010000077_20	807	284	0.00063	16.5	22056	24476	JAKPPB010000077	20	0.048327137546468404	0.07042253521126761	-1
AbiEii_0_CAS-III	JAKPPB010000101_19	257	284	4.8e-06	23.4	18053	18823	JAKPPB010000101	19	0.30739299610894943	0.2711267605633803	1
AbiEii_0_CAS-III	JAKPPB010000101_39	593	284	0.0036	14.0	36994	38772	JAKPPB010000101	39	0.07419898819561552	0.09154929577464789	1
AbiEii_0_CAS-III	JAKPPB010000109_19	868	284	3.5e-05	20.6	15059	17662	JAKPPB010000109	19	0.04608294930875576	0.07394366197183098	-1
AbiEii_0_CAS-III	JAKPPB010000123_109	236	284	0.00074	16.2	110583	111290	JAKPPB010000123	109	0.3177966101694915	0.25704225352112675	-1
AbiEii_0_CAS-III	JAKPPB010000123_47	418	284	2e-09	34.5	41346	42599	JAKPPB010000123	47	0.2822966507177033	0.397887323943662	-1
AbiEii_0_CAS-III	JAKPPB010000123_48	342	284	2.4e-05	21.1	42811	43836	JAKPPB010000123	48	0.24853801169590642	0.2852112676056338	1
AbiEii_0_CAS-III	JAKPPB010000123_89	242	284	4.6e-06	23.5	85258	85983	JAKPPB010000123	89	0.44214876033057854	0.3591549295774648	1
AbiEii_1_CAS-III-A	JAKPPB010000009_16	258	335	0.0071	12.6	20282	21055	JAKPPB010000009	16	0.16279069767441862	0.11940298507462686	1
AbiEii_1_CAS-III-A	JAKPPB010000034_8	392	335	2.3e-05	20.8	10531	11706	JAKPPB010000034	8	0.2066326530612245	0.2507462686567164	1
AbiEii_1_CAS-III-A	JAKPPB010000036_8	254	335	0.001	15.3	7620	8381	JAKPPB010000036	8	0.33070866141732286	0.25671641791044775	1
AbiEii_1_CAS-III-A	JAKPPB010000044_44	244	335	0.014	11.6	38600	39331	JAKPPB010000044	44	0.1557377049180328	0.10746268656716418	1
AbiEii_1_CAS-III-A	JAKPPB010000048_16	231	335	0.025	10.8	9762	10454	JAKPPB010000048	16	0.2857142857142857	0.19701492537313434	1
AbiEii_1_CAS-III-A	JAKPPB010000123_47	418	335	0.00072	15.9	41346	42599	JAKPPB010000123	47	0.18181818181818182	0.23880597014925373	-1
AbiEii_2_CAS-III-C	JAKPPB010000034_8	392	440	7.6e-07	25.8	10531	11706	JAKPPB010000034	8	0.2576530612244898	0.23863636363636365	1
AbiEii_2_CAS-III-C	JAKPPB010000123_47	418	440	6.8e-06	22.6	41346	42599	JAKPPB010000123	47	0.2607655502392344	0.20227272727272727	-1
Cas10_0_III	JAKPPB010000009_18	217	414	0.0026	13.9	24976	25626	JAKPPB010000009	18	0.6359447004608295	0.3115942028985507	1
Cas10_6_CAS-III	JAKPPB010000006_6	568	717	0.0031	13.2	3486	5189	JAKPPB010000006	6	0.13908450704225353	0.1101813110181311	-1
Cas12a_1_CAS-V-A	JAKPPB010000020_73	54	1086	0.22	6.4	59069	59230	JAKPPB010000020	73	0.6851851851851852	0.03867403314917127	1
Cas12b2_0_CAS-V-B	JAKPPB010000020_73	54	747	0.003	13.1	59069	59230	JAKPPB010000020	73	0.5370370370370371	0.038821954484605084	1
Cas12e_0_CAS-V-E	JAKPPB010000077_34	313	855	0.025	9.8	36406	37344	JAKPPB010000077	34	0.1597444089456869	0.05964912280701754	1
Cas12f1_2_CAS-V-F	JAKPPB010000111_31	97	429	0.016	11.3	34231	34521	JAKPPB010000111	31	0.32989690721649484	0.07692307692307693	-1
Cas12f2_1_CAS-V-F	JAKPPB010000003_89	64	422	0.016	11.4	83745	83936	JAKPPB010000003	89	0.703125	0.08293838862559241	1
Cas12f2_1_CAS-V-F	JAKPPB010000010_6	337	422	1.8e-05	21.1	2659	3669	JAKPPB010000010	6	0.13353115727002968	0.1066350710900474	1
Cas12f2_1_CAS-V-F	JAKPPB010000044_24	122	422	0.038	10.1	20686	21051	JAKPPB010000044	24	0.5245901639344263	0.07345971563981042	1
Cas12f7_0_CAS-V-F	JAKPPB010000086_22	63	566	0.005	12.7	21270	21458	JAKPPB010000086	22	0.6666666666666666	0.07420494699646643	1
Cas12j_0_V-J	JAKPPB010000111_31	97	758	0.021	9.8	34231	34521	JAKPPB010000111	31	0.3402061855670103	0.04353562005277045	-1
Cas12m_0_V-M	JAKPPB010000020_24	52	577	0.0099	11.4	17856	18011	JAKPPB010000020	24	0.6538461538461539	0.06239168110918544	-1
Cas1_0_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	317	1.5e-46	156.1	37244	38161	JAKPPB010000003	40	0.9444444444444444	0.9400630914826499	-1
Cas1_0_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	317	1.7e-20	70.4	7866	8756	JAKPPB010000031	8	0.6835016835016835	0.637223974763407	1
Cas1_0_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	317	3.5e-86	286.2	13770	14753	JAKPPB010000080	16	0.9786585365853658	0.9968454258675079	1
Cas1_0_I-II-III	JAKPPB010000003_40	306	327	6.4e-45	150.7	37244	38161	JAKPPB010000003	40	0.9771241830065359	0.9571865443425076	-1
Cas1_0_I-II-III	JAKPPB010000031_8	297	327	2.6e-49	165.1	7866	8756	JAKPPB010000031	8	0.7441077441077442	0.6819571865443425	1
Cas1_0_I-II-III	JAKPPB010000080_16	328	327	6e-95	315.1	13770	14753	JAKPPB010000080	16	0.9786585365853658	0.981651376146789	1
Cas1_0_I-II-III-V	JAKPPB010000003_40	306	315	6.2e-33	111.1	37244	38161	JAKPPB010000003	40	0.8823529411764706	0.8825396825396825	-1
Cas1_0_I-II-III-V	JAKPPB010000031_8	297	315	1.1e-09	34.7	7866	8756	JAKPPB010000031	8	0.5791245791245792	0.546031746031746	1
Cas1_0_I-II-III-V	JAKPPB010000080_16	328	315	9.8e-72	238.5	13770	14753	JAKPPB010000080	16	0.9695121951219512	0.9873015873015873	1
Cas1_0_IA	JAKPPB010000003_40	306	347	8.3e-16	54.9	37244	38161	JAKPPB010000003	40	0.8529411764705882	0.7896253602305475	-1
Cas1_0_IA	JAKPPB010000031_8	297	347	8.2e-05	18.7	7866	8756	JAKPPB010000031	8	0.3838383838383838	0.3227665706051873	1
Cas1_0_IA	JAKPPB010000080_16	328	347	1.3e-38	129.9	13770	14753	JAKPPB010000080	16	0.8628048780487805	0.8184438040345822	1
Cas1_0_IC	JAKPPB010000003_40	306	340	4.0000000000000004e-24	82.5	37244	38161	JAKPPB010000003	40	0.8627450980392157	0.8205882352941176	-1
Cas1_0_IC	JAKPPB010000031_8	297	340	0.00097	15.4	7866	8756	JAKPPB010000031	8	0.41414141414141414	0.36470588235294116	1
Cas1_0_IC	JAKPPB010000080_16	328	340	7.7e-46	153.8	13770	14753	JAKPPB010000080	16	0.8963414634146342	0.8735294117647059	1
Cas1_0_IE	JAKPPB010000003_40	306	269	1.1e-07	28.5	37244	38161	JAKPPB010000003	40	0.37254901960784315	0.4349442379182156	-1
Cas1_0_IE	JAKPPB010000031_8	297	269	3.2e-110	364.6	7866	8756	JAKPPB010000031	8	0.8922558922558923	0.9888475836431226	1
Cas1_0_IE	JAKPPB010000080_16	328	269	2.4e-12	43.7	13770	14753	JAKPPB010000080	16	0.35060975609756095	0.42379182156133827	1
Cas1_0_IF	JAKPPB010000003_40	306	307	1.3e-08	31.6	37244	38161	JAKPPB010000003	40	0.630718954248366	0.6514657980456026	-1
Cas1_0_IF	JAKPPB010000031_8	297	307	1e-19	68.1	7866	8756	JAKPPB010000031	8	0.696969696969697	0.6710097719869706	1
Cas1_0_IF	JAKPPB010000080_16	328	307	0.00065	16.2	13770	14753	JAKPPB010000080	16	0.5091463414634146	0.5342019543973942	1
Cas1_0_II	JAKPPB010000003_40	306	278	1.4e-09	34.7	37244	38161	JAKPPB010000003	40	0.4803921568627451	0.5287769784172662	-1
Cas1_0_II	JAKPPB010000031_8	297	278	0.017	11.5	7866	8756	JAKPPB010000031	8	0.15824915824915825	0.1618705035971223	1
Cas1_0_II	JAKPPB010000080_16	328	278	6.6e-31	104.7	13770	14753	JAKPPB010000080	16	0.7926829268292683	0.841726618705036	1
Cas1_0_V	JAKPPB010000003_40	306	317	3.2e-10	36.6	37244	38161	JAKPPB010000003	40	0.8071895424836601	0.7791798107255521	-1
Cas1_0_V	JAKPPB010000031_8	297	317	0.031	10.4	7866	8756	JAKPPB010000031	8	0.2558922558922559	0.22082018927444794	1
Cas1_0_V	JAKPPB010000080_16	328	317	1.5e-34	116.5	13770	14753	JAKPPB010000080	16	0.7987804878048781	0.7854889589905363	1
Cas1_1_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	261	1.1999999999999999e-39	133.2	37244	38161	JAKPPB010000003	40	0.8431372549019608	0.9540229885057471	-1
Cas1_1_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	261	3.8e-49	164.4	7866	8756	JAKPPB010000031	8	0.7474747474747475	0.8582375478927203	1
Cas1_1_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	261	6.8e-80	265.2	13770	14753	JAKPPB010000080	16	0.801829268292683	0.9923371647509579	1
Cas1_2_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	306	9.4e-09	32.1	37244	38161	JAKPPB010000003	40	0.630718954248366	0.6503267973856209	-1
Cas1_2_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	306	1.1e-19	68.0	7866	8756	JAKPPB010000031	8	0.696969696969697	0.673202614379085	1
Cas1_2_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	306	0.00042	16.8	13770	14753	JAKPPB010000080	16	0.551829268292683	0.5816993464052288	1
Cas1_3_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	262	1.9e-07	27.7	37244	38161	JAKPPB010000003	40	0.369281045751634	0.44274809160305345	-1
Cas1_3_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	262	1.3000000000000001e-108	359.3	7866	8756	JAKPPB010000031	8	0.8787878787878788	0.9961832061068703	1
Cas1_3_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	262	1.4e-12	44.5	13770	14753	JAKPPB010000080	16	0.4024390243902439	0.5076335877862596	1
Cas1_4_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	275	1.4e-09	34.7	37244	38161	JAKPPB010000003	40	0.477124183006536	0.5309090909090909	-1
Cas1_4_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	275	0.032	10.5	7866	8756	JAKPPB010000031	8	0.1447811447811448	0.15636363636363637	1
Cas1_4_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	275	2.6999999999999997e-31	105.8	13770	14753	JAKPPB010000080	16	0.7957317073170732	0.8472727272727273	1
Cas1_5_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	338	4.5e-24	82.3	37244	38161	JAKPPB010000003	40	0.8627450980392157	0.8254437869822485	-1
Cas1_5_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	338	0.0011	15.3	7866	8756	JAKPPB010000031	8	0.4175084175084175	0.3698224852071006	1
Cas1_5_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	338	7.7e-46	153.9	13770	14753	JAKPPB010000080	16	0.8963414634146342	0.878698224852071	1
Cas1_6_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	320	4.8e-23	79.0	37244	38161	JAKPPB010000003	40	0.8888888888888888	0.859375	-1
Cas1_6_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	320	1.4e-08	31.4	7866	8756	JAKPPB010000031	8	0.3771043771043771	0.35	1
Cas1_6_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	320	7.399999999999999e-41	137.5	13770	14753	JAKPPB010000080	16	0.9542682926829268	0.953125	1
Cas1_7_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	328	7.6e-43	143.9	37244	38161	JAKPPB010000003	40	0.8888888888888888	0.8414634146341463	-1
Cas1_7_CAS-I-II-III-IV-V-VI	JAKPPB010000025_3	46	328	0.027	10.6	1938	2075	JAKPPB010000025	3	0.5869565217391305	0.08231707317073171	-1
Cas1_7_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	328	2.8e-50	168.3	7866	8756	JAKPPB010000031	8	0.9225589225589226	0.8475609756097561	1
Cas1_7_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	328	1.5e-75	251.4	13770	14753	JAKPPB010000080	16	0.9817073170731707	0.9603658536585366	1
Cas1_8_CAS-I-II-III-IV-V-VI	JAKPPB010000003_40	306	283	2.7e-50	168.2	37244	38161	JAKPPB010000003	40	0.8856209150326797	0.9858657243816255	-1
Cas1_8_CAS-I-II-III-IV-V-VI	JAKPPB010000031_8	297	283	8.3e-18	61.6	7866	8756	JAKPPB010000031	8	0.7138047138047138	0.7526501766784452	1
Cas1_8_CAS-I-II-III-IV-V-VI	JAKPPB010000080_16	328	283	1.3e-86	287.4	13770	14753	JAKPPB010000080	16	0.8780487804878049	1.0	1
Cas2_0_CAS-I-II-III-IV-V-VI	JAKPPB010000080_17	98	90	3.6e-17	59.7	14750	15043	JAKPPB010000080	17	0.8673469387755102	0.9444444444444444	1
Cas2_0_I-II-III	JAKPPB010000079_3	104	96	0.0067	13.8	1651	1962	JAKPPB010000079	3	0.5576923076923077	0.6041666666666666	1
Cas2_0_I-II-III	JAKPPB010000080_17	98	96	1.8e-15	54.1	14750	15043	JAKPPB010000080	17	0.8469387755102041	0.8958333333333334	1
Cas2_0_I-II-III-V	JAKPPB010000080_17	98	83	2.1e-19	66.7	14750	15043	JAKPPB010000080	17	0.7959183673469388	0.9759036144578314	1
Cas2_0_IE	JAKPPB010000031_9	100	87	2.1e-31	105.0	8761	9060	JAKPPB010000031	9	0.86	1.0	1
Cas2_10_CAS-I-II-III-IV-V-VI	JAKPPB010000031_9	100	86	2.3000000000000002e-33	111.3	8761	9060	JAKPPB010000031	9	0.86	1.0	1
Cas2_10_CAS-I-II-III-IV-V-VI	JAKPPB010000083_54	195	86	0.0079	13.4	48033	48617	JAKPPB010000083	54	0.15384615384615385	0.3372093023255814	-1
Cas2_11_CAS-I-II-III-IV-V-VI	JAKPPB010000080_17	98	71	1.7e-20	70.1	14750	15043	JAKPPB010000080	17	0.7448979591836735	1.0	1
Cas2_1_CAS-I-II-III-IV-V-VI	JAKPPB010000031_9	100	93	5.400000000000001e-32	106.9	8761	9060	JAKPPB010000031	9	0.91	1.0	1
Cas2_2_CAS-I-II-III-IV-V-VI	JAKPPB010000080_17	98	79	1.3e-22	77.0	14750	15043	JAKPPB010000080	17	0.7959183673469388	0.9746835443037974	1
Cas2_3_CAS-I-II-III-IV-V-VI	JAKPPB010000031_9	100	62	1.9e-27	92.2	8761	9060	JAKPPB010000031	9	0.62	1.0	1
Cas2_4_CAS-I-II-III-IV-V-VI	JAKPPB010000080_17	98	89	1.9e-18	63.7	14750	15043	JAKPPB010000080	17	0.8163265306122449	0.898876404494382	1
Cas2_7_CAS-I-II-III-IV-V-VI	JAKPPB010000080_17	98	94	1.6e-18	64.1	14750	15043	JAKPPB010000080	17	0.826530612244898	0.8617021276595744	1
Cas3-Cas2_0_CAS-I-F	JAKPPB010000031_2	898	1106	8.8e-10	34.1	411	3104	JAKPPB010000031	2	0.27728285077951004	0.22784810126582278	1
Cas3-Cas2_0_CAS-I-F	JAKPPB010000080_14	751	1106	1.2e-15	53.5	10839	13091	JAKPPB010000080	14	0.27430093209054596	0.18806509945750452	1
Cas3-Cas2_0_IF	JAKPPB010000031_2	898	1110	6.3e-10	34.5	411	3104	JAKPPB010000031	2	0.2795100222717149	0.22882882882882882	1
Cas3-Cas2_0_IF	JAKPPB010000080_14	751	1110	1.5e-15	53.2	10839	13091	JAKPPB010000080	14	0.2729693741677763	0.1864864864864865	1
Cas3HD_0_CAS-I	JAKPPB010000001_3	402	203	4.4e-05	20.5	792	1997	JAKPPB010000001	3	0.10696517412935323	0.23645320197044334	-1
Cas3HD_0_CAS-I	JAKPPB010000031_2	898	203	8.000000000000001e-29	98.0	411	3104	JAKPPB010000031	2	0.23608017817371937	0.9852216748768473	1
Cas3HD_0_CAS-I	JAKPPB010000071_42	190	203	0.0032	14.4	39744	40313	JAKPPB010000071	42	0.2	0.22660098522167488	-1
Cas3HD_0_CAS-I	JAKPPB010000077_9	402	203	0.0013	15.7	10812	12017	JAKPPB010000077	9	0.10696517412935323	0.23645320197044334	-1
Cas3HD_0_CAS-I	JAKPPB010000080_14	751	203	1.6e-13	48.1	10839	13091	JAKPPB010000080	14	0.3209054593874834	0.9605911330049262	1
Cas3HD_1_CAS-I	JAKPPB010000031_2	898	191	0.0085	13.1	411	3104	JAKPPB010000031	2	0.043429844097995544	0.15706806282722513	1
Cas3HD_1_CAS-I	JAKPPB010000080_14	751	191	1.4e-06	25.4	10839	13091	JAKPPB010000080	14	0.15712383488681758	0.5392670157068062	1
Cas3HD_1_CAS-I	JAKPPB010000106_6	227	191	0.018	12.0	5122	5802	JAKPPB010000106	6	0.30837004405286345	0.3612565445026178	-1
Cas3HD_2_CAS-I	JAKPPB010000080_14	751	231	0.00075	16.2	10839	13091	JAKPPB010000080	14	0.05725699067909454	0.1471861471861472	1
Cas3_0_CAS-I	JAKPPB010000005_5	718	353	2.5e-05	20.6	3975	6128	JAKPPB010000005	5	0.12395543175487465	0.24929178470254956	1
Cas3_0_CAS-I	JAKPPB010000031_2	898	353	5.4e-66	220.2	411	3104	JAKPPB010000031	2	0.410913140311804	0.9150141643059491	1
Cas3_0_CAS-I	JAKPPB010000034_6	1193	353	0.0016	14.7	3960	7538	JAKPPB010000034	6	0.13243922883487008	0.43059490084985835	1
Cas3_0_CAS-I	JAKPPB010000041_27	715	353	1.8e-16	57.3	28631	30775	JAKPPB010000041	27	0.34405594405594403	0.6940509915014165	-1
Cas3_0_CAS-I	JAKPPB010000057_5	745	353	1.3e-10	38.1	4104	6338	JAKPPB010000057	5	0.2348993288590604	0.48725212464589235	1
Cas3_0_CAS-I	JAKPPB010000070_13	897	353	8.7e-11	38.6	14018	16708	JAKPPB010000070	13	0.3255295429208473	0.8810198300283286	-1
Cas3_0_CAS-I	JAKPPB010000080_14	751	353	2.3000000000000002e-71	237.8	10839	13091	JAKPPB010000080	14	0.4274300932090546	0.9490084985835694	1
Cas3_0_CAS-I	JAKPPB010000086_4	442	353	4.4e-12	42.8	3088	4413	JAKPPB010000086	4	0.6719457013574661	0.8951841359773371	1
Cas3_0_CAS-I	JAKPPB010000091_1	537	353	0.00011	18.5	3	1613	JAKPPB010000091	1	0.15828677839851024	0.24645892351274787	-1
Cas3_0_CAS-I	JAKPPB010000120_2	375	353	0.022	10.9	145	1269	JAKPPB010000120	2	0.16	0.16147308781869688	-1
Cas3_0_CAS-I-D	JAKPPB010000005_5	718	626	0.018	10.3	3975	6128	JAKPPB010000005	5	0.20055710306406685	0.22523961661341854	1
Cas3_0_CAS-I-D	JAKPPB010000031_2	898	626	6.1e-07	25.1	411	3104	JAKPPB010000031	2	0.16926503340757237	0.23482428115015974	1
Cas3_0_CAS-I-D	JAKPPB010000034_10	1112	626	0.0072	11.6	12287	15622	JAKPPB010000034	10	0.03327338129496403	0.05910543130990415	1
Cas3_0_CAS-I-D	JAKPPB010000041_27	715	626	6.4e-08	28.3	28631	30775	JAKPPB010000041	27	0.25314685314685315	0.268370607028754	-1
Cas3_0_CAS-I-D	JAKPPB010000044_40	752	626	6.2e-09	31.7	33003	35258	JAKPPB010000044	40	0.30319148936170215	0.36261980830670926	-1
Cas3_0_CAS-I-D	JAKPPB010000070_13	897	626	6e-07	25.1	14018	16708	JAKPPB010000070	13	0.13377926421404682	0.17252396166134185	-1
Cas3_0_CAS-I-D	JAKPPB010000080_14	751	626	3.5e-14	49.0	10839	13091	JAKPPB010000080	14	0.28761651131824234	0.3242811501597444	1
Cas3_0_CAS-I-U	JAKPPB010000031_2	898	843	1.6e-07	26.6	411	3104	JAKPPB010000031	2	0.051224944320712694	0.05219454329774614	1
Cas3_0_CAS-I-U	JAKPPB010000034_6	1193	843	0.0021	13.0	3960	7538	JAKPPB010000034	6	0.08801341156747695	0.11743772241992882	1
Cas3_0_CAS-I-U	JAKPPB010000041_27	715	843	0.001	14.0	28631	30775	JAKPPB010000041	27	0.07412587412587412	0.05931198102016608	-1
Cas3_0_CAS-I-U	JAKPPB010000080_14	751	843	1.3e-10	36.9	10839	13091	JAKPPB010000080	14	0.10652463382157124	0.09489916963226572	1
Cas3_0_I	JAKPPB010000005_5	718	358	7.7e-06	22.3	3975	6128	JAKPPB010000005	5	0.1309192200557103	0.2541899441340782	1
Cas3_0_I	JAKPPB010000031_2	898	358	1.6000000000000002e-65	218.6	411	3104	JAKPPB010000031	2	0.4064587973273942	0.9022346368715084	1
Cas3_0_I	JAKPPB010000034_6	1193	358	0.0023	14.1	3960	7538	JAKPPB010000034	6	0.1357921207041073	0.43575418994413406	1
Cas3_0_I	JAKPPB010000041_27	715	358	2e-16	57.1	28631	30775	JAKPPB010000041	27	0.33986013986013985	0.6843575418994413	-1
Cas3_0_I	JAKPPB010000057_5	745	358	1.7e-10	37.6	4104	6338	JAKPPB010000057	5	0.22550335570469798	0.4748603351955307	1
Cas3_0_I	JAKPPB010000070_13	897	358	1.3e-10	38.0	14018	16708	JAKPPB010000070	13	0.3255295429208473	0.8798882681564246	-1
Cas3_0_I	JAKPPB010000080_14	751	358	2.6e-72	240.9	10839	13091	JAKPPB010000080	14	0.4274300932090546	0.9497206703910615	1
Cas3_0_I	JAKPPB010000086_4	442	358	7.1e-11	38.8	3088	4413	JAKPPB010000086	4	0.5746606334841629	0.723463687150838	1
Cas3_0_I	JAKPPB010000091_1	537	358	3.7e-05	20.0	3	1613	JAKPPB010000091	1	0.1564245810055866	0.2430167597765363	-1
Cas3_0_ID	JAKPPB010000009_7	223	357	0.023	10.8	9132	9800	JAKPPB010000009	7	0.2556053811659193	0.16526610644257703	1
Cas3_0_ID	JAKPPB010000031_2	898	357	0.0096	12.1	411	3104	JAKPPB010000031	2	0.24498886414253898	0.6022408963585434	1
Cas3_0_ID	JAKPPB010000041_27	715	357	1.9e-08	30.8	28631	30775	JAKPPB010000041	27	0.26433566433566436	0.484593837535014	-1
Cas3_0_ID	JAKPPB010000044_40	752	357	1.1e-06	25.0	33003	35258	JAKPPB010000044	40	0.19547872340425532	0.41456582633053224	-1
Cas3_0_ID	JAKPPB010000070_13	897	357	5.3e-05	19.5	14018	16708	JAKPPB010000070	13	0.09810479375696766	0.23809523809523808	-1
Cas3_0_ID	JAKPPB010000080_14	751	357	2.2e-09	34.0	10839	13091	JAKPPB010000080	14	0.3488681757656458	0.7759103641456583	1
Cas3_0_ID	JAKPPB010000086_4	442	357	6.4e-06	22.5	3088	4413	JAKPPB010000086	4	0.36425339366515835	0.41456582633053224	1
Cas3_0_IU	JAKPPB010000031_2	898	864	1.2e-07	27.2	411	3104	JAKPPB010000031	2	0.04899777282850779	0.04861111111111111	1
Cas3_0_IU	JAKPPB010000034_6	1193	864	0.0021	13.1	3960	7538	JAKPPB010000034	6	0.04610226320201174	0.06018518518518518	1
Cas3_0_IU	JAKPPB010000041_27	715	864	1.5e-05	20.2	28631	30775	JAKPPB010000041	27	0.08391608391608392	0.06481481481481481	-1
Cas3_0_IU	JAKPPB010000057_5	745	864	0.00032	15.8	4104	6338	JAKPPB010000057	5	0.22416107382550335	0.20601851851851852	1
Cas3_0_IU	JAKPPB010000080_14	751	864	2.6e-12	42.6	10839	13091	JAKPPB010000080	14	0.118508655126498	0.10300925925925926	1
Cas3_1_CAS-I	JAKPPB010000005_5	718	745	0.002	13.6	3975	6128	JAKPPB010000005	5	0.12116991643454039	0.11946308724832215	1
