Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JASGVX010000143	JASGVX010000143@1	32544	34280	False	0%	33%	II-A	3.0	['Csn2_7_CAS-II-A']	[30]	['1.10e-04']	[0.309]	[0.444]	NA	1
JASGVX010000091	JASGVX010000091@2	20772	21650	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[27]	['4.30e-09']	[0.867]	[0.413]	NA	NA
JASGVX010000034	JASGVX010000034@1	28943	30124	False	0%	NA	III-A	1.0	['TPR_1_CAS-III-A']	[21]	['1.30e-08']	[0.622]	[0.437]	NA	NA
JASGVX010000110	JASGVX010000110@1	6613	7431	False	0%	33%	I-A	2.0	['Cas4_3_CAS-I-II-III-IV-V-VI']	[7]	['8.10e-14']	[0.381]	[0.543]	NA	1
JASGVX010000062	JASGVX010000062@1	24196	24615	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[25]	['1.40e-04']	[0.607]	[0.39]	NA	NA
JASGVX010000088	JASGVX010000088@1	5560	6081	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[7]	['5.00e-03']	[0.529]	[0.312]	NA	NA
JASGVX010000144	JASGVX010000144@1	2930	3307	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[6]	['1.40e-06']	[0.587]	[0.636]	NA	NA
JASGVX010000051	JASGVX010000051@1	1535	1870	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['4.60e-03']	[0.411]	[0.407]	NA	NA
JASGVX010000095	JASGVX010000095@1	854	8741	False	0%	NA	III-A	1.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'TPR_0_CAS-III-A']	[1, 3]	['2.50e-11', '1.80e-23']	[0.441, 0.485]	[0.839, 0.522]	NA	NA
JASGVX010000104	JASGVX010000104@1	26658	29640	False	0%	NA	III-A	1.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[22, 24, 25]	['2.20e-20', '8.40e-05', '1.80e-04']	[0.754, 0.455, 0.491]	[0.831, 0.437, 0.472]	NA	NA
JASGVX010000083	JASGVX010000083@1	4336	5772	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[10]	['4.70e-18']	[0.697]	[0.434]	NA	NA
JASGVX010000138	JASGVX010000138@1	21692	24565	False	14%	0%	I-A	1.0	['Cas3_0_I']	[18]	['3.30e-15']	[0.342]	[0.902]	-1	NA
JASGVX010000091	JASGVX010000091@1	9645	9938	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[15]	['2.20e-14']	[0.857]	[0.72]	NA	NA
JASGVX010000070	JASGVX010000070@2	23772	27171	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[18, 20]	['2.50e-10', '3.30e-08']	[0.342, 0.551]	[0.461, 0.486]	NA	NA
JASGVX010000022	JASGVX010000022@1	4442	5152	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6]	['7.40e-03']	[0.608]	[0.493]	NA	NA
JASGVX010000045	JASGVX010000045@1	3	413	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1]	['6.10e-03']	[0.533]	[0.823]	NA	NA
JASGVX010000141	JASGVX010000141@2	8810	10009	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[7]	['2.10e-11']	[0.583]	[0.453]	NA	NA
JASGVX010000126	JASGVX010000126@1	987	6086	False	0%	NA	IV-B	3.0	['CysH_0_IVB', 'AbiEii_0_CAS-III']	[2, 5]	['6.40e-20', '1.40e-06']	[0.304, 0.326]	[0.759, 0.384]	NA	NA
JASGVX010000128	JASGVX010000128@1	27633	29363	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[31]	['1.10e-08']	[0.302]	[0.387]	NA	NA
JASGVX010000052	JASGVX010000052@1	6128	6892	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[11]	['1.30e-08']	[0.431]	[0.373]	NA	NA
