Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JASGVX010000003_18	293	284	4e-06	23.7	22413	23291	JASGVX010000003	18	0.26621160409556316	0.2711267605633803	1
AbiEii_0_CAS-III	JASGVX010000003_55	1003	284	0.00033	17.4	68633	71641	JASGVX010000003	55	0.12662013958125623	0.33098591549295775	-1
AbiEii_0_CAS-III	JASGVX010000011_7	368	284	1.8e-07	28.1	9454	10557	JASGVX010000011	7	0.33695652173913043	0.4119718309859155	-1
AbiEii_0_CAS-III	JASGVX010000013_5	750	284	9.8e-05	19.2	1603	3852	JASGVX010000013	5	0.148	0.30985915492957744	1
AbiEii_0_CAS-III	JASGVX010000016_7	214	284	0.0061	13.3	6093	6734	JASGVX010000016	7	0.2897196261682243	0.23943661971830985	-1
AbiEii_0_CAS-III	JASGVX010000022_6	237	284	0.0074	13.0	4442	5152	JASGVX010000022	6	0.6075949367088608	0.49295774647887325	-1
AbiEii_0_CAS-III	JASGVX010000022_7	311	284	0.023	11.4	5143	6075	JASGVX010000022	7	0.18006430868167203	0.19718309859154928	-1
AbiEii_0_CAS-III	JASGVX010000025_2	435	284	0.0065	13.2	1265	2569	JASGVX010000025	2	0.05517241379310345	0.08450704225352113	1
AbiEii_0_CAS-III	JASGVX010000029_25	342	284	0.0049	13.6	22799	23824	JASGVX010000029	25	0.06140350877192982	0.07394366197183098	-1
AbiEii_0_CAS-III	JASGVX010000034_12	592	284	2.9e-11	40.6	16932	18707	JASGVX010000034	12	0.28378378378378377	0.49295774647887325	-1
AbiEii_0_CAS-III	JASGVX010000034_17	228	284	0.0029	14.3	24279	24962	JASGVX010000034	17	0.2807017543859649	0.22183098591549297	1
AbiEii_0_CAS-III	JASGVX010000037_43	257	284	0.00084	16.1	54775	55545	JASGVX010000037	43	0.30739299610894943	0.2711267605633803	-1
AbiEii_0_CAS-III	JASGVX010000038_14	251	284	0.00013	18.8	16369	17121	JASGVX010000038	14	0.4820717131474104	0.4119718309859155	1
AbiEii_0_CAS-III	JASGVX010000039_11	791	284	1.1e-05	22.2	13378	15750	JASGVX010000039	11	0.05309734513274336	0.07394366197183098	1
AbiEii_0_CAS-III	JASGVX010000045_30	267	284	2.9e-08	30.7	35002	35802	JASGVX010000045	30	0.352059925093633	0.3415492957746479	-1
AbiEii_0_CAS-III	JASGVX010000052_11	255	284	1.3e-08	31.8	6128	6892	JASGVX010000052	11	0.43137254901960786	0.3732394366197183	1
AbiEii_0_CAS-III	JASGVX010000058_11	274	284	1.9e-06	24.7	13173	13994	JASGVX010000058	11	0.23357664233576642	0.21830985915492956	-1
AbiEii_0_CAS-III	JASGVX010000070_18	582	284	2.5e-10	37.5	23772	25517	JASGVX010000070	18	0.34192439862542956	0.4612676056338028	1
AbiEii_0_CAS-III	JASGVX010000070_20	256	284	3.3e-08	30.6	26404	27171	JASGVX010000070	20	0.55078125	0.4859154929577465	1
AbiEii_0_CAS-III	JASGVX010000070_3	274	284	5.3e-09	33.2	6267	7088	JASGVX010000070	3	0.39416058394160586	0.3767605633802817	1
AbiEii_0_CAS-III	JASGVX010000072_18	264	284	2.9e-05	20.9	22918	23709	JASGVX010000072	18	0.36363636363636365	0.3204225352112676	1
AbiEii_0_CAS-III	JASGVX010000073_3	593	284	0.0039	13.9	3797	5575	JASGVX010000073	3	0.03541315345699832	0.07394366197183098	-1
AbiEii_0_CAS-III	JASGVX010000082_2	248	284	1.2e-05	22.2	903	1646	JASGVX010000082	2	0.2217741935483871	0.18309859154929578	1
AbiEii_0_CAS-III	JASGVX010000082_23	252	284	8e-05	19.5	27667	28422	JASGVX010000082	23	0.32142857142857145	0.28169014084507044	1
AbiEii_0_CAS-III	JASGVX010000089_18	377	284	2.2e-08	31.1	21555	22685	JASGVX010000089	18	0.4217506631299735	0.5422535211267606	-1
AbiEii_0_CAS-III	JASGVX010000090_16	265	284	9e-08	29.1	22743	23537	JASGVX010000090	16	0.3660377358490566	0.3415492957746479	-1
AbiEii_0_CAS-III	JASGVX010000091_50	321	284	1.3e-08	31.9	45170	46132	JASGVX010000091	50	0.34890965732087226	0.397887323943662	1
AbiEii_0_CAS-III	JASGVX010000093_18	278	284	0.012	12.4	19344	20177	JASGVX010000093	18	0.27697841726618705	0.23591549295774647	-1
AbiEii_0_CAS-III	JASGVX010000093_3	355	284	3.9e-06	23.7	960	2024	JASGVX010000093	3	0.29295774647887324	0.352112676056338	-1
AbiEii_0_CAS-III	JASGVX010000100_6	259	284	0.00083	16.1	4687	5463	JASGVX010000100	6	0.3166023166023166	0.27816901408450706	-1
AbiEii_0_CAS-III	JASGVX010000101_6	238	284	1.6e-05	21.8	5154	5867	JASGVX010000101	6	0.5	0.40492957746478875	-1
AbiEii_0_CAS-III	JASGVX010000104_24	279	284	8.4e-05	19.4	28004	28840	JASGVX010000104	24	0.4551971326164875	0.43661971830985913	-1
AbiEii_0_CAS-III	JASGVX010000104_25	275	284	0.00018	18.3	28816	29640	JASGVX010000104	25	0.4909090909090909	0.47183098591549294	-1
AbiEii_0_CAS-III	JASGVX010000111_12	304	284	0.022	11.4	12494	13405	JASGVX010000111	12	0.12171052631578948	0.11971830985915492	-1
AbiEii_0_CAS-III	JASGVX010000111_3	259	284	0.0053	13.5	1524	2300	JASGVX010000111	3	0.21621621621621623	0.19014084507042253	-1
AbiEii_0_CAS-III	JASGVX010000114_12	454	284	2e-05	21.4	9845	11206	JASGVX010000114	12	0.2621145374449339	0.4119718309859155	1
AbiEii_0_CAS-III	JASGVX010000114_16	326	284	0.011	12.5	13477	14454	JASGVX010000114	16	0.10736196319018405	0.11971830985915492	1
AbiEii_0_CAS-III	JASGVX010000115_3	431	284	7.7e-06	22.8	4134	5426	JASGVX010000115	3	0.13921113689095127	0.20774647887323944	1
AbiEii_0_CAS-III	JASGVX010000126_5	328	284	1.4e-06	25.2	5103	6086	JASGVX010000126	5	0.32621951219512196	0.38380281690140844	1
AbiEii_0_CAS-III	JASGVX010000127_3	322	284	0.00056	16.7	3593	4558	JASGVX010000127	3	0.5093167701863354	0.5950704225352113	-1
AbiEii_0_CAS-III	JASGVX010000128_31	577	284	1.1e-08	32.1	27633	29363	JASGVX010000128	31	0.30155979202772965	0.3873239436619718	1
AbiEii_0_CAS-III	JASGVX010000128_32	331	284	3.9e-06	23.8	29378	30370	JASGVX010000128	32	0.22054380664652568	0.2535211267605634	1
AbiEii_0_CAS-III	JASGVX010000131_21	589	284	0.032	10.9	20644	22410	JASGVX010000131	21	0.0967741935483871	0.13380281690140844	1
AbiEii_0_CAS-III	JASGVX010000131_53	269	284	5.3e-08	29.9	58270	59076	JASGVX010000131	53	0.29739776951672864	0.27816901408450706	1
AbiEii_0_CAS-III	JASGVX010000138_11	266	284	0.00015	18.5	12250	13047	JASGVX010000138	11	0.32706766917293234	0.3028169014084507	-1
AbiEii_0_CAS-III	JASGVX010000143_30	579	284	0.00071	16.3	32544	34280	JASGVX010000143	30	0.19170984455958548	0.3274647887323944	1
AbiEii_1_CAS-III-A	JASGVX010000034_12	592	335	0.0054	13.0	16932	18707	JASGVX010000034	12	0.16891891891891891	0.23582089552238805	-1
AbiEii_1_CAS-III-A	JASGVX010000052_11	255	335	0.0017	14.7	6128	6892	JASGVX010000052	11	0.3215686274509804	0.24776119402985075	1
AbiEii_1_CAS-III-A	JASGVX010000070_18	582	335	0.01	12.1	23772	25517	JASGVX010000070	18	0.10652920962199312	0.10149253731343283	1
AbiEii_1_CAS-III-A	JASGVX010000073_4	224	335	4.8	3.3	5789	6460	JASGVX010000073	4	0.5446428571428571	0.3641791044776119	-1
AbiEii_1_CAS-III-A	JASGVX010000082_2	248	335	0.016	11.5	903	1646	JASGVX010000082	2	0.13709677419354838	0.10149253731343283	1
AbiEii_1_CAS-III-A	JASGVX010000090_16	265	335	0.0033	13.7	22743	23537	JASGVX010000090	16	0.1509433962264151	0.11343283582089553	-1
AbiEii_1_CAS-III-A	JASGVX010000100_6	259	335	6.3e-05	19.4	4687	5463	JASGVX010000100	6	0.23166023166023167	0.18507462686567164	-1
AbiEii_1_CAS-III-A	JASGVX010000111_3	259	335	8.4e-05	19.0	1524	2300	JASGVX010000111	3	0.2471042471042471	0.18507462686567164	-1
AbiEii_1_CAS-III-A	JASGVX010000138_11	266	335	0.0036	13.6	12250	13047	JASGVX010000138	11	0.16165413533834586	0.12238805970149254	-1
AbiEii_2_CAS-III-C	JASGVX010000003_18	293	440	0.022	11.1	22413	23291	JASGVX010000003	18	0.23208191126279865	0.15454545454545454	1
AbiEii_2_CAS-III-C	JASGVX010000011_7	368	440	0.00012	18.6	9454	10557	JASGVX010000011	7	0.2608695652173913	0.22954545454545455	-1
AbiEii_2_CAS-III-C	JASGVX010000045_30	267	440	0.0096	12.3	35002	35802	JASGVX010000045	30	0.23595505617977527	0.1431818181818182	-1
AbiEii_2_CAS-III-C	JASGVX010000072_18	264	440	0.0067	12.8	22918	23709	JASGVX010000072	18	0.2916666666666667	0.175	1
AbiEii_2_CAS-III-C	JASGVX010000126_5	328	440	0.0076	12.6	5103	6086	JASGVX010000126	5	0.16158536585365854	0.12045454545454545	1
Cas10_0_CAS-III	JASGVX010000079_8	826	511	3.3e-17	59.6	8841	11318	JASGVX010000079	8	0.4939467312348668	0.761252446183953	-1
Cas10_0_III	JASGVX010000079_8	826	414	1.7e-14	50.7	8841	11318	JASGVX010000079	8	0.572639225181598	0.9420289855072463	-1
Cas10_0_IIIA	JASGVX010000079_8	826	650	1.3000000000000002e-124	414.4	8841	11318	JASGVX010000079	8	0.8099273607748184	0.9984615384615385	-1
Cas10_0_IIIB	JASGVX010000079_8	826	510	4.4e-10	36.1	8841	11318	JASGVX010000079	8	0.1791767554479419	0.2823529411764706	-1
Cas10_1_CAS-III	JASGVX010000030_5	218	654	0.003	13.3	4917	5570	JASGVX010000030	5	0.3394495412844037	0.1162079510703364	1
Cas10_1_CAS-III	JASGVX010000079_8	826	654	1.3e-151	503.5	8841	11318	JASGVX010000079	8	0.8111380145278451	1.0	-1
Cas10_1_CAS-III	JASGVX010000101_19	73	654	0.028	10.1	19802	20020	JASGVX010000101	19	0.4383561643835616	0.04892966360856269	1
Cas10_4_CAS-III	JASGVX010000079_8	826	772	1.1e-11	40.7	8841	11318	JASGVX010000079	8	0.18765133171912832	0.18393782383419688	-1
