Contig	Start	End	Strand	Pos
MWMI01000001	3	725	-1	1
MWMI01000001	773	2269	1	2
MWMI01000001	5669	5839	1	3
MWMI01000001	5842	6282	1	4
MWMI01000001	6275	7036	1	5
MWMI01000001	7027	7293	1	6
MWMI01000001	7283	7507	1	7
MWMI01000001	7487	8167	-1	8
MWMI01000001	8174	8740	-1	9
MWMI01000001	8740	9210	-1	10
MWMI01000001	9207	9977	-1	11
MWMI01000001	10177	11232	1	12
MWMI01000001	11467	11901	-1	13
MWMI01000001	11959	13233	-1	14
MWMI01000001	13237	13749	1	15
MWMI01000001	13749	14195	1	16
MWMI01000001	14303	14506	1	17
MWMI01000001	14678	18079	-1	18
MWMI01000001	18178	18450	-1	19
MWMI01000001	18447	18785	-1	20
MWMI01000001	18782	19192	-1	21
MWMI01000001	19211	19774	1	22
MWMI01000001	19756	20445	1	23
MWMI01000001	20429	21685	-1	24
MWMI01000001	21811	22038	-1	25
MWMI01000001	22077	23120	1	26
MWMI01000001	23150	23860	-1	27
MWMI01000001	23898	24497	1	28
MWMI01000001	24494	24739	1	29
MWMI01000001	24736	25122	-1	30
MWMI01000001	25122	25481	-1	31
MWMI01000001	25877	26521	1	32
MWMI01000001	26891	28135	1	33
MWMI01000001	28128	29627	1	34
MWMI01000001	29652	29942	1	35
MWMI01000001	29926	31719	1	36
MWMI01000001	31729	33498	1	37
MWMI01000001	33503	33709	-1	38
MWMI01000001	33717	34724	-1	39
MWMI01000001	34803	35393	1	40
MWMI01000001	35739	37496	1	41
MWMI01000001	37473	38066	-1	42
MWMI01000001	38082	39947	-1	43
MWMI01000001	40005	40628	-1	44
MWMI01000001	40631	41254	-1	45
MWMI01000001	41292	44498	-1	46
MWMI01000001	44565	45371	1	47
MWMI01000001	45406	46740	1	48
MWMI01000001	46761	47069	1	49
MWMI01000001	47098	48096	1	50
MWMI01000001	48093	48764	1	51
MWMI01000001	48796	49068	1	52
MWMI01000001	49058	49618	-1	53
MWMI01000001	49624	49941	-1	54
MWMI01000001	49994	50293	1	55
MWMI01000001	50431	50730	-1	56
MWMI01000001	50780	50890	-1	57
MWMI01000001	50914	51456	-1	58
MWMI01000001	51446	51748	-1	59
MWMI01000001	51748	52170	-1	60
MWMI01000001	52167	52730	-1	61
