Contig	Start	End	Strand	Pos
JAMOVR010000001	158	685	-1	1
JAMOVR010000001	682	1404	-1	2
JAMOVR010000001	1405	2958	-1	3
JAMOVR010000001	2992	4011	-1	4
JAMOVR010000001	4056	4451	-1	5
JAMOVR010000002	112	747	-1	1
JAMOVR010000002	910	1827	1	2
JAMOVR010000002	1836	2699	-1	3
JAMOVR010000002	2853	4598	-1	4
JAMOVR010000002	4867	5775	1	5
JAMOVR010000002	5871	7199	-1	6
JAMOVR010000002	7511	8404	-1	7
JAMOVR010000002	8594	9874	1	8
JAMOVR010000002	9881	11152	1	9
JAMOVR010000002	11154	12419	1	10
JAMOVR010000002	12494	14044	1	11
JAMOVR010000002	14260	15519	1	12
JAMOVR010000002	15668	16444	1	13
JAMOVR010000002	16516	17148	-1	14
JAMOVR010000002	17777	18157	1	15
JAMOVR010000003	3	302	1	1
JAMOVR010000003	335	1756	-1	2
JAMOVR010000003	1778	1984	-1	3
JAMOVR010000003	2199	2528	-1	4
JAMOVR010000003	2998	3282	1	5
JAMOVR010000003	3386	3955	1	6
JAMOVR010000003	4117	4461	1	7
JAMOVR010000003	5386	7065	1	8
JAMOVR010000003	7187	8263	1	9
JAMOVR010000003	8337	9968	1	10
JAMOVR010000003	9988	10392	-1	11
JAMOVR010000003	10612	11124	1	12
JAMOVR010000003	11198	12673	1	13
JAMOVR010000003	12828	13166	1	14
JAMOVR010000003	13200	14585	-1	15
JAMOVR010000003	14884	17049	1	16
JAMOVR010000003	16957	17277	-1	17
JAMOVR010000003	17461	18114	1	18
JAMOVR010000004	3	203	1	1
JAMOVR010000004	299	1861	1	2
JAMOVR010000004	1943	2593	1	3
JAMOVR010000004	2590	3141	1	4
JAMOVR010000004	3138	4160	1	5
JAMOVR010000005	53	718	-1	1
JAMOVR010000005	954	2279	-1	2
JAMOVR010000005	2436	3107	1	3
JAMOVR010000005	3097	5244	-1	4
JAMOVR010000005	5325	5672	-1	5
JAMOVR010000005	5694	5819	-1	6
JAMOVR010000005	5972	7516	1	7
JAMOVR010000005	7655	8458	1	8
JAMOVR010000005	8922	10040	1	9
JAMOVR010000005	10507	11040	-1	10
JAMOVR010000005	11043	11867	-1	11
JAMOVR010000005	11869	13020	-1	12
JAMOVR010000005	13626	14438	1	13
JAMOVR010000005	14484	15536	1	14
JAMOVR010000005	15679	17742	1	15
JAMOVR010000006	700	1491	-1	1
JAMOVR010000006	1613	1882	-1	2
JAMOVR010000006	1898	2080	-1	3
JAMOVR010000006	2301	3551	-1	4
JAMOVR010000006	3725	4708	-1	5
JAMOVR010000006	4736	5008	-1	6
JAMOVR010000006	5010	5591	-1	7
JAMOVR010000006	5666	5929	-1	8
JAMOVR010000006	6084	6704	-1	9
JAMOVR010000006	6820	7086	-1	10
JAMOVR010000006	7177	7629	-1	11
JAMOVR010000006	7693	8700	1	12
JAMOVR010000006	8738	10030	-1	13
JAMOVR010000006	10066	10791	-1	14
JAMOVR010000006	10906	11091	1	15
JAMOVR010000006	11218	11634	1	16
JAMOVR010000006	11734	12267	1	17
JAMOVR010000006	12712	12813	1	18
JAMOVR010000006	12800	13411	1	19
JAMOVR010000006	13481	14941	1	20
JAMOVR010000006	15515	15712	1	21
JAMOVR010000006	15760	16740	1	22
JAMOVR010000006	16768	17127	-1	23
JAMOVR010000006	17315	17749	-1	24
JAMOVR010000007	56	2152	-1	1
JAMOVR010000007	2368	3633	-1	2
JAMOVR010000007	3762	4151	-1	3
JAMOVR010000007	4158	4340	-1	4
JAMOVR010000008	3	86	1	1
JAMOVR010000008	247	942	-1	2
JAMOVR010000008	1067	1552	1	3
JAMOVR010000008	1557	2675	1	4
JAMOVR010000008	2877	5054	1	5
JAMOVR010000008	5570	5821	-1	6
JAMOVR010000008	5841	5963	-1	7
JAMOVR010000008	6269	6529	-1	8
JAMOVR010000008	6742	7461	1	9
JAMOVR010000008	7558	8838	1	10
JAMOVR010000008	8930	9388	1	11
JAMOVR010000008	9418	10647	1	12
JAMOVR010000008	10827	11411	1	13
JAMOVR010000008	11509	12156	1	14
JAMOVR010000008	12448	14136	1	15
JAMOVR010000008	14231	14662	-1	16
JAMOVR010000008	14808	15929	1	17
JAMOVR010000008	15926	17731	1	18
JAMOVR010000009	2	181	1	1
JAMOVR010000009	491	2326	1	2
JAMOVR010000009	2552	4051	1	3
JAMOVR010000009	4096	4908	-1	4
JAMOVR010000009	5312	6112	-1	5
JAMOVR010000009	6172	6687	-1	6
JAMOVR010000009	6906	8342	-1	7
JAMOVR010000009	8641	9045	1	8
JAMOVR010000009	9267	12299	-1	9
JAMOVR010000009	13704	17687	1	10
JAMOVR010000010	30	974	-1	1
JAMOVR010000010	1137	3416	-1	2
JAMOVR010000010	3675	4238	1	3
JAMOVR010000011	380	1906	-1	1
JAMOVR010000011	2021	3418	-1	2
JAMOVR010000011	3396	4073	-1	3
JAMOVR010000012	3	872	-1	1
JAMOVR010000012	1145	2413	-1	2
JAMOVR010000012	2544	3011	1	3
JAMOVR010000012	3049	4269	-1	4
JAMOVR010000012	4284	5105	-1	5
JAMOVR010000012	5472	6680	-1	6
JAMOVR010000012	6686	6967	-1	7
