Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
2OG_1_CAS-I-II-III-IV-V-VI	PAAW01000068_2	206	94	1.7e-09	34.6	155	772	PAAW01000068	2	0.3883495145631068	0.9042553191489362	1
AbiEii_0_CAS-III	PAAW01000007_5	236	284	9.5e-06	21.7	2146	2853	PAAW01000007	5	0.5127118644067796	0.397887323943662	1
AbiEii_0_CAS-III	PAAW01000008_3	249	284	0.0054	12.6	2432	3178	PAAW01000008	3	0.2931726907630522	0.24647887323943662	-1
AbiEii_0_CAS-III	PAAW01000008_6	339	284	2e-09	33.8	6018	7034	PAAW01000008	6	0.471976401179941	0.5492957746478874	1
AbiEii_0_CAS-III	PAAW01000008_8	321	284	0.004	13.1	8059	9021	PAAW01000008	8	0.308411214953271	0.3274647887323944	1
AbiEii_0_CAS-III	PAAW01000009_1	381	284	0.0015	14.4	2	1144	PAAW01000009	1	0.16272965879265092	0.22535211267605634	-1
AbiEii_0_CAS-III	PAAW01000011_11	239	284	5.5e-05	19.2	13717	14433	PAAW01000011	11	0.3138075313807531	0.2535211267605634	1
AbiEii_0_CAS-III	PAAW01000011_13	338	284	0.0025	13.8	18055	19068	PAAW01000011	13	0.1952662721893491	0.2323943661971831	1
AbiEii_0_CAS-III	PAAW01000022_9	226	284	3e-06	23.3	11760	12437	PAAW01000022	9	0.37610619469026546	0.29577464788732394	1
AbiEii_0_CAS-III	PAAW01000025_2	284	284	0.00028	16.9	1491	2342	PAAW01000025	2	0.3485915492957746	0.33098591549295775	1
AbiEii_0_CAS-III	PAAW01000032_12	438	284	0.00073	15.5	16925	18238	PAAW01000032	12	0.2191780821917808	0.29225352112676056	1
AbiEii_0_CAS-III	PAAW01000037_12	526	284	0.00071	15.5	10972	12549	PAAW01000037	12	0.1634980988593156	0.29225352112676056	-1
AbiEii_0_CAS-III	PAAW01000042_10	1304	284	0.00095	15.1	8262	12173	PAAW01000042	10	0.1196319018404908	0.397887323943662	-1
AbiEii_0_CAS-III	PAAW01000046_4	250	284	0.00039	16.4	2945	3694	PAAW01000046	4	0.248	0.2112676056338028	1
AbiEii_0_CAS-III	PAAW01000048_20	592	284	0.00079	15.4	23011	24786	PAAW01000048	20	0.16047297297297297	0.2640845070422535	-1
AbiEii_0_CAS-III	PAAW01000050_5	346	284	2.9e-07	26.7	4783	5820	PAAW01000050	5	0.3265895953757225	0.397887323943662	-1
AbiEii_0_CAS-III	PAAW01000052_4	250	284	2.3e-06	23.7	8777	9526	PAAW01000052	4	0.2	0.17253521126760563	-1
AbiEii_0_CAS-III	PAAW01000061_24	538	284	0.00017	17.5	22213	23826	PAAW01000061	24	0.19144981412639406	0.35563380281690143	1
AbiEii_0_CAS-III	PAAW01000064_3	166	284	0.00014	17.8	1084	1581	PAAW01000064	3	0.5662650602409639	0.323943661971831	-1
AbiEii_1_CAS-III-A	PAAW01000022_9	226	335	0.0019	13.7	11760	12437	PAAW01000022	9	0.27876106194690264	0.1880597014925373	1
AbiEii_1_CAS-III-A	PAAW01000046_4	250	335	0.0017	13.9	2945	3694	PAAW01000046	4	0.216	0.1701492537313433	1
AbiEii_2_CAS-III-C	PAAW01000007_5	236	440	0.0027	13.3	2146	2853	PAAW01000007	5	0.2966101694915254	0.1590909090909091	1
Cas10_0_CAS-III	PAAW01000030_9	365	511	0.007	11.5	8411	9505	PAAW01000030	9	0.3013698630136986	0.1898238747553816	1
Cas11_1_IV	PAAW01000067_12	872	122	0.0087	12.7	9373	11988	PAAW01000067	12	0.06192660550458716	0.36885245901639346	1
Cas11b_0_CAS-I-B	PAAW01000038_7	299	170	0.0025	14.0	8019	8915	PAAW01000038	7	0.27424749163879597	0.45294117647058824	1
Cas12a_1_CAS-V-A	PAAW01000018_14	56	1086	0.011	9.9	12891	13058	PAAW01000018	14	0.8035714285714286	0.04604051565377532	-1
Cas12b2_0_CAS-V-B	PAAW01000025_26	137	747	0.013	10.2	27112	27522	PAAW01000025	26	0.35036496350364965	0.06559571619812583	-1
Cas12c_0_VC	PAAW01000036_4	86	1256	0.0012	12.6	6557	6814	PAAW01000036	4	0.8255813953488372	0.05652866242038217	-1
Cas12f2_1_CAS-V-F	PAAW01000016_1	66	422	0.0032	12.9	1	198	PAAW01000016	1	0.3939393939393939	0.061611374407582936	1
Cas12f2_1_CAS-V-F	PAAW01000018_14	56	422	4.9e-05	18.9	12891	13058	PAAW01000018	14	0.8035714285714286	0.0995260663507109	-1
Cas12f2_1_CAS-V-F	PAAW01000078_25	62	422	0.002	13.6	33657	33842	PAAW01000078	25	0.5	0.07582938388625593	-1
Cas12f2_2_CAS-V-F	PAAW01000016_1	66	493	0.0028	12.6	1	198	PAAW01000016	1	0.42424242424242425	0.056795131845841784	1
Cas12j_0_V-J	PAAW01000018_14	56	758	0.067	7.4	12891	13058	PAAW01000018	14	0.7142857142857143	0.047493403693931395	-1
Cas1_0_CAS-I-II-III-IV-V-VI	PAAW01000032_11	1667	317	0.017	10.5	11794	16794	PAAW01000032	11	0.020995800839832032	0.11041009463722397	-1
Cas3HD_0_CAS-I	PAAW01000017_9	440	203	0.0068	12.6	6035	7354	PAAW01000017	9	0.12954545454545455	0.2315270935960591	-1
Cas3_0_CAS-I	PAAW01000005_8	654	353	8.9e-08	27.9	16705	18666	PAAW01000005	8	0.17889908256880735	0.3371104815864023	-1
Cas3_0_CAS-I	PAAW01000009_3	373	353	5.8e-08	28.5	2954	4072	PAAW01000009	3	0.739946380697051	0.6770538243626062	1
Cas3_0_CAS-I	PAAW01000018_5	474	353	9.7e-10	34.4	4180	5601	PAAW01000018	5	0.5063291139240507	0.6770538243626062	-1
Cas3_0_CAS-I	PAAW01000058_12	849	353	1.2e-05	20.9	16544	19090	PAAW01000058	12	0.30153121319199055	0.5410764872521246	1
