Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
DSGI01000010	DSGI01000010@1	16252	16992	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[20]	['3.50e-07']	[0.551]	[0.447]	NA	NA
DSGI01000076	DSGI01000076@1	13418	14764	False	14%	0%	I-A	1.0	['Cas3_0_I']	[13]	['3.70e-07']	[0.39]	[0.542]	1	NA
DSGI01000017	DSGI01000017@2	66194	66847	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[77]	['1.80e-06']	[0.491]	[0.839]	NA	NA
DSGI01000044	DSGI01000044@1	19858	20355	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[30]	['3.70e-08']	[0.404]	[0.307]	NA	NA
DSGI01000012	DSGI01000012@1	1911	2726	False	14%	0%	I-A	2.0	['Cas6_15_CAS-I-II-III-IV-V-VI']	[4]	['2.50e-27']	[0.467]	[1.0]	-1	NA
DSGI01000073	DSGI01000073@1	16977	17915	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[18]	['4.90e-11']	[0.54]	[0.551]	NA	NA
DSGI01000074	DSGI01000074@1	15365	16045	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[21]	['7.30e-15']	[0.643]	[0.847]	NA	NA
DSGI01000082	DSGI01000082@1	1058	1699	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['8.30e-07']	[0.458]	[0.327]	NA	NA
DSGI01000080	DSGI01000080@1	5676	6386	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[7]	['5.80e-06']	[0.506]	[0.423]	NA	NA
DSGI01000049	DSGI01000049@1	1258	1524	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[2]	['3.40e-09']	[0.798]	[0.653]	NA	NA
DSGI01000047	DSGI01000047@1	1692	2300	False	0%	33%	I-A	1.0	['Cas4_0_I-II']	[4]	['1.90e-03']	[0.325]	[0.389]	NA	1
DSGI01000087	DSGI01000087@3	45590	46306	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[61]	['1.40e-04']	[0.331]	[0.358]	NA	NA
DSGI01000087	DSGI01000087@1	17946	18719	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[25]	['1.70e-04']	[0.438]	[0.373]	NA	NA
DSGI01000089	DSGI01000089@1	646	1443	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['6.90e-05']	[0.338]	[0.306]	NA	NA
DSGI01000096	DSGI01000096@1	1	3482	Ambiguous	['50%', '50%']	['NA', 'NA']	['III-B', 'III-C']	6.0	['Cas10_0_CAS-III', 'Cmr3gr5_3_CAS-III-B-III-C', 'Cmr1gr7_0_CAS-III-B-III-C']	[1, 2, 3]	['1.80e-41', '1.20e-19', '6.60e-13']	[0.719, 0.685, 0.564]	[0.552, 0.65, 0.879]	1	NA
DSGI01000102	DSGI01000102@1	15331	16038	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[17]	['4.10e-06']	[0.564]	[0.451]	NA	NA
DSGI01000029	DSGI01000029@3	20535	20990	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[23]	['2.30e-07']	[0.414]	[0.303]	NA	NA
DSGI01000102	DSGI01000102@2	24656	25393	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[26]	['1.20e-08']	[0.537]	[0.433]	NA	NA
DSGI01000029	DSGI01000029@2	8236	9021	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[10]	['3.10e-04']	[0.42]	[0.438]	NA	NA
DSGI01000079	DSGI01000079@1	2123	2842	False	0%	NA	III-B	1.0	['CorA_1_CAS-III-B']	[4]	['3.60e-04']	[0.3]	[0.544]	NA	NA
DSGI01000098	DSGI01000098@1	4916	5626	False	0%	33%	I-A	2.0	['Cas4_3_CAS-I-II-III-IV-V-VI']	[6]	['3.60e-03']	[0.329]	[0.406]	NA	1
