Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	DSGI01000010_20	247	284	3.5e-07	26.8	16252	16992	DSGI01000010	20	0.5506072874493927	0.4471830985915493	1
AbiEii_0_CAS-III	DSGI01000012_12	592	284	7.9e-07	25.6	10254	12029	DSGI01000012	12	0.16554054054054054	0.28169014084507044	1
AbiEii_0_CAS-III	DSGI01000012_61	508	284	1.9e-05	21.1	50393	51916	DSGI01000012	61	0.4744094488188976	0.4964788732394366	1
AbiEii_0_CAS-III	DSGI01000014_23	480	284	1.3e-11	41.2	16269	17708	DSGI01000014	23	0.3145833333333333	0.34507042253521125	1
AbiEii_0_CAS-III	DSGI01000017_13	250	284	0.0036	13.6	9033	9782	DSGI01000017	13	0.136	0.11619718309859155	-1
AbiEii_0_CAS-III	DSGI01000017_83	248	284	3.3e-07	26.8	70968	71711	DSGI01000017	83	0.5443548387096774	0.4612676056338028	-1
AbiEii_0_CAS-III	DSGI01000017_92	305	284	1.1e-06	25.2	77864	78778	DSGI01000017	92	0.26885245901639343	0.2746478873239437	1
AbiEii_0_CAS-III	DSGI01000019_3	527	284	3.5e-08	30.0	1559	3139	DSGI01000019	3	0.14041745730550284	0.14084507042253522	1
AbiEii_0_CAS-III	DSGI01000021_1	340	284	0.009	12.3	3	1022	DSGI01000021	1	0.058823529411764705	0.07042253521126761	-1
AbiEii_0_CAS-III	DSGI01000021_40	403	284	0.014	11.7	33809	35017	DSGI01000021	40	0.04962779156327544	0.07042253521126761	1
AbiEii_0_CAS-III	DSGI01000022_3	376	284	3e-30	102.5	835	1962	DSGI01000022	3	0.4521276595744681	0.5316901408450704	-1
AbiEii_0_CAS-III	DSGI01000026_14	514	284	0.0045	13.3	9976	11517	DSGI01000026	14	0.058365758754863814	0.10211267605633803	1
AbiEii_0_CAS-III	DSGI01000029_13	233	284	9.7e-06	22.0	10681	11379	DSGI01000029	13	0.34334763948497854	0.2640845070422535	1
AbiEii_0_CAS-III	DSGI01000051_3	221	284	8.1e-06	22.3	911	1573	DSGI01000051	3	0.24434389140271492	0.18661971830985916	-1
AbiEii_0_CAS-III	DSGI01000052_1	90	284	2.1e-08	30.8	1	270	DSGI01000052	1	0.9222222222222223	0.30985915492957744	-1
AbiEii_0_CAS-III	DSGI01000056_5	486	284	0.0034	13.7	4787	6244	DSGI01000056	5	0.16049382716049382	0.27816901408450706	1
AbiEii_0_CAS-III	DSGI01000057_5	492	284	9.9e-06	22.0	1528	3003	DSGI01000057	5	0.2764227642276423	0.34507042253521125	1
AbiEii_0_CAS-III	DSGI01000060_6	331	284	0.00029	17.2	4849	5841	DSGI01000060	6	0.2990936555891239	0.33098591549295775	-1
