Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	DALG01000002_27	934	284	0.00021	17.0	27655	30456	DALG01000002	27	0.07173447537473233	0.1443661971830986	1
AbiEii_0_CAS-III	DALG01000002_74	239	284	0.0031	13.2	84349	85065	DALG01000002	74	0.38493723849372385	0.31690140845070425	-1
AbiEii_0_CAS-III	DALG01000004_38	1144	284	2.1e-07	26.9	34088	37519	DALG01000004	38	0.23076923076923078	0.6514084507042254	-1
AbiEii_0_CAS-III	DALG01000006_109	243	284	2.6e-06	23.3	106171	106899	DALG01000006	109	0.2674897119341564	0.22887323943661972	-1
AbiEii_0_CAS-III	DALG01000015_73	317	284	6.8e-07	25.2	67605	68555	DALG01000015	73	0.3312302839116719	0.3485915492957746	1
AbiEii_0_CAS-III	DALG01000018_5	233	284	0.00025	16.8	6254	6952	DALG01000018	5	0.4334763948497854	0.35563380281690143	-1
AbiEii_0_CAS-III	DALG01000021_65	518	284	3.8e-05	19.5	51134	52687	DALG01000021	65	0.3166023166023166	0.40492957746478875	-1
Can2_Card1_17_CAS-III	DALG01000003_1	119	380	0.0009	14.1	1	357	DALG01000003	1	0.6302521008403361	0.19210526315789472	-1
Cas10_5_CAS-III	DALG01000005_23	378	838	0.0013	13.1	16305	17438	DALG01000005	23	0.1455026455026455	0.05608591885441527	1
Cas11_3_IVC	DALG01000016_6	252	116	0.0034	13.6	6784	7539	DALG01000016	6	0.32142857142857145	0.6551724137931034	-1
Cas11b_1_CAS-I-B	DALG01000002_63	95	162	0.0017	14.3	77536	77820	DALG01000002	63	0.6	0.345679012345679	1
Cas11b_2_CAS-I-B	DALG01000015_103	188	100	0.0085	12.3	96532	97095	DALG01000015	103	0.4148936170212766	0.71	1
Cas12f1_0_CAS-V-F	DALG01000006_174	387	512	1.1e-07	27.2	174590	175750	DALG01000006	174	0.5968992248062015	0.49609375	-1
Cas12f1_0_CAS-V-F	DALG01000019_1	545	512	1.5e-09	33.3	823	2457	DALG01000019	1	0.7119266055045872	0.603515625	-1
Cas12f1_1_CAS-V-F	DALG01000006_174	387	557	4.2e-14	48.1	174590	175750	DALG01000006	174	0.5348837209302325	0.40754039497307004	-1
Cas12f1_1_CAS-V-F	DALG01000019_1	545	557	3.3e-172	570.0	823	2457	DALG01000019	1	0.9908256880733946	0.9964093357271095	-1
Cas12f1_2_CAS-V-F	DALG01000006_174	387	429	2.6e-20	68.9	174590	175750	DALG01000006	174	0.5348837209302325	0.5151515151515151	-1
Cas12f1_2_CAS-V-F	DALG01000019_1	545	429	3.9000000000000004e-28	94.7	823	2457	DALG01000019	1	0.6201834862385321	0.7692307692307693	-1
Cas12f2_0_CAS-V-F	DALG01000006_174	387	517	1.6e-64	214.4	174590	175750	DALG01000006	174	0.8888888888888888	0.7079303675048356	-1
Cas12f2_1_CAS-V-F	DALG01000001_5	52	422	0.0011	14.2	2413	2568	DALG01000001	5	0.7307692307692307	0.0924170616113744	1
Cas12f2_1_CAS-V-F	DALG01000005_27	302	422	0.0036	12.5	19691	20596	DALG01000005	27	0.09271523178807947	0.06635071090047394	1
Cas12f2_1_CAS-V-F	DALG01000006_174	387	422	9.2e-54	179.2	174590	175750	DALG01000006	174	0.7622739018087855	0.7772511848341233	-1
Cas12f2_1_CAS-V-F	DALG01000019_1	545	422	8.7e-21	70.5	823	2457	DALG01000019	1	0.48073394495412847	0.5284360189573459	-1
Cas12f2_2_CAS-V-F	DALG01000006_174	387	493	5.1e-48	160.0	174590	175750	DALG01000006	174	0.7622739018087855	0.6734279918864098	-1
Cas12f2_2_CAS-V-F	DALG01000019_1	545	493	3e-12	42.0	823	2457	DALG01000019	1	0.5541284403669725	0.5212981744421906	-1
Cas12f3_0_CAS-V-F	DALG01000006_174	387	496	4.2e-38	127.6	174590	175750	DALG01000006	174	0.6976744186046512	0.5705645161290323	-1
Cas12f3_0_CAS-V-F	DALG01000019_1	545	496	4.7e-06	21.9	823	2457	DALG01000019	1	0.5577981651376147	0.5423387096774194	-1
Cas12f7_0_CAS-V-F	DALG01000006_174	387	566	5.8e-18	61.1	174590	175750	DALG01000006	174	0.6201550387596899	0.4664310954063604	-1
Cas12j_0_V-J	DALG01000006_174	387	758	0.00025	15.2	174590	175750	DALG01000006	174	0.24289405684754523	0.12532981530343007	-1
Cas12m_0_V-M	DALG01000003_20	631	577	1.3	3.5	12101	13993	DALG01000003	20	0.17274167987321712	0.18370883882149047	1
Cas12m_0_V-M	DALG01000006_174	387	577	1.3e-09	33.2	174590	175750	DALG01000006	174	0.2454780361757106	0.1681109185441941	-1
Cas12m_0_V-M	DALG01000019_1	545	577	6.9e-07	24.1	823	2457	DALG01000019	1	0.2036697247706422	0.19064124783362218	-1
Cas13a_0_CAS-VI-A	DALG01000015_9	157	165	0.0032	13.9	6151	6621	DALG01000015	9	0.6050955414012739	0.5696969696969697	-1
Cas1_0_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	317	3e-80	265.7	3360	4343	DALG01000019	4	0.9634146341463414	1.0	-1
Cas1_0_I-II-III	DALG01000019_4	328	327	4.2e-80	265.3	3360	4343	DALG01000019	4	0.9786585365853658	1.0	-1
Cas1_0_I-II-III-V	DALG01000019_4	328	315	9.9e-67	221.1	3360	4343	DALG01000019	4	0.9603658536585366	0.9968253968253968	-1
Cas1_0_IA	DALG01000019_4	328	347	1.7999999999999998e-35	118.5	3360	4343	DALG01000019	4	0.8628048780487805	0.8357348703170029	-1
Cas1_0_IC	DALG01000019_4	328	340	2.4e-51	171.0	3360	4343	DALG01000019	4	0.975609756097561	0.9764705882352941	-1
Cas1_0_IE	DALG01000019_4	328	269	8.7e-12	40.9	3360	4343	DALG01000019	4	0.5030487804878049	0.6096654275092936	-1
Cas1_0_II	DALG01000019_4	328	278	7.5e-27	90.4	3360	4343	DALG01000019	4	0.7713414634146342	0.841726618705036	-1
Cas1_0_V	DALG01000019_4	328	317	1.3999999999999998e-29	99.2	3360	4343	DALG01000019	4	0.8048780487804879	0.804416403785489	-1
Cas1_1_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	261	8e-65	214.8	3360	4343	DALG01000019	4	0.7896341463414634	1.0	-1
Cas1_3_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	262	2.5e-11	39.4	3360	4343	DALG01000019	4	0.5670731707317073	0.732824427480916	-1
Cas1_4_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	275	1.6000000000000001e-27	92.5	3360	4343	DALG01000019	4	0.7713414634146342	0.8254545454545454	-1
Cas1_5_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	338	2.1e-51	171.1	3360	4343	DALG01000019	4	0.9725609756097561	0.9792899408284024	-1
Cas1_6_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	320	7.5e-40	133.2	3360	4343	DALG01000019	4	0.948170731707317	0.965625	-1
Cas1_7_CAS-I-II-III-IV-V-VI	DALG01000019_4	328	328	6.100000000000001e-74	245.1	3360	4343	DALG01000019	4	0.9878048780487805	0.9847560975609756	-1
