Contig	Start	End	Strand	Pos
DALG01000001	168	638	-1	1
DALG01000001	626	1369	-1	2
DALG01000001	1438	1833	1	3
DALG01000001	1877	2257	1	4
DALG01000001	2413	2568	1	5
DALG01000001	2571	3383	1	6
DALG01000001	3380	4390	1	7
DALG01000001	4387	6291	-1	8
DALG01000001	6461	7906	-1	9
DALG01000001	7916	8737	-1	10
DALG01000001	8814	9227	1	11
DALG01000001	9374	9613	1	12
DALG01000001	9750	9872	1	13
DALG01000001	9869	10747	-1	14
DALG01000001	10784	11068	-1	15
DALG01000001	11133	11480	1	16
DALG01000001	11520	12563	1	17
DALG01000001	13570	27213	-1	18
DALG01000001	27406	28638	-1	19
DALG01000001	28957	30423	1	20
DALG01000001	30514	31230	-1	21
DALG01000001	31240	31503	-1	22
DALG01000001	31508	31702	-1	23
DALG01000001	31754	34429	-1	24
DALG01000001	34454	36022	-1	25
DALG01000001	36132	36344	1	26
DALG01000001	36495	36899	-1	27
DALG01000001	36901	37539	-1	28
DALG01000001	37556	38335	-1	29
DALG01000001	38546	40048	1	30
DALG01000001	40070	40747	-1	31
DALG01000001	40989	41303	1	32
DALG01000001	41309	41698	1	33
DALG01000001	41702	42961	-1	34
DALG01000001	43074	43757	1	35
DALG01000001	43775	43987	1	36
DALG01000001	44021	44362	1	37
DALG01000001	44398	44865	1	38
DALG01000001	44903	45397	1	39
DALG01000001	45451	48810	1	40
DALG01000001	48849	49871	1	41
DALG01000001	49872	50276	-1	42
DALG01000001	50343	51128	-1	43
DALG01000001	51163	52350	-1	44
DALG01000001	52369	52674	-1	45
DALG01000001	52737	53033	1	46
DALG01000001	53059	53373	-1	47
DALG01000001	53382	54701	-1	48
DALG01000001	54739	55740	-1	49
DALG01000001	55805	56020	1	50
DALG01000001	56001	56441	1	51
DALG01000001	56431	57993	-1	52
DALG01000001	58026	58652	-1	53
DALG01000001	58658	59251	-1	54
DALG01000001	59643	61370	-1	55
DALG01000001	61488	61793	-1	56
DALG01000001	61887	62561	1	57
DALG01000001	62570	62695	-1	58
