Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JAACUZ010000002_1	1126	284	5.8e-06	22.5	337	3714	JAACUZ010000002	1	0.3907637655417407	0.8767605633802817	-1
AbiEii_0_CAS-III	JAACUZ010000010_11	1020	284	7.5e-07	25.4	12557	15616	JAACUZ010000010	11	0.058823529411764705	0.07394366197183098	-1
AbiEii_0_CAS-III	JAACUZ010000016_6	109	284	0.0076	12.2	4353	4679	JAACUZ010000016	6	0.22935779816513763	0.08450704225352113	-1
AbiEii_0_CAS-III	JAACUZ010000020_2	390	284	0.0043	13.1	1512	2681	JAACUZ010000020	2	0.25384615384615383	0.3626760563380282	-1
AbiEii_0_CAS-III	JAACUZ010000022_4	400	284	0.00072	15.6	2084	3283	JAACUZ010000022	4	0.24	0.3204225352112676	-1
AbiEii_0_CAS-III	JAACUZ010000022_8	44	284	0.00017	17.6	7338	7469	JAACUZ010000022	8	0.7045454545454546	0.1056338028169014	1
AbiEii_0_CAS-III	JAACUZ010000043_3	279	284	1.5e-07	27.7	1980	2816	JAACUZ010000043	3	0.3727598566308244	0.36619718309859156	1
AbiEii_0_CAS-III	JAACUZ010000056_1	258	284	0.0015	14.6	175	948	JAACUZ010000056	1	0.3643410852713178	0.31690140845070425	1
AbiEii_0_CAS-III	JAACUZ010000072_9	225	284	0.00039	16.5	9434	10108	JAACUZ010000072	9	0.6222222222222222	0.4788732394366197	-1
AbiEii_0_CAS-III	JAACUZ010000073_12	261	284	2.2e-05	20.6	11676	12458	JAACUZ010000073	12	0.31800766283524906	0.29225352112676056	1
AbiEii_0_CAS-III	JAACUZ010000075_2	1150	284	5.2e-05	19.3	1707	5156	JAACUZ010000075	2	0.35391304347826086	0.8485915492957746	-1
AbiEii_0_CAS-III	JAACUZ010000084_2	581	284	0.014	11.4	2066	3808	JAACUZ010000084	2	0.16006884681583478	0.2323943661971831	1
AbiEii_0_CAS-III	JAACUZ010000119_3	252	284	1.1e-05	21.5	2131	2886	JAACUZ010000119	3	0.10317460317460317	0.09154929577464789	1
AbiEii_2_CAS-III-C	JAACUZ010000022_8	44	440	1.1e-05	21.3	7338	7469	JAACUZ010000022	8	0.7727272727272727	0.07954545454545454	1
Cas10_0_CAS-III	JAACUZ010000035_8	139	511	0.016	10.4	7278	7694	JAACUZ010000035	8	0.8992805755395683	0.24266144814090018	1
Cas10_0_III	JAACUZ010000123_4	229	414	0.002	13.5	2411	3097	JAACUZ010000123	4	0.5458515283842795	0.19806763285024154	1
Cas10_1_CAS-III	JAACUZ010000013_7	52	654	0.00072	14.6	5527	5682	JAACUZ010000013	7	0.7307692307692307	0.05504587155963303	1
Cas10_1_CAS-III	JAACUZ010000065_2	52	654	0.012	10.6	887	1042	JAACUZ010000065	2	0.9230769230769231	0.053516819571865444	1
Cas10_1_CAS-III	JAACUZ010000088_9	350	654	0.0039	12.2	7168	8217	JAACUZ010000088	9	0.4714285714285714	0.22324159021406728	1
Cas10d_0_CAS-I-D	JAACUZ010000117_2	478	807	0.0086	10.6	2093	3526	JAACUZ010000117	2	0.2217573221757322	0.12639405204460966	1
Cas11b_0_CAS-I-B	JAACUZ010000125_7	131	170	0.0065	12.7	5213	5605	JAACUZ010000125	7	0.4580152671755725	0.3411764705882353	1
Cas11d2_0_CAS-I-D	JAACUZ010000059_1	165	212	0.0055	13.3	335	829	JAACUZ010000059	1	0.26666666666666666	0.20754716981132076	1
Cas12a_1_CAS-V-A	JAACUZ010000064_5	53	1086	2.2	2.4	5274	5432	JAACUZ010000064	5	0.6226415094339622	0.03130755064456722	1
Cas12f1_2_CAS-V-F	JAACUZ010000119_7	172	429	0.0079	11.6	4834	5349	JAACUZ010000119	7	0.75	0.2773892773892774	1
Cas12f2_1_CAS-V-F	JAACUZ010000037_21	63	422	0.0026	13.3	19832	20020	JAACUZ010000037	21	0.746031746031746	0.10900473933649289	-1
Cas12f2_2_CAS-V-F	JAACUZ010000037_21	63	493	0.0016	13.5	19832	20020	JAACUZ010000037	21	0.5555555555555556	0.07302231237322515	-1
Cas12f2_2_CAS-V-F	JAACUZ010000080_6	426	493	0.0039	12.2	5910	7187	JAACUZ010000080	6	0.2323943661971831	0.20081135902636918	-1
Cas12m_0_V-M	JAACUZ010000012_4	83	577	0.0022	12.8	3519	3767	JAACUZ010000012	4	0.3614457831325301	0.05545927209705372	-1
Cas1_0_CAS-I-II-III-IV-V-VI	JAACUZ010000175_3	329	317	6.2e-102	337.3	913	1899	JAACUZ010000175	3	0.939209726443769	0.9936908517350158	1
Cas1_0_CAS-III-B	JAACUZ010000175_3	329	266	0.00017	17.6	913	1899	JAACUZ010000175	3	0.24316109422492402	0.31203007518796994	1
Cas1_0_I-II-III	JAACUZ010000073_11	337	327	0.0039	12.7	10633	11643	JAACUZ010000073	11	0.21364985163204747	0.13149847094801223	1
Cas1_0_I-II-III	JAACUZ010000175_3	329	327	5.1e-96	317.9	913	1899	JAACUZ010000175	3	0.9544072948328267	0.9938837920489296	1
Cas1_0_I-II-III-V	JAACUZ010000175_3	329	315	5e-86	284.8	913	1899	JAACUZ010000175	3	0.9361702127659575	0.9904761904761905	1
Cas1_0_IA	JAACUZ010000175_3	329	347	2.9999999999999998e-40	134.6	913	1899	JAACUZ010000175	3	0.8541033434650456	0.8443804034582133	1
Cas1_0_IC	JAACUZ010000175_3	329	340	6.1e-53	176.5	913	1899	JAACUZ010000175	3	0.9544072948328267	0.9705882352941176	1
Cas1_0_IE	JAACUZ010000175_3	329	269	7.8e-11	38.1	913	1899	JAACUZ010000175	3	0.6474164133738601	0.79182156133829	1
Cas1_0_IF	JAACUZ010000175_3	329	307	1.8e-10	37.0	913	1899	JAACUZ010000175	3	0.7355623100303952	0.8566775244299675	1
Cas1_0_II	JAACUZ010000175_3	329	278	3.9e-11	39.1	913	1899	JAACUZ010000175	3	0.7750759878419453	0.8669064748201439	1
