Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JAVYTI010000001_211	244	284	9.2e-06	22.1	203116	203847	JAVYTI010000001	211	0.3073770491803279	0.25	1
AbiEii_0_CAS-III	JAVYTI010000001_218	262	284	0.00083	15.7	209026	209811	JAVYTI010000001	218	0.31679389312977096	0.28169014084507044	-1
AbiEii_0_CAS-III	JAVYTI010000001_48	363	284	1.4e-05	21.5	50819	51907	JAVYTI010000001	48	0.20385674931129477	0.25704225352112675	1
AbiEii_0_CAS-III	JAVYTI010000001_57	247	284	6.7e-08	29.1	58553	59293	JAVYTI010000001	57	0.46153846153846156	0.3873239436619718	1
AbiEii_0_CAS-III	JAVYTI010000002_104	530	284	1.2e-09	34.9	93113	94702	JAVYTI010000002	104	0.26037735849056604	0.4014084507042254	1
AbiEii_0_CAS-III	JAVYTI010000002_27	323	284	0.00021	17.6	24162	25130	JAVYTI010000002	27	0.43653250773993807	0.4823943661971831	1
AbiEii_0_CAS-III	JAVYTI010000002_51	254	284	9.6e-06	22.0	48326	49087	JAVYTI010000002	51	0.4251968503937008	0.36971830985915494	-1
AbiEii_0_CAS-III	JAVYTI010000003_106	502	284	2.1e-07	27.5	98392	99897	JAVYTI010000003	106	0.40836653386454186	0.6091549295774648	-1
AbiEii_0_CAS-III	JAVYTI010000003_53	336	284	1.5e-06	24.6	41753	42760	JAVYTI010000003	53	0.2916666666666667	0.2852112676056338	-1
AbiEii_0_CAS-III	JAVYTI010000003_58	248	284	0.0087	12.3	48078	48821	JAVYTI010000003	58	0.20161290322580644	0.176056338028169	1
AbiEii_0_CAS-III	JAVYTI010000003_88	304	284	0.0014	14.9	76384	77295	JAVYTI010000003	88	0.24013157894736842	0.2535211267605634	1
AbiEii_0_CAS-III	JAVYTI010000004_10	542	284	3.2e-12	43.3	10430	12055	JAVYTI010000004	10	0.3210332103321033	0.3873239436619718	-1
AbiEii_0_CAS-III	JAVYTI010000005_36	269	284	0.00084	15.7	32944	33750	JAVYTI010000005	36	0.23048327137546468	0.2112676056338028	-1
AbiEii_0_CAS-III	JAVYTI010000005_38	276	284	0.00099	15.4	35007	35834	JAVYTI010000005	38	0.40217391304347827	0.36619718309859156	-1
AbiEii_0_CAS-III	JAVYTI010000005_39	284	284	6.1e-05	19.4	35840	36691	JAVYTI010000005	39	0.3204225352112676	0.3028169014084507	-1
AbiEii_0_CAS-III	JAVYTI010000005_53	315	284	6.3e-06	22.6	48128	49072	JAVYTI010000005	53	0.39365079365079364	0.4084507042253521	-1
