Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
AHJL01000005	AHJL01000005@22	707194	707637	False	0%	NA	III-A	1.0	['AbiEii_1_CAS-III-A']	[839]	['2.20e-03']	[0.777]	[0.34]	NA	NA
AHJL01000005	AHJL01000005@45	1529152	1529499	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[1749]	['3.30e-18']	[0.793]	[0.847]	NA	NA
AHJL01000005	AHJL01000005@3	120714	121049	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[138]	['3.00e-06']	[0.545]	[0.5]	NA	NA
AHJL01000005	AHJL01000005@46	1565029	1565958	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1789]	['1.50e-09']	[0.313]	[0.324]	NA	NA
AHJL01000005	AHJL01000005@30	903866	904294	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1074]	['2.00e-06']	[0.769]	[0.551]	NA	NA
AHJL01000005	AHJL01000005@26	846490	847191	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1007]	['8.10e-04']	[0.376]	[0.327]	NA	NA
AHJL01000005	AHJL01000005@51	1621504	1622106	False	0%	33%	I-A	1.0	['Cas4_0_I-II']	[1852]	['1.80e-03']	[0.428]	[0.489]	NA	1
AHJL01000005	AHJL01000005@4	139012	139473	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[165]	['1.40e-05']	[0.519]	[0.688]	NA	NA
AHJL01000005	AHJL01000005@44	1523763	1524593	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[1743]	['1.00e-07']	[0.549]	[0.437]	NA	NA
AHJL01000001	AHJL01000001@1	22726	23439	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[25]	['5.80e-05']	[0.336]	[0.475]	NA	-1
AHJL01000001	AHJL01000001@5	175844	176584	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[213]	['7.00e-09']	[0.575]	[0.408]	NA	NA
