Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	AHJL01000001_213	247	284	7e-09	33.1	175844	176584	AHJL01000001	213	0.5748987854251012	0.4084507042253521	1
AbiEii_0_CAS-III	AHJL01000001_230	607	284	1.3e-06	25.7	187399	189219	AHJL01000001	230	0.11367380560131796	0.16549295774647887	-1
AbiEii_0_CAS-III	AHJL01000001_260	453	284	0.0037	14.3	211379	212737	AHJL01000001	260	0.2869757174392936	0.43309859154929575	1
AbiEii_0_CAS-III	AHJL01000001_283	156	284	0.0069	13.4	230277	230744	AHJL01000001	283	0.358974358974359	0.19718309859154928	-1
AbiEii_0_CAS-III	AHJL01000001_346	333	284	1.7e-07	28.6	287720	288718	AHJL01000001	346	0.3843843843843844	0.44366197183098594	-1
AbiEii_0_CAS-III	AHJL01000001_486	286	284	0.00014	19.0	397540	398397	AHJL01000001	486	0.36013986013986016	0.3380281690140845	1
AbiEii_0_CAS-III	AHJL01000001_666	300	284	3.5e-10	37.4	551555	552454	AHJL01000001	666	0.79	0.795774647887324	-1
AbiEii_0_CAS-III	AHJL01000001_795	531	284	9.1e-06	22.9	688982	690574	AHJL01000001	795	0.24293785310734464	0.2746478873239437	-1
AbiEii_0_CAS-III	AHJL01000001_87	496	284	0.00012	19.2	74338	75825	AHJL01000001	87	0.2540322580645161	0.4154929577464789	1
AbiEii_0_CAS-III	AHJL01000003_70	111	284	1.7e-06	25.3	56640	56972	AHJL01000003	70	0.3963963963963964	0.15492957746478872	-1
AbiEii_0_CAS-III	AHJL01000003_89	298	284	2.1e-07	28.3	73835	74728	AHJL01000003	89	0.39932885906040266	0.39436619718309857	-1
AbiEii_0_CAS-III	AHJL01000005_1007	234	284	0.00081	16.5	846490	847191	AHJL01000005	1007	0.37606837606837606	0.3274647887323944	-1
AbiEii_0_CAS-III	AHJL01000005_1018	770	284	3e-05	21.2	854965	857274	AHJL01000005	1018	0.053246753246753244	0.07394366197183098	1
AbiEii_0_CAS-III	AHJL01000005_1063	618	284	7.1e-06	23.2	894769	896622	AHJL01000005	1063	0.3511326860841424	0.4647887323943662	1
AbiEii_0_CAS-III	AHJL01000005_108	276	284	4.2e-07	27.3	93840	94667	AHJL01000005	108	0.213768115942029	0.20422535211267606	1
AbiEii_0_CAS-III	AHJL01000005_1163	247	284	8.8e-06	22.9	980786	981526	AHJL01000005	1163	0.3684210526315789	0.30633802816901406	1
AbiEii_0_CAS-III	AHJL01000005_1299	276	284	2.5e-07	28.0	1101989	1102816	AHJL01000005	1299	0.40217391304347827	0.40492957746478875	1
AbiEii_0_CAS-III	AHJL01000005_1383	292	284	3.2e-05	21.1	1180801	1181676	AHJL01000005	1383	0.2226027397260274	0.22183098591549297	1
AbiEii_0_CAS-III	AHJL01000005_1401	372	284	0.022	11.8	1192065	1193180	AHJL01000005	1401	0.3521505376344086	0.4471830985915493	-1
AbiEii_0_CAS-III	AHJL01000005_1462	864	284	0.0054	13.8	1259109	1261700	AHJL01000005	1462	0.18171296296296297	0.545774647887324	1
AbiEii_0_CAS-III	AHJL01000005_1516	313	284	0.0033	14.5	1314459	1315397	AHJL01000005	1516	0.25878594249201275	0.28169014084507044	1
