Contig	Start	End	Strand	Pos
JAKPCO010000001	1	372	-1	1
JAKPCO010000001	1041	1592	1	2
JAKPCO010000001	2530	4104	1	3
JAKPCO010000001	4101	4856	1	4
JAKPCO010000001	4922	5848	1	5
JAKPCO010000001	5845	6675	1	6
JAKPCO010000001	6662	7591	1	7
JAKPCO010000001	7582	8328	1	8
JAKPCO010000001	8348	8764	-1	9
JAKPCO010000001	8879	9799	1	10
JAKPCO010000001	9837	11285	1	11
JAKPCO010000001	11304	12680	1	12
JAKPCO010000001	12721	13713	-1	13
JAKPCO010000001	13710	14444	-1	14
JAKPCO010000001	14507	14815	-1	15
JAKPCO010000001	15185	15856	1	16
JAKPCO010000001	15917	17038	1	17
JAKPCO010000001	17055	18371	1	18
JAKPCO010000001	18468	19199	-1	19
JAKPCO010000001	19355	20140	-1	20
JAKPCO010000001	20318	20683	-1	21
JAKPCO010000001	20680	21282	-1	22
JAKPCO010000001	21282	22022	-1	23
JAKPCO010000001	22040	22498	-1	24
JAKPCO010000001	22830	23366	-1	25
JAKPCO010000001	23363	23815	-1	26
JAKPCO010000001	23812	23970	-1	27
JAKPCO010000001	24109	24657	-1	28
JAKPCO010000001	24654	25409	-1	29
JAKPCO010000001	26060	26476	-1	30
JAKPCO010000001	26480	27832	-1	31
JAKPCO010000001	27837	28721	-1	32
JAKPCO010000001	28972	29757	1	33
JAKPCO010000001	30098	30412	-1	34
JAKPCO010000001	30433	31539	-1	35
JAKPCO010000001	31787	32185	-1	36
JAKPCO010000001	32331	34340	1	37
JAKPCO010000001	34361	36064	1	38
JAKPCO010000001	36090	37205	1	39
JAKPCO010000001	37239	38207	1	40
JAKPCO010000001	38204	38872	1	41
JAKPCO010000001	38964	39620	-1	42
JAKPCO010000001	39750	40577	-1	43
JAKPCO010000001	40830	41399	-1	44
JAKPCO010000001	41396	43963	-1	45
JAKPCO010000001	44052	44540	1	46
JAKPCO010000001	44896	45483	-1	47
JAKPCO010000001	45729	45941	1	48
JAKPCO010000001	45938	46486	1	49
JAKPCO010000001	46635	49487	-1	50
JAKPCO010000001	49499	50653	-1	51
JAKPCO010000001	50735	51748	1	52
JAKPCO010000002	316	1797	1	1
JAKPCO010000003	1	438	-1	1
JAKPCO010000003	481	1026	-1	2
JAKPCO010000003	1058	2683	-1	3
JAKPCO010000003	3845	5134	1	4
JAKPCO010000003	5106	6131	1	5
JAKPCO010000003	6397	7131	-1	6
JAKPCO010000003	7136	8473	-1	7
JAKPCO010000003	8470	8889	-1	8
JAKPCO010000003	9086	9493	-1	9
JAKPCO010000003	9554	9943	-1	10
JAKPCO010000003	10234	10518	1	11
JAKPCO010000003	10591	11100	-1	12
JAKPCO010000003	11137	11799	-1	13
JAKPCO010000003	12436	13719	-1	14
JAKPCO010000003	13804	14745	1	15
JAKPCO010000003	14750	15190	-1	16
JAKPCO010000003	15528	16307	1	17
JAKPCO010000003	16544	17128	-1	18
JAKPCO010000003	17196	17858	-1	19
JAKPCO010000003	17983	18165	-1	20
JAKPCO010000003	18327	19607	-1	21
JAKPCO010000003	20146	20394	1	22
JAKPCO010000003	20662	20985	-1	23
JAKPCO010000003	21314	21925	1	24
JAKPCO010000003	21903	22610	-1	25
JAKPCO010000003	22662	23321	1	26
JAKPCO010000003	23513	23998	1	27
JAKPCO010000003	24228	24731	-1	28
JAKPCO010000003	24745	25917	-1	29
JAKPCO010000003	26003	26410	-1	30
JAKPCO010000003	26992	28059	-1	31
JAKPCO010000004	3	134	-1	1
JAKPCO010000004	291	1784	-1	2
JAKPCO010000004	2046	2801	1	3
JAKPCO010000004	2876	4681	1	4
JAKPCO010000004	4674	5429	1	5
JAKPCO010000004	5459	6358	1	6
JAKPCO010000005	2	280	1	1
JAKPCO010000005	327	1373	1	2
JAKPCO010000006	3	119	1	1
JAKPCO010000006	787	1257	1	2
JAKPCO010000006	1263	2369	1	3
JAKPCO010000006	2509	3051	-1	4
JAKPCO010000006	3087	3812	-1	5
JAKPCO010000006	3815	4066	-1	6
JAKPCO010000006	4154	5104	-1	7
JAKPCO010000006	5176	5784	-1	8
JAKPCO010000006	5829	6380	-1	9
JAKPCO010000006	6426	7043	-1	10
JAKPCO010000006	7040	7738	-1	11
JAKPCO010000006	7735	8496	-1	12
JAKPCO010000006	8493	9734	-1	13
JAKPCO010000006	9885	10904	1	14
JAKPCO010000006	10901	11482	1	15
JAKPCO010000006	11563	11973	-1	16
JAKPCO010000007	2	301	1	1
JAKPCO010000007	568	864	1	2
JAKPCO010000007	1017	1679	-1	3
JAKPCO010000007	1814	2017	-1	4
JAKPCO010000007	2222	2710	-1	5
JAKPCO010000007	2707	3081	-1	6
JAKPCO010000008	2	442	1	1
JAKPCO010000008	439	828	1	2
JAKPCO010000008	831	1403	1	3
JAKPCO010000008	1418	1606	1	4
JAKPCO010000008	1631	3334	1	5
JAKPCO010000008	3346	3930	1	6
JAKPCO010000009	3	365	-1	1
JAKPCO010000009	543	2285	-1	2
JAKPCO010000009	2301	2459	1	3
JAKPCO010000009	2505	3740	1	4
JAKPCO010000009	3899	4480	-1	5
JAKPCO010000009	4598	4906	-1	6
JAKPCO010000009	4922	6196	-1	7
JAKPCO010000009	6264	8456	-1	8
JAKPCO010000009	8690	10003	-1	9
JAKPCO010000009	10119	11066	1	10
JAKPCO010000009	11086	12300	-1	11
JAKPCO010000009	12774	13694	-1	12
JAKPCO010000009	13703	17110	-1	13
JAKPCO010000009	17366	18250	1	14
JAKPCO010000009	18358	19635	-1	15
JAKPCO010000009	19770	20486	1	16
JAKPCO010000009	20507	21085	-1	17
JAKPCO010000009	21224	21664	1	18
JAKPCO010000009	22422	22541	1	19
JAKPCO010000009	22820	23626	1	20
JAKPCO010000009	24113	24592	1	21
JAKPCO010000009	24866	25783	1	22
JAKPCO010000009	26264	27460	1	23
JAKPCO010000009	27527	27805	1	24
JAKPCO010000009	28359	28592	1	25
JAKPCO010000009	28733	29752	1	26
JAKPCO010000009	29742	30575	1	27
JAKPCO010000009	30575	32254	1	28
JAKPCO010000009	32450	35395	-1	29
JAKPCO010000009	35906	36874	-1	30
JAKPCO010000009	36871	37701	-1	31
JAKPCO010000009	37698	38183	-1	32
JAKPCO010000009	38536	43977	1	33
JAKPCO010000009	44296	45030	-1	34
JAKPCO010000009	45140	45490	-1	35
JAKPCO010000009	45477	46109	-1	36
JAKPCO010000009	46106	46786	-1	37
JAKPCO010000009	47740	48096	1	38
JAKPCO010000009	48077	49204	1	39
JAKPCO010000009	49256	50122	1	40
JAKPCO010000009	50123	50794	-1	41
JAKPCO010000009	51016	51957	-1	42
JAKPCO010000009	51962	52861	-1	43
JAKPCO010000009	53153	53545	1	44
JAKPCO010000009	53720	54616	1	45
JAKPCO010000009	55083	55778	-1	46
JAKPCO010000009	55795	55914	1	47
JAKPCO010000009	56089	56754	1	48
JAKPCO010000009	56759	57649	1	49
JAKPCO010000009	57785	58885	1	50
JAKPCO010000009	58890	59657	1	51
JAKPCO010000009	59810	60613	-1	52
JAKPCO010000009	60610	60927	-1	53
JAKPCO010000009	61497	62774	1	54
JAKPCO010000009	62991	64775	1	55
JAKPCO010000009	64772	65359	1	56
JAKPCO010000009	65380	65826	1	57
JAKPCO010000009	66054	66269	-1	58
JAKPCO010000009	66701	67033	-1	59
JAKPCO010000009	67030	67986	-1	60
JAKPCO010000009	68871	70445	1	61
JAKPCO010000009	70448	71245	-1	62
JAKPCO010000009	71757	72752	1	63
JAKPCO010000009	72838	74121	-1	64
JAKPCO010000009	74654	75292	-1	65
JAKPCO010000009	75362	76528	1	66
JAKPCO010000009	76546	77016	-1	67
JAKPCO010000009	77033	77788	-1	68
JAKPCO010000009	77808	78227	-1	69
JAKPCO010000010	3	296	1	1
JAKPCO010000010	289	738	1	2
JAKPCO010000010	754	1158	1	3
JAKPCO010000010	1172	1576	1	4
JAKPCO010000010	1591	1653	1	5
JAKPCO010000011	1	309	-1	1
JAKPCO010000011	609	1115	-1	2
JAKPCO010000011	1112	1279	-1	3
JAKPCO010000011	1378	1680	1	4
JAKPCO010000011	1805	2290	1	5
JAKPCO010000011	2292	2657	1	6
JAKPCO010000012	2	301	1	1
JAKPCO010000012	345	920	1	2
JAKPCO010000012	1354	2319	1	3
JAKPCO010000013	2	907	-1	1
JAKPCO010000013	1554	1775	1	2
JAKPCO010000013	2408	2653	-1	3
JAKPCO010000013	2726	2998	-1	4
JAKPCO010000013	3194	3406	-1	5
JAKPCO010000014	1	123	-1	1
JAKPCO010000014	128	1177	-1	2
JAKPCO010000014	1174	1647	-1	3
JAKPCO010000014	1669	2748	-1	4
JAKPCO010000014	2748	3944	-1	5
JAKPCO010000014	3944	4351	-1	6
JAKPCO010000014	4348	5445	-1	7
JAKPCO010000015	331	2808	1	1
JAKPCO010000016	3	482	1	1
JAKPCO010000016	715	849	-1	2
JAKPCO010000016	1132	1890	-1	3
JAKPCO010000016	1900	2565	-1	4
JAKPCO010000016	2558	2707	-1	5
JAKPCO010000016	2718	3032	-1	6
JAKPCO010000016	3035	3301	-1	7
JAKPCO010000016	3298	3588	-1	8
JAKPCO010000016	3585	3767	-1	9
JAKPCO010000016	4205	5920	1	10
JAKPCO010000016	5889	6086	1	11
JAKPCO010000016	6079	6414	1	12
JAKPCO010000016	6411	6776	1	13
JAKPCO010000016	6730	7122	1	14
JAKPCO010000016	7302	7847	1	15
JAKPCO010000017	1	645	1	1
JAKPCO010000017	659	1897	1	2
JAKPCO010000017	1894	2976	1	3
JAKPCO010000017	2979	3764	1	4
JAKPCO010000017	3764	4963	1	5
JAKPCO010000017	5010	5714	-1	6
JAKPCO010000017	5716	7068	-1	7
JAKPCO010000017	7593	9395	1	8
JAKPCO010000017	9627	11150	1	9
JAKPCO010000017	11352	11660	-1	10
JAKPCO010000017	12311	12934	1	11
JAKPCO010000017	12940	16671	-1	12
JAKPCO010000017	16676	18007	-1	13
JAKPCO010000017	18009	20222	-1	14
JAKPCO010000017	20233	20580	-1	15
JAKPCO010000017	20605	21501	-1	16
JAKPCO010000017	21514	22341	-1	17
JAKPCO010000017	22338	23399	-1	18
JAKPCO010000017	23396	24265	-1	19
JAKPCO010000017	24279	25556	-1	20
JAKPCO010000018	569	733	-1	1
JAKPCO010000018	720	1664	-1	2
JAKPCO010000019	3	4691	1	1
JAKPCO010000019	4678	5070	1	2
JAKPCO010000019	5077	6912	1	3
JAKPCO010000019	6930	7505	1	4
JAKPCO010000019	7524	8120	1	5
JAKPCO010000020	3	2747	1	1
JAKPCO010000021	175	336	1	1
JAKPCO010000021	400	987	1	2
JAKPCO010000021	1011	1133	1	3
JAKPCO010000021	1099	1389	1	4
JAKPCO010000021	1386	1661	1	5
JAKPCO010000021	1658	2056	1	6
JAKPCO010000021	2092	2460	1	7
JAKPCO010000021	2441	2836	1	8
JAKPCO010000021	2833	3222	1	9
JAKPCO010000021	3234	3866	1	10
JAKPCO010000021	3866	4093	1	11
JAKPCO010000021	4096	4299	1	12
JAKPCO010000021	4293	4571	1	13
