Contig	Start	End	Strand	Pos
JAACVF010000001	132	1505	-1	1
JAACVF010000001	1764	2126	-1	2
JAACVF010000001	2183	2998	-1	3
JAACVF010000001	3114	4082	-1	4
JAACVF010000001	4146	4355	-1	5
JAACVF010000001	4382	4585	-1	6
JAACVF010000001	5432	6247	-1	7
JAACVF010000001	6849	7409	-1	8
JAACVF010000001	7618	8427	1	9
JAACVF010000001	8554	9363	-1	10
JAACVF010000001	9475	9789	1	11
JAACVF010000001	9910	10170	1	12
JAACVF010000001	10167	11282	-1	13
JAACVF010000001	11403	12983	-1	14
JAACVF010000001	13249	13398	-1	15
JAACVF010000001	13538	14650	-1	16
JAACVF010000002	2	136	1	1
JAACVF010000002	264	1463	1	2
JAACVF010000002	1602	1991	1	3
JAACVF010000002	2062	2154	1	4
JAACVF010000002	2190	2291	1	5
JAACVF010000002	2631	3206	1	6
JAACVF010000002	3291	4961	1	7
JAACVF010000002	5682	6083	1	8
JAACVF010000002	6133	6411	-1	9
JAACVF010000002	6450	7238	-1	10
JAACVF010000002	7277	7471	-1	11
JAACVF010000002	7874	8632	1	12
JAACVF010000002	8801	9934	-1	13
JAACVF010000002	9964	10815	-1	14
JAACVF010000003	134	466	-1	1
JAACVF010000003	780	1259	-1	2
JAACVF010000003	1452	3692	-1	3
JAACVF010000003	3767	7462	-1	4
JAACVF010000003	7494	8117	-1	5
JAACVF010000004	1	135	1	1
JAACVF010000004	333	896	1	2
JAACVF010000004	889	4545	1	3
JAACVF010000005	283	3477	1	1
JAACVF010000005	3571	4659	1	2
JAACVF010000005	4661	5269	1	3
JAACVF010000005	5257	6222	1	4
JAACVF010000005	6235	7515	1	5
JAACVF010000005	7557	8342	1	6
JAACVF010000005	8334	8492	-1	7
JAACVF010000006	1	1077	1	1
JAACVF010000006	1258	1494	-1	2
JAACVF010000006	1960	2667	1	3
JAACVF010000006	2709	3521	-1	4
JAACVF010000006	3585	4475	1	5
JAACVF010000006	4649	4990	1	6
JAACVF010000006	5023	5415	1	7
JAACVF010000006	5517	5705	1	8
JAACVF010000006	6034	6495	1	9
JAACVF010000006	6744	8441	-1	10
JAACVF010000006	8611	8760	-1	11
JAACVF010000006	8818	10155	1	12
JAACVF010000006	10179	10916	1	13
JAACVF010000006	10913	11296	1	14
JAACVF010000006	11263	11448	1	15
JAACVF010000006	11817	11981	1	16
JAACVF010000007	167	1627	-1	1
JAACVF010000007	2036	3418	1	2
JAACVF010000007	4137	4712	-1	3
JAACVF010000007	4725	5387	-1	4
JAACVF010000007	6420	7127	-1	5
JAACVF010000007	7172	8011	-1	6
JAACVF010000007	8016	9584	-1	7
JAACVF010000007	9601	10026	-1	8
JAACVF010000007	10041	10157	-1	9
JAACVF010000007	10604	11596	1	10
JAACVF010000008	73	618	-1	1
JAACVF010000008	606	2078	-1	2
JAACVF010000008	2093	3307	-1	3
JAACVF010000008	3297	3608	-1	4
JAACVF010000008	3614	4186	-1	5
JAACVF010000008	4199	4513	-1	6
JAACVF010000008	4541	5542	-1	7
JAACVF010000008	5586	5690	-1	8
JAACVF010000009	459	1094	1	1
JAACVF010000009	1072	1290	1	2
JAACVF010000009	1305	1547	1	3
JAACVF010000009	1549	2109	1	4
JAACVF010000009	2225	3280	1	5
JAACVF010000009	3333	4238	1	6
JAACVF010000009	4323	5459	1	7
JAACVF010000009	6257	7615	1	8
JAACVF010000010	754	3240	-1	1
JAACVF010000010	3278	3499	-1	2
JAACVF010000010	3599	5527	-1	3
JAACVF010000011	215	811	1	1
JAACVF010000011	843	2165	1	2
JAACVF010000011	2403	3119	1	3
JAACVF010000011	3565	4344	1	4
JAACVF010000011	4334	4744	1	5
JAACVF010000011	5415	6320	1	6
JAACVF010000011	6556	11154	1	7
JAACVF010000012	129	338	1	1
JAACVF010000012	335	853	1	2
JAACVF010000012	850	966	1	3
JAACVF010000012	1749	2768	1	4
JAACVF010000012	2953	4107	1	5
JAACVF010000012	4114	5307	-1	6
JAACVF010000012	5573	6757	1	7
JAACVF010000012	6760	6828	1	8
JAACVF010000013	1	3141	1	1
JAACVF010000013	3228	5453	1	2
JAACVF010000014	238	1377	1	1
JAACVF010000014	1517	2686	-1	2
JAACVF010000014	2894	3019	-1	3
JAACVF010000015	2	406	1	1
JAACVF010000015	440	994	1	2
JAACVF010000015	1114	2076	1	3
JAACVF010000015	2097	3239	-1	4
JAACVF010000015	3274	3735	-1	5
JAACVF010000015	3792	4244	-1	6
JAACVF010000015	5025	7073	1	7
JAACVF010000015	7277	7444	1	8
JAACVF010000016	395	1681	-1	1
JAACVF010000016	1716	2039	-1	2
JAACVF010000016	2096	3268	-1	3
JAACVF010000016	3542	4105	1	4
JAACVF010000016	4102	6036	1	5
JAACVF010000016	6087	7202	1	6
JAACVF010000016	7260	7658	1	7
JAACVF010000016	7757	7978	1	8
JAACVF010000016	8391	9224	1	9
JAACVF010000016	9271	9654	1	10
JAACVF010000016	9662	9895	1	11
JAACVF010000016	9892	10386	1	12
JAACVF010000016	10406	10825	1	13
JAACVF010000016	10856	11908	1	14
JAACVF010000016	11920	12624	1	15
JAACVF010000016	12672	13730	1	16
JAACVF010000016	13806	13982	1	17
JAACVF010000016	13984	14244	1	18
JAACVF010000016	14456	14824	1	19
JAACVF010000016	14857	15117	1	20
JAACVF010000017	145	897	-1	1
JAACVF010000017	1177	2088	1	2
JAACVF010000017	2665	3156	1	3
JAACVF010000017	3311	3964	1	4
JAACVF010000017	4159	4803	1	5
JAACVF010000017	4745	4927	1	6
JAACVF010000017	4884	5144	1	7
JAACVF010000017	5247	5777	-1	8
JAACVF010000017	5856	6086	-1	9
JAACVF010000017	6320	7720	-1	10
JAACVF010000018	138	1226	1	1
JAACVF010000018	1788	2543	1	2
JAACVF010000018	2575	3147	1	3
JAACVF010000019	137	508	1	1
JAACVF010000019	515	1807	1	2
JAACVF010000019	1831	3489	1	3
JAACVF010000019	3546	3728	1	4
JAACVF010000019	4366	6960	-1	5
JAACVF010000019	7358	8155	-1	6
JAACVF010000019	8513	9637	1	7
JAACVF010000020	3	104	-1	1
JAACVF010000020	502	1896	1	2
JAACVF010000020	1851	2318	1	3
JAACVF010000020	2322	3377	-1	4
JAACVF010000020	3415	3876	-1	5
JAACVF010000021	2	3013	1	1
JAACVF010000021	4555	5805	-1	2
JAACVF010000021	6050	6571	-1	3
JAACVF010000021	6774	7628	-1	4
JAACVF010000022	1	411	-1	1
JAACVF010000022	564	1958	-1	2
JAACVF010000022	2238	3671	-1	3
JAACVF010000022	3742	4011	-1	4
JAACVF010000023	179	2029	1	1
JAACVF010000023	2386	4314	-1	2
JAACVF010000023	4374	4985	-1	3
JAACVF010000023	5576	6931	-1	4
JAACVF010000023	7025	8236	1	5
JAACVF010000023	8254	8766	1	6
JAACVF010000023	8997	9449	-1	7
JAACVF010000023	9981	11231	1	8
JAACVF010000023	11253	11672	-1	9
JAACVF010000023	11767	12624	1	10
JAACVF010000024	2	700	1	1
JAACVF010000024	717	1400	-1	2
JAACVF010000024	1394	1573	-1	3
JAACVF010000024	2399	2707	-1	4
JAACVF010000024	2715	4031	-1	5
JAACVF010000024	4156	6105	-1	6
JAACVF010000024	6170	6781	-1	7
JAACVF010000024	7349	8131	1	8
JAACVF010000024	8205	9332	-1	9
JAACVF010000024	9492	9734	1	10
JAACVF010000024	9676	10794	1	11
JAACVF010000024	11015	11962	1	12
JAACVF010000024	12013	13476	1	13
JAACVF010000024	13662	13787	-1	14
JAACVF010000024	13858	14028	-1	15
JAACVF010000025	322	1704	-1	1
JAACVF010000025	1716	2390	1	2
JAACVF010000025	2409	3389	-1	3
JAACVF010000025	3433	3771	-1	4
JAACVF010000025	4027	4512	-1	5
JAACVF010000025	4609	7503	1	6
JAACVF010000025	7854	8684	-1	7
JAACVF010000025	8701	8940	-1	8
JAACVF010000026	55	858	-1	1
JAACVF010000026	1067	2122	-1	2
JAACVF010000026	2161	3015	-1	3
JAACVF010000026	3080	4111	-1	4
JAACVF010000026	4371	4940	-1	5
JAACVF010000026	4999	5874	-1	6
JAACVF010000026	5871	6734	-1	7
JAACVF010000027	3	86	-1	1
JAACVF010000027	279	695	-1	2
JAACVF010000027	734	922	-1	3
JAACVF010000027	919	1164	-1	4
JAACVF010000027	1189	1557	-1	5
JAACVF010000027	1713	2012	-1	6
JAACVF010000027	2079	2267	-1	7
JAACVF010000027	2349	3836	1	8
JAACVF010000027	4011	4301	1	9
