Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
JAACVF010000029	JAACVF010000029@1	570	3947	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['5.50e-06']	[0.391]	[0.877]	NA	NA
JAACVF010000139	JAACVF010000139@1	1574	2599	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[3]	['1.30e-16']	[0.538]	[0.545]	NA	NA
JAACVF010000056	JAACVF010000056@1	6978	9251	False	14%	0%	I-A	1.0	['Cas3_0_I']	[12]	['3.00e-16']	[0.328]	[0.673]	1	NA
JAACVF010000054	JAACVF010000054@1	6251	7495	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[8]	['5.00e-03']	[0.496]	[0.773]	1	NA
JAACVF010000130	JAACVF010000130@1	693	1121	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2]	['9.70e-30']	[0.958]	[0.855]	NA	NA
JAACVF010000101	JAACVF010000101@1	4442	7891	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['5.00e-05']	[0.354]	[0.849]	NA	NA
JAACVF010000105	JAACVF010000105@1	5114	5395	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[5]	['3.10e-07']	[0.585]	[0.534]	NA	NA
JAACVF010000006	JAACVF010000006@1	5023	5415	False	0%	0%	I-B	4.0	['Cas11b_0_CAS-I-B']	[7]	['6.20e-03']	[0.458]	[0.341]	NA	NA
JAACVF010000016	JAACVF010000016@1	14857	15117	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[20]	['3.60e-22']	[0.908]	[0.746]	NA	NA
JAACVF010000074	JAACVF010000074@1	1367	2596	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[3]	['7.00e-10']	[0.583]	[0.686]	-1	NA
JAACVF010000099	JAACVF010000099@1	3598	4512	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[5]	['1.50e-03']	[0.433]	[0.47]	NA	NA
JAACVF010000102	JAACVF010000102@1	3450	3974	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[3]	['2.90e-06']	[0.463]	[0.409]	NA	NA
JAACVF010000133	JAACVF010000133@1	2115	3110	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[4]	['1.40e-05']	[0.572]	[0.847]	1	NA
JAACVF010000006	JAACVF010000006@2	10179	10916	False	14%	0%	I-A	2.0	['Cas6_7_CAS-I-II-III-IV-V-VI']	[13]	['3.20e-39']	[0.996]	[0.988]	1	NA
JAACVF010000045	JAACVF010000045@1	2381	2860	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[5]	['1.10e-12']	[0.844]	[0.849]	NA	NA
