Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	SHMX01000001_104	311	284	7.3e-05	19.8	129015	129947	SHMX01000001	104	0.4565916398713826	0.4859154929577465	1
AbiEii_0_CAS-III	SHMX01000001_227	327	284	4.2e-10	37.0	249195	250175	SHMX01000001	227	0.5474006116207951	0.5387323943661971	1
AbiEii_0_CAS-III	SHMX01000001_260	378	284	0.0019	15.2	286372	287505	SHMX01000001	260	0.21957671957671956	0.2746478873239437	-1
AbiEii_0_CAS-III	SHMX01000001_292	279	284	0.00063	16.8	324145	324981	SHMX01000001	292	0.26523297491039427	0.2711267605633803	-1
AbiEii_0_CAS-III	SHMX01000001_327	229	284	4.3e-06	23.9	359734	360420	SHMX01000001	327	0.5109170305676856	0.3908450704225352	1
AbiEii_0_CAS-III	SHMX01000001_345	250	284	0.00033	17.7	376521	377270	SHMX01000001	345	0.404	0.3345070422535211	-1
AbiEii_0_CAS-III	SHMX01000001_425	698	284	0.00012	19.1	455881	457974	SHMX01000001	425	0.3166189111747851	0.4964788732394366	-1
AbiEii_0_CAS-III	SHMX01000001_452	605	284	0.00016	18.7	484528	486342	SHMX01000001	452	0.07933884297520662	0.1056338028169014	-1
AbiEii_0_CAS-III	SHMX01000001_462	338	284	0.017	12.0	493894	494907	SHMX01000001	462	0.23668639053254437	0.2605633802816901	-1
AbiEii_0_CAS-III	SHMX01000001_465	259	284	0.004	14.1	500876	501652	SHMX01000001	465	0.3436293436293436	0.30633802816901406	-1
AbiEii_0_CAS-III	SHMX01000001_83	406	284	0.0054	13.7	107506	108723	SHMX01000001	83	0.06403940886699508	0.09154929577464789	-1
AbiEii_0_CAS-III	SHMX01000002_178	732	284	0.00055	17.0	157209	159404	SHMX01000002	178	0.0546448087431694	0.07394366197183098	1
AbiEii_0_CAS-III	SHMX01000002_217	188	284	0.01	12.8	194869	195432	SHMX01000002	217	0.18617021276595744	0.12323943661971831	-1
AbiEii_0_CAS-III	SHMX01000002_222	1197	284	8.8e-07	26.1	199018	202608	SHMX01000002	222	0.12364243943191311	0.3626760563380282	1
AbiEii_0_CAS-III	SHMX01000002_364	485	284	6.6e-09	33.1	340171	341625	SHMX01000002	364	0.21649484536082475	0.25704225352112675	-1
AbiEii_0_CAS-III	SHMX01000002_436	194	284	0.015	12.2	421475	422056	SHMX01000002	436	0.12886597938144329	0.08450704225352113	1
AbiEii_0_CAS-III	SHMX01000002_488	644	284	9.6e-06	22.7	467606	469537	SHMX01000002	488	0.19409937888198758	0.44014084507042256	-1
AbiEii_0_CAS-III	SHMX01000002_50	226	284	1e-08	32.5	41753	42430	SHMX01000002	50	0.7123893805309734	0.5387323943661971	1
AbiEii_0_CAS-III	SHMX01000003_130	352	284	0.0012	15.9	155228	156283	SHMX01000003	130	0.11647727272727272	0.14788732394366197	1
AbiEii_0_CAS-III	SHMX01000003_140	730	284	0.0024	14.8	166766	168955	SHMX01000003	140	0.0547945205479452	0.07394366197183098	-1
AbiEii_0_CAS-III	SHMX01000003_240	953	284	0.023	11.6	259935	262793	SHMX01000003	240	0.04931794333683106	0.10915492957746478	-1
AbiEii_0_CAS-III	SHMX01000003_302	1122	284	2.5e-08	31.2	339826	343191	SHMX01000003	302	0.18181818181818182	0.5316901408450704	1
AbiEii_0_CAS-III	SHMX01000003_317	615	284	0.0061	13.5	358991	360835	SHMX01000003	317	0.1967479674796748	0.45422535211267606	-1
AbiEii_0_CAS-III	SHMX01000004_114	257	284	0.00023	18.2	121387	122157	SHMX01000004	114	0.33073929961089493	0.23943661971830985	-1
AbiEii_0_CAS-III	SHMX01000004_118	314	284	1.7e-06	25.2	125029	125970	SHMX01000004	118	0.16878980891719744	0.18309859154929578	1
AbiEii_0_CAS-III	SHMX01000004_128	429	284	2.3e-09	34.6	133501	134787	SHMX01000004	128	0.20279720279720279	0.30985915492957744	-1
AbiEii_0_CAS-III	SHMX01000004_318	935	284	3.4e-07	27.5	380938	383742	SHMX01000004	318	0.2	0.43661971830985913	1
AbiEii_0_CAS-III	SHMX01000004_65	314	284	2e-08	31.5	75602	76543	SHMX01000004	65	0.49363057324840764	0.5	1
AbiEii_0_CAS-III	SHMX01000004_67	315	284	1.1e-05	22.6	77529	78473	SHMX01000004	67	0.2920634920634921	0.30985915492957744	1
AbiEii_0_CAS-III	SHMX01000005_87	256	284	3.2e-10	37.4	80299	81066	SHMX01000005	87	0.50390625	0.4225352112676056	-1
AbiEii_0_CAS-III	SHMX01000007_52	559	284	0.00011	19.3	52670	54346	SHMX01000007	52	0.13237924865831843	0.25704225352112675	1
AbiEii_0_CAS-III	SHMX01000007_54	327	284	0.022	11.7	58741	59721	SHMX01000007	54	0.21712538226299694	0.24647887323943662	1
AbiEii_0_CAS-III	SHMX01000007_9	270	284	0.0026	14.8	8864	9673	SHMX01000007	9	0.24444444444444444	0.22183098591549297	1
AbiEii_0_CAS-III	SHMX01000007_95	259	284	4.1e-09	33.8	114514	115290	SHMX01000007	95	0.39768339768339767	0.3591549295774648	-1
AbiEii_0_CAS-III	SHMX01000008_52	331	284	7.9e-07	26.3	59935	60927	SHMX01000008	52	0.31722054380664655	0.352112676056338	-1
AbiEii_0_CAS-III	SHMX01000009_62	260	284	4.1e-07	27.2	50596	51375	SHMX01000009	62	0.5615384615384615	0.49295774647887325	1
AbiEii_0_CAS-III	SHMX01000010_27	269	284	9.1e-06	22.8	32088	32894	SHMX01000010	27	0.3940520446096654	0.38380281690140844	1
AbiEii_0_CAS-III	SHMX01000010_41	281	284	2.2e-05	21.5	41740	42582	SHMX01000010	41	0.5088967971530249	0.4823943661971831	1
