Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	JAEYSH010000001_6	310	284	2.1e-05	21.5	3963	4892	JAEYSH010000001	6	0.25483870967741934	0.27816901408450706	-1
AbiEii_0_CAS-III	JAEYSH010000006_1	411	284	0.0074	13.2	86	1318	JAEYSH010000006	1	0.06326034063260341	0.0880281690140845	1
AbiEii_0_CAS-III	JAEYSH010000009_14	344	284	1.9e-07	28.3	11866	12897	JAEYSH010000009	14	0.5290697674418605	0.5915492957746479	-1
AbiEii_0_CAS-III	JAEYSH010000049_15	252	284	0.0016	15.3	11946	12701	JAEYSH010000049	15	0.2698412698412698	0.22535211267605634	1
AbiEii_0_CAS-III	JAEYSH010000056_4	245	284	0.0013	15.7	2109	2843	JAEYSH010000056	4	0.5428571428571428	0.44014084507042256	1
AbiEii_0_CAS-III	JAEYSH010000056_6	610	284	6.5e-05	19.9	4882	6711	JAEYSH010000056	6	0.30491803278688523	0.6443661971830986	1
AbiEii_0_CAS-III	JAEYSH010000060_5	366	284	3e-06	24.3	2643	3740	JAEYSH010000060	5	0.4180327868852459	0.4154929577464789	1
AbiEii_0_CAS-III	JAEYSH010000075_1	146	284	9.8e-05	19.4	2	439	JAEYSH010000075	1	0.21232876712328766	0.11267605633802817	-1
AbiEii_0_CAS-III	JAEYSH010000081_2	280	284	3.8e-09	33.8	1065	1904	JAEYSH010000081	2	0.5142857142857142	0.5105633802816901	1
AbiEii_0_CAS-III	JAEYSH010000097_21	548	284	0.047	10.6	26131	27774	JAEYSH010000097	21	0.18613138686131386	0.2992957746478873	-1
AbiEii_0_CAS-III	JAEYSH010000099_10	250	284	0.00022	18.2	9997	10746	JAEYSH010000099	10	0.436	0.3591549295774648	1
AbiEii_0_CAS-III	JAEYSH010000103_22	569	284	0.0014	15.6	14786	16492	JAEYSH010000103	22	0.14411247803163443	0.14788732394366197	-1
