Contig	Start	End	Strand	Pos
JAEYSH010000001	3	578	-1	1
JAEYSH010000001	586	1437	-1	2
JAEYSH010000001	1558	2199	-1	3
JAEYSH010000001	2331	2684	-1	4
JAEYSH010000001	2871	3962	-1	5
JAEYSH010000001	3963	4892	-1	6
JAEYSH010000001	5122	5835	-1	7
JAEYSH010000001	5871	6578	-1	8
JAEYSH010000001	6826	7530	-1	9
JAEYSH010000001	7653	8111	-1	10
JAEYSH010000001	8121	9323	-1	11
JAEYSH010000001	9376	9774	-1	12
JAEYSH010000002	117	1142	1	1
JAEYSH010000002	1234	1821	-1	2
JAEYSH010000002	1814	2794	-1	3
JAEYSH010000002	3197	3649	1	4
JAEYSH010000002	3686	4246	-1	5
JAEYSH010000002	4291	5664	-1	6
JAEYSH010000002	5938	7491	1	7
JAEYSH010000002	7488	7874	1	8
JAEYSH010000002	7898	8251	-1	9
JAEYSH010000002	8290	10695	-1	10
JAEYSH010000003	241	516	-1	1
JAEYSH010000003	618	1046	1	2
JAEYSH010000003	1093	1386	-1	3
JAEYSH010000003	1726	2091	1	4
JAEYSH010000003	2193	2696	-1	5
JAEYSH010000003	2969	3889	1	6
JAEYSH010000004	468	875	1	1
JAEYSH010000004	916	1509	1	2
JAEYSH010000004	1516	1764	1	3
JAEYSH010000004	1939	4062	1	4
JAEYSH010000004	4124	4879	-1	5
JAEYSH010000004	5387	5731	-1	6
JAEYSH010000004	5823	6173	-1	7
JAEYSH010000004	6203	6487	-1	8
JAEYSH010000004	6688	7020	1	9
JAEYSH010000004	7017	7808	1	10
JAEYSH010000004	7877	8368	-1	11
JAEYSH010000004	8483	8764	-1	12
JAEYSH010000004	8971	10089	1	13
JAEYSH010000004	10090	10395	-1	14
JAEYSH010000005	2	1123	-1	1
JAEYSH010000005	1210	2085	-1	2
JAEYSH010000005	2650	3078	1	3
JAEYSH010000005	3259	3900	1	4
JAEYSH010000005	3909	4565	-1	5
JAEYSH010000005	4793	4948	1	6
JAEYSH010000005	4963	6993	-1	7
JAEYSH010000005	7053	7727	-1	8
JAEYSH010000005	7762	8025	-1	9
JAEYSH010000005	8441	8827	1	10
JAEYSH010000005	8978	9736	-1	11
JAEYSH010000005	9778	10545	-1	12
JAEYSH010000005	10520	11254	-1	13
JAEYSH010000005	11649	12266	1	14
JAEYSH010000005	12312	13571	-1	15
JAEYSH010000005	13671	14297	-1	16
JAEYSH010000005	14354	14590	-1	17
JAEYSH010000005	14611	15063	-1	18
JAEYSH010000005	15144	16166	-1	19
JAEYSH010000005	16687	17037	1	20
JAEYSH010000006	86	1318	1	1
JAEYSH010000006	1612	2424	1	2
JAEYSH010000006	2504	3055	1	3
JAEYSH010000006	3099	3653	-1	4
JAEYSH010000006	3754	4179	1	5
JAEYSH010000006	4191	4919	-1	6
JAEYSH010000006	4999	5199	-1	7
JAEYSH010000006	5372	5971	1	8
JAEYSH010000006	6013	6771	1	9
JAEYSH010000006	6934	7827	1	10
JAEYSH010000006	7852	8463	-1	11
JAEYSH010000006	8559	9515	1	12
JAEYSH010000006	9698	9781	1	13
JAEYSH010000007	1	81	-1	1
JAEYSH010000007	258	1274	-1	2
JAEYSH010000007	1271	1807	-1	3
JAEYSH010000007	2026	2955	-1	4
