Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
DXJG01000002	DXJG01000002@15	599258	599968	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[576]	['9.30e-06']	[0.443]	[0.321]	NA	NA
DXJG01000007	DXJG01000007@2	45192	49328	False	0%	NA	III-A	1.0	['CasR_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[30, 34]	['5.60e-05', '5.00e-09']	[0.601, 0.452]	[0.422, 0.387]	NA	NA
DXJG01000009	DXJG01000009@12	265382	265906	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[275]	['5.10e-04']	[0.474]	[0.303]	NA	NA
DXJG01000015	DXJG01000015@1	2290	2901	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[3]	['6.10e-11']	[0.637]	[0.737]	NA	NA
DXJG01000002	DXJG01000002@2	44126	48627	False	14%	0%	I-A	4.0	['CasR_1_CAS-I-II-III-IV-V-VI', 'Csa3_1_CAS-I-II-III-IV-V-VI', 'Cas8a2_5_CAS-I-A']	[41, 43, 45]	['1.50e-06', '6.10e-08', '2.00e-03']	[0.468, 0.713, 0.438]	[0.317, 0.619, 0.515]	-1	NA
DXJG01000007	DXJG01000007@3	106583	106834	False	0%	NA	III-B	1.0	['CorA_1_CAS-III-B']	[80]	['3.70e-03']	[0.726]	[0.488]	NA	NA
DXJG01000013	DXJG01000013@1	12916	13254	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[15]	['9.50e-06']	[0.77]	[0.593]	NA	NA
DXJG01000012	DXJG01000012@1	33325	34146	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[23]	['4.70e-07']	[0.358]	[0.352]	NA	NA
DXJG01000002	DXJG01000002@1	28734	29207	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[25]	['9.50e-07']	[0.778]	[0.847]	NA	NA
DXJG01000003	DXJG01000003@1	24274	24825	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[38]	['3.30e-03']	[0.69]	[0.359]	NA	NA
DXJG01000007	DXJG01000007@1	11325	12455	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[5]	['1.60e-09']	[0.687]	[0.737]	1	NA
DXJG01000002	DXJG01000002@9	462337	464070	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'Csa3_1_CAS-I-II-III-IV-V-VI']	[436, 438]	['7.90e-04', '1.60e-06']	[0.555, 0.782]	[0.5, 0.542]	NA	NA
DXJG01000002	DXJG01000002@6	349328	350020	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[333]	['1.30e-07']	[0.498]	[0.394]	NA	NA
DXJG01000002	DXJG01000002@8	425425	425847	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[403]	['1.80e-04']	[0.553]	[0.644]	NA	NA
DXJG01000004	DXJG01000004@3	235418	237289	False	20%	NA	IV-A1	2.0	['Csf4_0_IVA']	[232]	['2.30e-10']	[0.705]	[0.674]	-1	NA
DXJG01000002	DXJG01000002@7	390388	391362	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[366]	['1.10e-04']	[0.526]	[0.574]	NA	NA
DXJG01000002	DXJG01000002@3	118650	119159	False	0%	0%	I-A	0.0	['CasR_1_CAS-I-II-III-IV-V-VI']	[112]	['4.70e-06']	[0.512]	[0.413]	NA	NA
DXJG01000013	DXJG01000013@2	16554	17288	False	0%	NA	III-B	1.0	['Unk_03_0_CAS-III-B']	[20]	['3.80e-03']	[0.355]	[0.489]	NA	NA
DXJG01000009	DXJG01000009@5	91331	91918	False	0%	0%	I-B	4.0	['Cas11b_2_CAS-I-B']	[102]	['1.30e-03']	[0.393]	[0.61]	NA	NA
DXJG01000009	DXJG01000009@13	298714	299391	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[304]	['2.90e-06']	[0.726]	[0.546]	NA	NA
DXJG01000009	DXJG01000009@3	35176	35907	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[35]	['1.20e-07']	[0.488]	[0.391]	NA	NA
DXJG01000009	DXJG01000009@7	171136	171876	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[185]	['5.30e-04']	[0.352]	[0.347]	NA	NA
DXJG01000014	DXJG01000014@1	18119	19003	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[19]	['4.80e-07']	[0.38]	[0.38]	NA	NA
