Contig	Start	End	Strand	Pos
CP035730	1	909	1	1
CP035730	976	1716	1	2
CP035730	1709	2173	1	3
CP035730	2177	2665	1	4
CP035730	2662	3351	1	5
CP035730	3354	4895	1	6
CP035730	4879	6300	1	7
CP035730	6568	7314	-1	8
CP035730	7671	9593	-1	9
CP035730	9630	11546	1	10
CP035730	11543	12646	1	11
CP035730	12643	15153	1	12
CP035730	15169	15663	-1	13
CP035730	15660	16517	-1	14
CP035730	16737	18722	-1	15
CP035730	18855	19856	1	16
CP035730	19849	20817	1	17
CP035730	20789	21727	1	18
CP035730	21753	22193	1	19
CP035730	22186	23181	-1	20
CP035730	23293	25353	-1	21
CP035730	25451	26497	1	22
CP035730	26494	27570	1	23
CP035730	27567	28538	1	24
CP035730	28531	29502	1	25
CP035730	29466	29855	1	26
CP035730	29848	31593	-1	27
CP035730	31628	32743	1	28
CP035730	32924	34165	1	29
CP035730	34162	35049	1	30
CP035730	35054	36175	1	31
CP035730	36260	36865	1	32
CP035730	37036	38457	1	33
CP035730	38656	40611	-1	34
CP035730	41141	41428	1	35
CP035730	42061	43179	-1	36
CP035730	43235	43486	-1	37
CP035730	43483	44364	-1	38
CP035730	44467	45006	-1	39
CP035730	45149	46828	-1	40
CP035730	47035	47754	-1	41
CP035730	47858	49093	1	42
CP035730	49126	49392	1	43
CP035730	50832	51218	1	44
CP035730	51291	52133	1	45
CP035730	52126	52491	1	46
CP035730	53263	53370	1	47
CP035730	53395	53493	1	48
CP035730	53686	54720	1	49
CP035730	54794	55066	1	50
CP035730	55472	55807	-1	51
CP035730	55924	56241	-1	52
CP035730	56280	56669	-1	53
CP035730	56650	56883	-1	54
CP035730	57959	59002	-1	55
CP035730	59421	59615	1	56
CP035730	59701	59820	1	57
CP035730	60187	60468	1	58
CP035730	60570	60728	1	59
CP035730	60919	61137	-1	60
CP035730	61209	61403	-1	61
CP035730	62347	62769	1	62
CP035730	62890	63936	1	63
CP035730	64027	65214	-1	64
CP035730	65303	65644	-1	65
CP035730	65788	66180	-1	66
CP035730	66506	66919	-1	67
CP035730	66926	67417	-1	68
CP035730	68386	70518	1	69
CP035730	70511	70801	1	70
CP035730	70798	70998	1	71
CP035730	70988	71944	-1	72
CP035730	71941	73791	-1	73
CP035730	73801	73959	-1	74
CP035730	74037	74648	-1	75
CP035730	74639	74836	-1	76
CP035730	74898	75863	-1	77
CP035730	75860	77560	-1	78
CP035730	77561	77818	-1	79
CP035730	77818	78498	-1	80
CP035730	78574	80418	-1	81
CP035730	80633	80941	1	82
CP035730	81075	81293	1	83
CP035730	81308	81772	1	84
CP035730	82174	84003	1	85
CP035730	84013	85011	1	86
CP035730	85016	85312	-1	87
CP035730	85770	86540	-1	88
CP035730	86785	88227	1	89
CP035730	88324	88587	1	90
CP035730	88618	89610	1	91
CP035730	89658	90563	1	92
CP035730	90560	90877	1	93
CP035730	91061	91333	-1	94
CP035730	91495	92142	-1	95
CP035730	92126	94090	-1	96
CP035730	94122	95255	-1	97
CP035730	95585	97384	-1	98
CP035730	97630	98358	-1	99
CP035730	98537	99049	-1	100
CP035730	99465	100076	-1	101
CP035730	100355	101530	1	102
CP035730	102928	103518	-1	103
CP035730	103653	103904	1	104
CP035730	104137	105444	-1	105
CP035730	105719	109255	1	106
CP035730	109257	110741	1	107
CP035730	110738	111238	1	108
CP035730	111235	111909	1	109
CP035730	114774	115055	-1	110
CP035730	115741	115974	-1	111
CP035730	117765	117905	-1	112
CP035730	118196	121384	1	113
CP035730	121522	122130	1	114
CP035730	122102	122974	1	115
CP035730	122916	123428	1	116
CP035730	123890	124708	-1	117
CP035730	124929	125519	1	118
CP035730	126951	127292	1	119
CP035730	127317	127964	1	120
CP035730	127933	128232	1	121
CP035730	128792	129064	1	122
CP035730	129253	129522	1	123
CP035730	130456	130899	-1	124
CP035730	130847	130960	-1	125
CP035730	131422	132186	-1	126
CP035730	132474	134576	1	127
CP035730	135695	135991	1	128
CP035730	136496	137095	1	129
CP035730	137529	137729	1	130
CP035730	140570	141214	-1	131
CP035730	141386	142225	1	132
CP035730	142222	143133	1	133
CP035730	143135	143410	1	134
CP035730	143370	143900	1	135
CP035730	144191	145213	1	136
CP035730	147664	147885	-1	137
CP035730	149798	149974	-1	138
CP035730	150161	150295	-1	139
CP035730	150801	151241	1	140
CP035730	151242	152192	1	141
CP035730	152198	152923	1	142
CP035730	152907	154385	1	143
CP035730	154382	155065	1	144
CP035730	155046	156026	1	145
CP035730	156020	156901	1	146
CP035730	158274	158639	1	147
CP035730	160265	160549	1	148
CP035730	163380	163553	-1	149
CP035730	164196	164612	1	150
CP035730	164614	165339	1	151
CP035730	165333	166172	1	152
CP035730	166144	166944	1	153
CP035730	166947	167120	1	154
CP035730	167104	169716	1	155
CP035730	169717	170328	1	156
CP035730	170333	171280	1	157
CP035730	171277	171963	1	158
CP035730	172197	173918	1	159
CP035730	174242	175756	-1	160
CP035730	177373	178710	-1	161
CP035730	179671	180123	1	162
CP035730	180382	180696	-1	163
CP035730	180851	181321	1	164
CP035730	181353	181553	1	165
CP035730	181708	182781	1	166
CP035730	182824	184095	-1	167
CP035730	184067	184672	-1	168
CP035730	184715	184981	1	169
CP035730	185178	185819	-1	170
CP035730	186190	187458	1	171
CP035730	187435	187779	-1	172
CP035730	189858	194267	1	173
CP035730	194693	195163	-1	174
CP035730	199905	200129	1	175
CP035730	201483	202364	-1	176
CP035730	202435	202833	-1	177
CP035730	202904	202993	-1	178
CP035730	203223	204125	1	179
CP035730	204540	207125	1	180
CP035730	207118	208170	1	181
