Contig	Start	End	Strand	Pos
CP084166	201	686	-1	1
CP084166	746	1192	-1	2
CP084166	1303	2487	1	3
CP084166	2541	2657	-1	4
CP084166	2827	3261	-1	5
CP084166	3332	3553	1	6
CP084166	3529	5187	1	7
CP084166	5519	6577	1	8
CP084166	6887	7342	1	9
CP084166	7384	7950	1	10
CP084166	7984	8364	-1	11
CP084166	8531	11119	1	12
CP084166	11239	11472	1	13
CP084166	11474	11734	1	14
CP084166	11772	13148	-1	15
CP084166	13401	14288	1	16
CP084166	14332	15372	1	17
CP084166	15365	16300	1	18
CP084166	16297	16752	-1	19
CP084166	16752	17327	-1	20
CP084166	17438	17998	1	21
CP084166	17998	19488	1	22
CP084166	19600	19956	1	23
CP084166	20120	21751	-1	24
CP084166	22010	23011	1	25
CP084166	23018	25990	-1	26
CP084166	26343	27800	1	27
CP084166	28054	28521	1	28
CP084166	28846	30081	1	29
CP084166	30169	31116	-1	30
CP084166	31345	32115	-1	31
CP084166	32259	35147	1	32
CP084166	35498	38581	-1	33
CP084166	38911	39594	1	34
CP084166	39681	41105	1	35
CP084166	41234	42496	-1	36
CP084166	42509	42760	-1	37
CP084166	42899	44053	1	38
CP084166	44074	44928	-1	39
CP084166	45262	46227	-1	40
CP084166	46377	46844	-1	41
CP084166	46967	47227	1	42
CP084166	47232	48443	1	43
CP084166	48484	48987	1	44
CP084166	49054	49983	-1	45
CP084166	50037	50612	-1	46
CP084166	50810	51148	1	47
CP084166	51166	51564	-1	48
CP084166	51728	52999	1	49
CP084166	52999	54717	1	50
CP084166	54721	55821	1	51
CP084166	55825	56979	1	52
CP084166	56945	57613	1	53
CP084166	57711	58022	1	54
CP084166	58203	60710	1	55
CP084166	60707	61495	1	56
CP084166	61503	61805	-1	57
CP084166	61976	63031	1	58
CP084166	63044	63880	-1	59
CP084166	63900	64931	-1	60
CP084166	65346	66392	1	61
CP084166	66710	72913	1	62
CP084166	72913	80922	1	63
CP084166	81114	81791	1	64
CP084166	81844	82818	1	65
CP084166	82889	83254	1	66
CP084166	83255	83704	1	67
CP084166	83784	84506	1	68
CP084166	84521	85429	-1	69
CP084166	85563	86327	1	70
CP084166	86481	87401	1	71
CP084166	87418	88776	-1	72
CP084166	88913	90769	1	73
CP084166	90771	93494	1	74
CP084166	93571	94629	-1	75
CP084166	94787	95404	-1	76
CP084166	95489	96976	-1	77
CP084166	97219	98013	1	78
CP084166	98029	99984	-1	79
CP084166	100182	104462	1	80
CP084166	104468	105364	1	81
CP084166	105423	108272	1	82
CP084166	108278	110065	1	83
CP084166	110269	111012	1	84
CP084166	111036	112223	1	85
CP084166	112322	114154	1	86
CP084166	114169	114627	-1	87
CP084166	114950	118255	1	88
CP084166	118286	120304	-1	89
CP084166	120452	121237	1	90
CP084166	121304	122356	1	91
CP084166	122382	123290	-1	92
CP084166	123446	125284	1	93
CP084166	125284	127200	1	94
CP084166	127338	127778	1	95
CP084166	127779	128378	-1	96
CP084166	128491	129558	-1	97
CP084166	130154	130702	-1	98
CP084166	130783	131187	1	99
CP084166	131299	135579	1	100
CP084166	135585	137333	1	101
CP084166	137387	137770	1	102
CP084166	137819	140758	1	103
CP084166	140773	142098	-1	104
CP084166	142193	143518	1	105
CP084166	143538	144902	-1	106
CP084166	145113	147200	-1	107
CP084166	147292	148251	-1	108
CP084166	148336	149364	-1	109
CP084166	149426	150961	-1	110
CP084166	151032	152765	-1	111
CP084166	152771	157045	-1	112
CP084166	157170	158492	1	113
CP084166	158534	159370	-1	114
CP084166	159380	160174	-1	115
CP084166	160194	161183	-1	116
CP084166	161293	162951	1	117
CP084166	162928	163719	-1	118
CP084166	163765	164046	-1	119
CP084166	164157	165968	1	120
CP084166	165984	167738	1	121
CP084166	167735	167920	1	122
CP084166	168217	168732	-1	123
CP084166	168804	169199	1	124
CP084166	169209	170174	-1	125
CP084166	170302	171417	1	126
CP084166	171570	171779	1	127
CP084166	171822	172184	-1	128
CP084166	172625	173524	-1	129
CP084166	173650	174765	1	130
CP084166	174918	175127	1	131
CP084166	175170	177161	-1	132
CP084166	177244	179307	1	133
CP084166	179390	181474	1	134
CP084166	181614	182720	1	135
CP084166	182798	183625	1	136
CP084166	183810	184604	1	137
CP084166	184788	185255	1	138
CP084166	185528	186550	1	139
CP084166	186584	187663	-1	140
CP084166	187781	188707	1	141
CP084166	188779	189552	1	142
CP084166	189593	190561	1	143
CP084166	190567	191859	-1	144
CP084166	191962	192996	-1	145
CP084166	193112	193690	-1	146
CP084166	194035	194175	1	147
CP084166	194384	195571	1	148
CP084166	195820	196026	1	149
CP084166	196200	196910	1	150
CP084166	196929	198404	-1	151
CP084166	198409	201393	-1	152
CP084166	201610	201972	-1	153
CP084166	202046	202960	-1	154
CP084166	203202	204944	1	155
CP084166	205020	205658	1	156
CP084166	205678	206520	1	157
CP084166	206868	207833	1	158
CP084166	207864	208793	1	159
CP084166	208900	209634	1	160
CP084166	209631	212444	1	161
CP084166	212456	213457	1	162
CP084166	213532	215337	1	163
CP084166	215394	216818	-1	164
CP084166	216951	217895	1	165
CP084166	217931	218926	-1	166
CP084166	219183	220229	1	167
CP084166	220226	221086	1	168
CP084166	221088	221879	1	169
CP084166	221876	223159	1	170
CP084166	223171	223650	1	171
CP084166	223634	224980	-1	172
CP084166	224992	225186	-1	173
CP084166	225372	227081	1	174
CP084166	227162	228103	-1	175
CP084166	228517	229092	1	176
CP084166	229097	229867	-1	177
CP084166	229954	231330	-1	178
CP084166	231330	232760	-1	179
CP084166	232886	234922	-1	180
CP084166	235047	237095	-1	181
CP084166	237105	237800	-1	182
CP084166	237876	238427	-1	183
CP084166	238428	238904	-1	184
CP084166	239007	240023	-1	185
CP084166	240127	240990	-1	186
CP084166	241154	242020	-1	187
CP084166	242260	242730	-1	188
CP084166	242742	243944	-1	189
CP084166	243955	244611	-1	190
CP084166	245164	245802	-1	191
CP084166	245917	246798	1	192
CP084166	246938	247174	1	193
CP084166	247153	247362	1	194
CP084166	247413	247565	1	195
CP084166	247666	247767	-1	196
CP084166	248044	248856	-1	197
CP084166	248968	250365	1	198
CP084166	250483	251424	1	199
CP084166	251531	252337	1	200
CP084166	252416	253279	1	201
CP084166	253292	256099	-1	202
CP084166	256181	257065	-1	203
CP084166	257247	257519	1	204
CP084166	257553	257747	-1	205
CP084166	257989	259443	-1	206
CP084166	259582	260082	-1	207
CP084166	260169	260801	1	208
CP084166	260867	261595	1	209
CP084166	261854	262792	1	210
CP084166	262948	263349	1	211
CP084166	263411	265219	1	212
CP084166	265228	265479	-1	213
CP084166	265578	266669	1	214
CP084166	266762	267907	1	215
CP084166	268359	269690	1	216
CP084166	269683	270423	1	217
CP084166	270426	276791	1	218
CP084166	276849	278264	1	219
CP084166	278274	278909	1	220
CP084166	278935	279525	1	221
CP084166	279586	280056	1	222
CP084166	280114	283269	1	223
CP084166	283282	285393	1	224
CP084166	285441	287276	1	225
CP084166	287489	295414	1	226
CP084166	295670	297472	-1	227
CP084166	297565	298536	1	228
CP084166	298618	300093	1	229
CP084166	300157	301587	-1	230
CP084166	301833	303860	1	231
CP084166	303823	305574	1	232
