Hmm	ORF	tlen	qlen	Eval	score	start	end	Acc	Pos	Cov_seq	Cov_hmm	strand
AbiEii_0_CAS-III	CP084166_1002	319	284	1.4e-06	25.4	1207774	1208730	CP084166	1002	0.2476489028213166	0.2676056338028169	-1
AbiEii_0_CAS-III	CP084166_101	583	284	1.7e-06	25.0	135585	137333	CP084166	101	0.32246998284734135	0.5211267605633803	1
AbiEii_0_CAS-III	CP084166_1067	256	284	0.0065	13.3	1274379	1275146	CP084166	1067	0.19921875	0.18309859154929578	-1
AbiEii_0_CAS-III	CP084166_1076	283	284	0.011	12.6	1284948	1285796	CP084166	1076	0.3498233215547703	0.3380281690140845	1
AbiEii_0_CAS-III	CP084166_1080	253	284	0.012	12.4	1289379	1290137	CP084166	1080	0.1422924901185771	0.13028169014084506	1
AbiEii_0_CAS-III	CP084166_111	578	284	2.6e-09	34.3	151032	152765	CP084166	111	0.3737024221453287	0.3873239436619718	-1
AbiEii_0_CAS-III	CP084166_1133	993	284	0.0004	17.3	1349563	1352541	CP084166	1133	0.05740181268882175	0.1936619718309859	-1
AbiEii_0_CAS-III	CP084166_1135	215	284	0.00012	19.0	1354635	1355279	CP084166	1135	0.2651162790697674	0.1936619718309859	-1
AbiEii_0_CAS-III	CP084166_1390	487	284	0.00031	17.6	1632530	1633990	CP084166	1390	0.30184804928131415	0.4154929577464789	-1
AbiEii_0_CAS-III	CP084166_1406	743	284	0.00074	16.4	1650009	1652237	CP084166	1406	0.052489905787348586	0.07042253521126761	1
AbiEii_0_CAS-III	CP084166_1427	314	284	1.8e-05	21.7	1669849	1670790	CP084166	1427	0.25477707006369427	0.2676056338028169	1
AbiEii_0_CAS-III	CP084166_1434	309	284	3.4e-07	27.4	1678322	1679248	CP084166	1434	0.5857605177993528	0.6690140845070423	1
AbiEii_0_CAS-III	CP084166_1460	612	284	0.00012	19.0	1704279	1706114	CP084166	1460	0.15849673202614378	0.2746478873239437	1
AbiEii_0_CAS-III	CP084166_1569	231	284	0.00043	17.2	1799230	1799922	CP084166	1569	0.3593073593073593	0.3028169014084507	1
AbiEii_0_CAS-III	CP084166_160	245	284	1.5e-08	31.8	208900	209634	CP084166	160	0.6693877551020408	0.5633802816901409	1
AbiEii_0_CAS-III	CP084166_162	334	284	0.002	15.0	212456	213457	CP084166	162	0.25449101796407186	0.3028169014084507	1
AbiEii_0_CAS-III	CP084166_1677	409	284	0.0021	14.9	1898456	1899682	CP084166	1677	0.10513447432762836	0.14788732394366197	-1
AbiEii_0_CAS-III	CP084166_1731	345	284	0.0001	19.2	1959954	1960988	CP084166	1731	0.17391304347826086	0.19718309859154928	1
AbiEii_0_CAS-III	CP084166_1749	288	284	1.2e-07	28.9	1985309	1986172	CP084166	1749	0.5729166666666666	0.5176056338028169	-1
AbiEii_0_CAS-III	CP084166_1925	269	284	0.014	12.2	2206578	2207384	CP084166	1925	0.35687732342007433	0.31338028169014087	1
AbiEii_0_CAS-III	CP084166_2037	359	284	0.0041	14.0	2318914	2319990	CP084166	2037	0.07520891364902507	0.09507042253521127	-1
AbiEii_0_CAS-III	CP084166_2051	730	284	0.00015	18.7	2331420	2333609	CP084166	2051	0.056164383561643834	0.07394366197183098	-1
AbiEii_0_CAS-III	CP084166_2112	230	284	0.0024	14.7	2410215	2410904	CP084166	2112	0.5173913043478261	0.4014084507042254	-1
AbiEii_0_CAS-III	CP084166_2159	609	284	0.00016	18.6	2457156	2458982	CP084166	2159	0.09359605911330049	0.19014084507042253	1
AbiEii_0_CAS-III	CP084166_221	197	284	0.0043	13.9	278935	279525	CP084166	221	0.09644670050761421	0.06690140845070422	1
