Contig	Start	End	Strand	Pos
JAHWIN010000001	3	260	-1	1
JAHWIN010000001	262	804	-1	2
JAHWIN010000001	752	2467	-1	3
JAHWIN010000001	2464	4011	-1	4
JAHWIN010000001	4334	5281	1	5
JAHWIN010000001	5305	6525	-1	6
JAHWIN010000001	6522	7745	-1	7
JAHWIN010000001	7755	9083	-1	8
JAHWIN010000001	9118	9813	-1	9
JAHWIN010000001	9810	10289	-1	10
JAHWIN010000001	10467	10982	1	11
JAHWIN010000001	10979	11722	1	12
JAHWIN010000001	11722	12312	1	13
JAHWIN010000001	12365	12733	-1	14
JAHWIN010000001	12800	13546	1	15
JAHWIN010000001	13639	14469	1	16
JAHWIN010000001	14604	15032	1	17
JAHWIN010000001	15034	15597	1	18
JAHWIN010000001	15680	16429	1	19
JAHWIN010000001	16694	17581	-1	20
JAHWIN010000001	18314	18820	1	21
JAHWIN010000001	18851	19204	1	22
JAHWIN010000001	19208	19735	1	23
JAHWIN010000001	19827	22031	1	24
JAHWIN010000001	22028	23626	1	25
JAHWIN010000001	23771	24208	-1	26
JAHWIN010000001	24334	25494	1	27
JAHWIN010000001	25516	26334	1	28
JAHWIN010000001	26321	27112	1	29
JAHWIN010000001	27099	27488	-1	30
JAHWIN010000001	27512	27784	-1	31
JAHWIN010000001	27781	28461	-1	32
JAHWIN010000001	28668	28874	-1	33
JAHWIN010000001	28920	29552	1	34
JAHWIN010000001	29795	30358	1	35
JAHWIN010000001	30355	30741	1	36
JAHWIN010000001	30837	31073	1	37
JAHWIN010000001	31129	32067	1	38
JAHWIN010000001	32148	32447	1	39
JAHWIN010000001	32444	33595	1	40
JAHWIN010000001	33637	34017	1	41
JAHWIN010000001	34063	35307	-1	42
JAHWIN010000001	35325	36428	-1	43
JAHWIN010000001	36403	37812	-1	44
JAHWIN010000001	37888	38373	1	45
JAHWIN010000001	38381	38779	1	46
JAHWIN010000001	38866	39630	1	47
JAHWIN010000001	39667	40089	1	48
JAHWIN010000001	40086	40559	1	49
JAHWIN010000001	40636	40917	1	50
JAHWIN010000001	40931	41986	-1	51
JAHWIN010000001	42026	42661	-1	52
JAHWIN010000001	42723	43250	-1	53
JAHWIN010000001	43302	43940	-1	54
JAHWIN010000001	44084	44368	1	55
JAHWIN010000001	44370	44921	1	56
JAHWIN010000001	44939	46279	1	57
JAHWIN010000001	46361	47266	1	58
JAHWIN010000001	47259	47624	1	59
JAHWIN010000001	47654	48244	1	60
JAHWIN010000001	48237	49667	1	61
JAHWIN010000001	49672	50883	-1	62
JAHWIN010000001	50893	52416	-1	63
JAHWIN010000001	52578	53075	1	64
JAHWIN010000001	53063	54043	1	65
JAHWIN010000001	54186	54824	1	66
JAHWIN010000001	54884	55267	1	67
JAHWIN010000001	55274	55678	1	68
JAHWIN010000001	55707	56117	1	69
JAHWIN010000002	1	75	1	1
JAHWIN010000002	72	680	1	2
JAHWIN010000002	668	1429	1	3
JAHWIN010000002	1443	1874	1	4
JAHWIN010000002	1947	3479	1	5
JAHWIN010000002	3643	4917	1	6
JAHWIN010000002	5111	5944	1	7
JAHWIN010000002	5946	6701	1	8
JAHWIN010000002	6698	7468	1	9
JAHWIN010000002	7506	7904	1	10
JAHWIN010000002	8032	9048	1	11
JAHWIN010000002	9066	9734	-1	12
